objectid,region_id,region_name,district_id,district_name,countryside_id,countryside_name,countryside_id_cadastre,countryside_name_cadastre,countryside_id_soato,countryside_name_soato,shape_Length,shape_Area,tin,sector
1,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:001,Barkamol MFY,1703401001,Barkamol MFY,0,,2606,378264,0,0
2,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:008,Qoratut MFY,1703401008,Qoratut MFY,1271,QORATUT,3789,576801,202691314,1
3,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:016,O`rikzor MFY,1703401016,O`rikzor MFY,1280,OʻRIKZOR ,5466,927833,305186445,1
4,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:015,O'zbekiston 20 yiligi MFY,1703401015,O'zbekiston 20 yiligi MFY,1279,OʻZBEKISTON 20 YILLIGI,9682,1526700,202691321,1
5,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:006,Navbahor MFY,1703401006,Navbahor MFY,1273,NAVBAHOR ,4537,1004876,202311040,1
6,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:029,Islomobod MFY,1703401029,Islomobod MFY,1289,ISLOMOBOD,6489,1576644,202834711,2
7,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:020,Taraqqiyot MFY,1703401020,Taraqqiyot MFY,1297,TARAQQIYOT ,2177,190358,202270061,2
8,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:034,Xamkorlik MFY,1703401034,Xamkorlik MFY,1300,HAMKORLIK,8923,1501232,202716224,2
9,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:030,Ishchilar MFY,1703401030,Ishchilar MFY,1290,ISHCHILAR,4929,1071845,202727829,2
10,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:022,Axmad-Yassaviy MFY,1703401022,Axmad-Yassaviy MFY,1284,AHMAD-YASSAVIY,5646,1291753,304954369,2
11,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:049,Ma'rifat MFY,1703401049,Ma'rifat MFY,1314,MAʻRIFAT,8481,2160068,203665050,3
12,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:071,Paxtakor MFY,1703401071,Paxtakor MFY,1335,PAXTAKOR,11122,3674987,202752331,4
13,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:005,Do‘stlik MFY,1703401005,Do‘stlik MFY,1268,DOʻSTLIK,5114,1277579,202720269,1
14,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:027,Sho‘rbuloq MFY,1703401027,Sho‘rbuloq MFY,1301,SHOʻRBULOQ,7542,2382070,206579979,2
15,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:014,Oʻzbekiston MFY,1703401014,Oʻzbekiston MFY,1278,OʻZBEKISTON,7216,2048236,202721820,1
16,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:011,Sanoat MFY,1703401011,Sanoat MFY,1275,SANOAT,8171,2209452,202638052,1
17,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:032,Maorif MFY,1703401032,Maorif MFY,1293,MAORIF,4198,1058097,202766155,2
18,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:064,Dexqonobod MFY,1703401064,Dexqonobod MFY,1327,DEHQONOBOD,6029,1656290,203077538,4
19,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:081,Mustaqillikning 21 yilligi MFY,1703401081,Mustaqillikning 21 yilligi MFY,1330,MUSTAQILLKNING 21 YILLIGI,7976,2067891,207233578,4
20,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:076,Cholpon 100 yiligi MFY,1703401076,Cholpon 100 yiligi MFY,1344,CHOʻLPON 100-YILLIGI,7989,1730592,202638044,4
21,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:028,Guliston MFY,1703401028,Guliston MFY,1288,GULISTON,5106,995694,202742289,2
22,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:010,Pistamozor MFY,1703401010,Pistamozor MFY,1274,PISTAMOZOR,3976,514248,205293213,1
23,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:026,Bo‘ston MFY,1703401026,Bo‘ston MFY,1287,BOʻSTON,5712,1288260,202742408,2
24,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:019,Mash‘al MFY,1703401019,Mash‘al MFY,1294,MASHʻAL,2904,250128,202671931,2
25,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:063,Dalvarzin MFY,1703401063,Dalvarzin MFY,1326,DALVARZIN,9580,2254037,202973319,4
26,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:037,Sadoqat MFY,1703401037,Sadoqat MFY,0,,8178,2733055,0,0
27,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:007,Iqbol MFY,1703401007,Iqbol MFY,0,,3093,504336,0,0
28,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:080,Safoiy MFY,1703401080,Safoiy MFY,1338,SAFOIY,3623,639795,303965814,4
29,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:002,Bog‘i eram MFY,1703401002,Bog‘i eram MFY,1265,BOG'I ERAM,8148,2725758,203089482,1
30,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:044,Yorboshi MFY,1703401044,Yorboshi MFY,1307,YORBOSHI,10772,2974524,202589185,3
31,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:017,Yangi xayot MFY,1703401017,Yangi xayot MFY,0,,7978,1516301,0,0
32,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:003,Bog‘ishamol MFY,1703401003,Bog‘ishamol MFY,1266,BOGʻI-SHAMOL,18123,9001871,202756033,1
33,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:004,Buyuk Ipak yo'li MFY,1703401004,Buyuk Ipak yo'li MFY,1267,BUYUK IPAK YOʻLI,7989,3231696,206847415,1
34,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:033,Mirpo'stin MFY,1703401033,Mirpo'stin MFY,1295,MIRPOʻSTIN,13010,3089979,202671948,2
35,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:082,Sadda MFY,1703401082,Sadda MFY,1336,SADDA,4852,936631,305018050,4
36,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:051,Obod MFY,1703401051,Obod MFY,1315,OBOD,9087,3304942,202681405,3
37,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:079,Sarvontepa MFY,1703401079,Sarvontepa MFY,1337,SARVONTEPA,6222,1166850,305003008,4
38,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:021,Al-Buxoriy MFY,1703401021,Al-Buxoriy MFY,1282,AL-BUHORIY,4399,760257,204810068,2
39,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:070,Ozodlik MFY,1703401070,Ozodlik MFY,1334,OZODLIK,4860,1154806,202589193,4
40,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:069,Namuna MFY,1703401069,Namuna MFY,1333,NAMUNA,2502,322785,202589218,4
41,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:075,Xo‘tanariq MFY,1703401075,Xo‘tanariq MFY,1343,HOʻTAN-ARIQ,3507,594679,202733458,4
42,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:042,Gʻayrat MFY,1703401042,Gʻayrat MFY,1305,GʻAYRAT,4441,668397,202681437,3
43,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:065,Xamdoʻstlik MFY,1703401065,Xamdoʻstlik MFY,1341,XAMDO'STLIK,4585,833650,202589161,4
44,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:059,Bekguzar MFY,1703401059,Bekguzar MFY,0,,8542,2245464,0,0
45,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:025,Bobosadin MFY,1703401025,Bobosadin MFY,1286,BOBOSADIN,3223,496374,202716779,2
46,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:066,Madaniyat MFY,1703401066,Madaniyat MFY,1328,MADANIYAT,6214,970133,202673010,4
47,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:067,Mexnat MFY,1703401067,Mexnat MFY,1329,MEXNAT,7231,1344815,202638582,4
48,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:053,Saxovat MFY,1703401053,Saxovat MFY,1317,SAHOVAT,4397,866223,202742415,3
49,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:036,To‘qqiz ariq MFY,1703401036,To‘qqiz ariq MFY,1299,TOʻQQIZ-ARIQ,4416,918102,202672993,2
50,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:024,Birlashgan MFY,1703401024,Birlashgan MFY,1285,BIRLASHGAN,2480,261706,202737389,2
51,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:054,O`zgarish MFY,1703401054,O`zgarish MFY,1320,OʻZGARISH,3558,529862,202671844,3
52,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:035,Taxtakoʻprik MFY,1703401035,Taxtakoʻprik MFY,1298,TAXTAKOʻPRIK,6430,1444347,202775643,2
53,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:078,Erkin MFY,1703401078,Erkin MFY,1347,ERKIN,3318,431006,202737404,4
54,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:048,Maydonbozor MFY,1703401048,Maydonbozor MFY,1313,MAYDON BOZOR,3367,584034,202729643,3
55,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:056,Shifokor MFY,1703401056,Shifokor MFY,1322,SHIFOKOR,3353,583407,204904923,3
56,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:039,Istiqlol MFY,1703401039,Istiqlol MFY,1309,ISTIQLOL,2714,316856,202737396,3
57,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:062,Z.M.Bobur MFY,1703401062,Z.M.Bobur MFY,0,,3855,622021,0,0
58,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:061,Birlik MFY,1703401061,Birlik MFY,1324,BIRLIK,2547,320527,202679398,4
59,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:050,Xunarmand MFY,1703401050,Xunarmand MFY,0,,3630,510616,0,0
60,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:047,Qalandarxona MFY,1703401047,Qalandarxona MFY,1310,QALANDARXONA,4761,1155019,202291297,3
61,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:038,Yangi turmush MFY,1703401038,Yangi turmush MFY,1302,YANGI TURMUSH,3659,671947,202766187,2
62,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:031,Kengash MFY,1703401031,Kengash MFY,1291,KENGASH,4181,743852,202671955,2
63,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:057,Yaxshi MFY,1703401057,Yaxshi MFY,1323,YAXSHI,12435,2154294,202589479,3
64,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:072,Uyg'urobod MFY,1703401072,Uyg'urobod MFY,1339,UYGʻUROBOD,3011,361433,202589486,4
65,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:060,Sholdirama (10-son) MFY,1703401060,Sholdirama (10-son) MFY,0,,2422,274114,0,0
66,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:068,Navroʻz MFY,1703401068,Navroʻz MFY,1331,NAVROʻZ,4652,939931,201170574,4
67,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:077,Shodlik MFY,1703401077,Shodlik MFY,1345,SHODLIK,4740,1082609,202737412,4
68,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:046,Qayragʻochtagi MFY,1703401046,Qayragʻochtagi MFY,1312,QAYRAGOCHTAGI,9066,2048206,204854124,3
69,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:055,Sog‘lom turmush MFY,1703401055,Sog‘lom turmush MFY,0,,3918,465263,0,0
70,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:058,Buyuk Turon MFY,1703401058,Buyuk Turon MFY,1304,BUYUK TURON,5953,918740,204836636,3
71,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:052,Soy MFY,1703401052,Soy MFY,1319,SOY,6254,1781080,202589178,3
72,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:023,Nishobbo'yi MFY,1703236023,Nishobbo'yi MFY,1250,NISHOBBOʻYI,14805,3870122,203057980,3
73,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:038,Mustaqillikning 27 yilligi MFY,1703236038,Mustaqillikning 27 yilligi MFY,10913,MUSTAQILLIKNING 27-YILLIGI,13247,4659682,207301500,4
74,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:039,Mustaqillikning 30 yilligi MFY,1703236039,Mustaqillikning 30 yilligi MFY,15824,MUSTAQILLIKNING 30-YILLIGI,4497,693875,309161094,4
75,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:018,Ipakchi MFY,1703236018,Ipakchi MFY,1239,IPAKCHI,22286,8324737,203055367,2
76,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:027,Faqirqishloq MFY,1703236027,Faqirqishloq MFY,1253,FAQIR QISHLOQ,22979,15232992,203057958,3
77,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:028,To'raobod MFY,1703236028,To'raobod MFY,1252,TOʻRAOBOD,9861,3816874,203057941,3
78,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:009,Tosh ota MFY,1703236009,Tosh ota MFY,1233,TOSH OTA,52444,64869117,203055422,1
79,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:037,Xidirsha MFY,1703236037,Xidirsha MFY,1262,XIDIRSHA,60756,67863645,203058054,4
80,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:029,Yangi Fargona MFY,1703236029,Yangi Fargona MFY,1256,YANGI FARGʻONA,11380,3535207,203055374,3
81,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:024,Dilkushod MFY,1703236024,Dilkushod MFY,1247,DILKUSHOD,11088,3426415,203055407,3
82,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:026,Quvvatmurod MFY,1703236026,Quvvatmurod MFY,1248,QUVVATMUROD,8258,3017302,203055399,3
83,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:012,Yetmishmergan MFY,1703236012,Yetmishmergan MFY,1238,YETMISHMERGAN,12234,5194870,203058039,2
84,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:034,Qurama MFY,1703236034,Qurama MFY,1259,QURAMA,12932,7775298,203123693,4
85,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:013,Gara guri MFY,1703236013,Gara guri MFY,1237,GARAGURI,10895,4326834,203110401,2
86,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:015,Qorabuloq MFY,1703236015,Qorabuloq MFY,1241,QORABULOQ ,18129,8249364,203058022,2
87,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:033,Mustaxkam MFY,1703236033,Mustaxkam MFY,1260,MUSTAXKAM,11231,5532160,203055454,4
88,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:014,Ko'prikboshi MFY,1703236014,Ko'prikboshi MFY,1240,KOʻPRIKBOSHI,15336,5941909,203058061,2
89,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:016,Uch ko'cha MFY,1703236016,Uch ko'cha MFY,1244,UCH KOʻCHA,16901,7792093,203058046,2
90,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:007,Shahrixonsoy MFY,1703236007,Shahrixonsoy MFY,1235,SHAXRIXONSOY,12159,5165335,203055382,1
91,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:035,Yangi xayot MFY,1703236035,Yangi xayot MFY,1263,YANGI HAYOT,16665,9633915,203055350,4
92,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:036,Sarqamish MFY,1703236036,Sarqamish MFY,1261,SARQAMISH,12809,5118522,203110393,4
93,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:017,Sanoatchilar MFY,1703236017,Sanoatchilar MFY,1242,SANOATCHILAR,13888,8333266,203055414,2
94,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:019,Solpi MFY,1703236019,Solpi MFY,1243,SOLPI,16644,10866782,203150416,2
95,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:006,Bobur MFY,1703236006,Bobur MFY,1228,BOBUR,11985,4273461,203055478,1
96,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:002,Baxrin MFY,1703236002,Baxrin MFY,1226,BAHRIN,5722,1311788,203055446,1
97,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:001,Navoiy MFY,1703236001,Navoiy MFY,1231,NAVOIY,10812,3824710,203058118,1
98,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:031,Andijon MFY,1703236031,Andijon MFY,1257,ANDIJON,8220,3013845,203055439,4
99,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:005,Beshkaram MFY,1703236005,Beshkaram MFY,1227,BESHKARAM,15600,8195350,203135844,1
100,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:004,Uzun ko'cha MFY,1703236004,Uzun ko'cha MFY,1234,UZUN KOʻCHA,3386,630160,203055461,1
101,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:003,Navbaxor MFY,1703236003,Navbaxor MFY,1230,NAVBAHOR,6863,1809283,203058125,1
102,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:032,Jome MFY,1703236032,Jome MFY,1258,JOMEʻ,11031,3477846,203058078,4
103,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:011,Chimbuloq MFY,1703236011,Chimbuloq MFY,1245,CHIMBULOQ,12414,5124728,203058007,2
104,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:008,Yuksalish MFY,1703236008,Yuksalish MFY,1232,YUKSALISH,17243,10435876,203058093,1
105,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:022,Guliston MFY,1703236022,Guliston MFY,1246,GULISTON,14009,6417413,203057965,3
106,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:021,Manak MFY,1703236021,Manak MFY,1249,MANAK,9899,4730851,203057973,3
107,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:014,Anhor MFY,1703408014,Anhor MFY,1360,ANXOR,9613,2876380,202575615,4
108,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:009,Bunyodkor MFY,1703408009,Bunyodkor MFY,1356,BUNYODKOR,7629,1961716,202575630,3
109,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:015,Kampirovvot MFY,1703408015,Kampirovvot MFY,1361,KAMPIRROVOT,28210,22190578,202575608,4
110,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:001,Mehmonobod MFY,1703408001,Mehmonobod MFY,1348,MEHMONOBOD,12709,5160836,207079974,1
111,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:002,Mustaqillik MFY,1703408002,Mustaqillik MFY,1349,MUSTAQILLIK,11083,2981164,202579783,1
112,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:013,Alisher Navoiy MFY,1703408013,Alisher Navoiy MFY,0,,11565,3045236,0,0
113,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:011,Teyit MFY,1703408011,Teyit MFY,1358,TEYIT,9528,3745331,202575590,3
114,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:010,Istiqlol MFY,1703408010,Istiqlol MFY,1357,ISTIQLOL,7536,2686909,202511195,3
115,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:004,Xidirsha MFY,1703408004,Xidirsha MFY,1351,XIDIRSHA,17379,11852055,202579775,1
116,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:006,Xonobod MFY,1703408006,Xonobod MFY,1353,XONOBOD,8410,1463627,202575654,2
117,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:007,Yuksalish MFY,1703408007,Yuksalish MFY,1354,YUKSALISH,9328,3564578,202575647,2
118,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:008,Yangi xayot MFY,1703408008,Yangi xayot MFY,1355,YANGI XAYOT,9123,4014505,207167708,2
119,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:005,A.Fitrat MFY,1703408005,A.Fitrat MFY,1352,A FITRAT,2766,399551,202284455,2
120,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:019,Qashqar MFY,1703210019,Qashqar MFY,674,QASHQAR,33501,29037197,202828235,3
121,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:025,Zarg‘oldoq MFY,1703210025,Zarg‘oldoq MFY,672,ZARGʻALDOQ,18336,7516294,202828314,3
122,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:003,Guliston MFY,1703210003,Guliston MFY,656,GULISTON,9672,3426997,202828092,1
123,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:027,Barlos MFY,1703210027,Barlos MFY,682,BARLOS,18657,9837131,202828084,4
124,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:007,Chaqar MFY,1703210007,Chaqar MFY,662,CHAQAR,19531,9563586,202828149,1
125,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:005,Qumguzar MFY,1703210005,Qumguzar MFY,657,QUMGUZAR,11216,5763153,202828124,1
126,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:006,Farovon MFY,1703210006,Farovon MFY,660,FAROVON,7851,2200880,202995496,1
127,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:002,Xontepa MFY,1703210002,Xontepa MFY,661,XONTEPA,6747,1491455,202861505,1
128,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:001,Toshkechik MFY,1703210001,Toshkechik MFY,659,TOSHKECHIK,8381,1818751,203087114,1
129,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:024,Uchtepa MFY,1703210024,Uchtepa MFY,679,UCHTEPA,22438,10888461,202828339,3
130,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:026,Tinchlik MFY,1703210026,Tinchlik MFY,678,TINCHLIK,10078,3863788,202828322,3
131,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:018,Soxibkor MFY,1703210018,Soxibkor MFY,677,SOXIBKOR,12439,7104495,202828250,3
132,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:015,Nurzamin MFY,1703210015,Nurzamin MFY,0,,12115,3426189,0,0
133,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:020,Sarbontepa MFY,1703210020,Sarbontepa MFY,0,,29636,29533424,0,0
134,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:023,Shirmonbuloq MFY,1703210023,Shirmonbuloq MFY,680,SHIRMONBULOQ,15902,9099616,203006291,3
135,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:022,Qaqir MFY,1703210022,Qaqir MFY,673,QAQIR,17312,17317362,203006309,3
136,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:021,Navoiy MFY,1703210021,Navoiy MFY,675,NAVOIY,11926,6670723,202934373,3
137,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:030,Rivoj MFY,1703210030,Rivoj MFY,689,RIVOJ,12296,6113216,202823091,4
138,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:029,Bozorboshi MFY,1703210029,Bozorboshi MFY,683,BOZORBOSHI,25764,9866929,202823076,4
139,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:028,Soybo‘yi MFY,1703210028,Soybo‘yi MFY,691,SOYBOʻYI,11871,4605422,202823084,4
140,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:016,Baynalminal MFY,1703210016,Baynalminal MFY,664,BAYNALMINAL,16142,13888497,203087098,2
141,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:017,Sharq yulduzi MFY,1703210017,Sharq yulduzi MFY,670,SHARQ YULDUZI,15140,11155200,203087106,2
142,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:012,Qumariq MFY,1703210012,Qumariq MFY,667,QUMARIQ,35534,26069353,202828228,2
143,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:011,Do‘lana MFY,1703210011,Do‘lana MFY,666,DOʻLANA,16085,10850484,203081486,2
144,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:010,BoyMFY,1703210010,BoyMFY,0,,10299,3517087,0,0
145,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:004,M.Ismoiliy MFY,1703210004,M.Ismoiliy MFY,0,,4325,821235,0,0
146,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:014,Uch ko‘cha MFY,1703210014,Uch ko‘cha MFY,669,UCHKOʻCHA,7816,1082419,203094754,2
147,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:013,Shoxguzar MFY,1703210013,Shoxguzar MFY,671,SHOHGUZAR,5455,1147981,202828188,2
148,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:009,Yuksalish MFY,1703210009,Yuksalish MFY,663,YUKSALISH,9247,3670450,203077918,1
149,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:003,Fozilmon MFY,1703408003,Fozilmon MFY,1350,FOZILMON,6471,1461289,202836993,1
150,1703,Andijon viloyati,1703:236,Xo'jaobod tumani,1703:236:030,Fayzobod MFY,1703236030,Fayzobod MFY,1254,FAYZOBOD,24266,14585599,203058133,3
151,1703,Andijon viloyati,1703:408,Xonabod shahar,1703:408:016,Yangi O'zbekiston MFY,1703408016,Yangi O'zbekiston MFY,0,,7442,1701965,0,0
152,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:031,Ko‘prikboshi MFY,1703210031,Ko‘prikboshi MFY,686,KOʻPRIKBOSHI,15510,5410431,202823069,4
153,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:032,Raish MFY,1703210032,Raish MFY,688,RAISH,27119,13659749,202823044,4
154,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:033,Yorboshi MFY,1703210033,Yorboshi MFY,684,YORBOSHI,24107,21241018,202823052,4
155,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:034,Neftchilar MFY,1703210034,Neftchilar MFY,687,NEFTCHILAR,10083,3077347,202861465,4
156,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:036,Istiqlol MFY,1703210036,Istiqlol MFY,685,ISTIQLOL,8627,3107813,202828361,4
157,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:037,Balandchek MFY,1703210037,Balandchek MFY,681,BALANDCHEK,11197,2138889,202828354,4
158,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:035,Sanoat MFY,1703210035,Sanoat MFY,690,SANOAT,19164,12657718,202828385,4
159,1703,Andijon viloyati,1703:210,Buloqboshi tumani,1703:210:008,Buyuk turon MFY,1703210008,Buyuk turon MFY,655,BUYUK TURON,7539,2347211,202934365,1
160,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:049,O‘zbekiston MFY,1703211049,O‘zbekiston MFY,739,OʻZBEKISTON ,23110,10434988,204028066,3
161,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:001,Aqcha MFY,1703211001,Aqcha MFY,692,AQCHA,23647,9070421,204782024,1
