objectid,region_id,region_name,district_id,district_name,countryside_id,countryside_name,countryside_id_cadastre,countryside_name_cadastre,countryside_id_soato,countryside_name_soato,shape_Length,shape_Area,tin,sector
3753,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:001,Do‘stlik MFY,1735223001,Do‘stlik MFY,231,DOʻSTLIK,13799,2978718,203575194,1
3754,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:001,Bahor MFY,1718227001,Bahor MFY,4521,BAXOR,24240,24936656,205176849,1
3755,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:021,Uch tepa MFY,1718227021,Uch tepa MFY,4541,UCH TEPA,19292,11407680,202920218,1
3756,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:065,Qoqsoy MFY,1718227065,Qoqsoy MFY,4586,QOQSOY,33836,49286061,202803773,3
3757,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:076,Xonchorbogʻ MFY,1718227076,Xonchorbogʻ MFY,4597,XONCHORBOG,51149,85142404,202832517,3
3758,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:010,Qarshiobod MFY,1718227010,Qarshiobod MFY,4530,QARSHIOBOD,24327,20613820,202710519,1
3759,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:104,Chandir MFY,1718227104,Chandir MFY,0,,7172,1679554,0,0
3760,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:102,Furqat MFY,1718227102,Furqat MFY,4623,FURQAT,10891,4804445,202832904,4
3761,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:027,Alisher Navoiy MFY,1718227027,Alisher Navoiy MFY,4547,ALISHER NAVOIY,4573,785152,202832983,2
3762,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:045,Turon MFY,1718227045,Turon MFY,4566,TURON,6708,1219984,202832975,2
3763,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:005,Boʻston MFY,1718227005,Boʻston MFY,4525,BOʻSTON,4681,986850,202832896,1
3764,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:054,Amir Temur MFY,1718227054,Amir Temur MFY,4575,AMIR TEMUR,3474,571069,202832944,3
3765,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:070,Sazogʻon MFY,1718227070,Sazogʻon MFY,0,,4306,858533,0,0
3766,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:049,Xovuzak MFY,1718227049,Xovuzak MFY,4570,HOVUZAK,4545,705629,202832951,2
3767,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:071,Samarqand MFY,1718227071,Samarqand MFY,4592,SAMARQAND,5663,1310490,207203495,3
3768,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:023,Sharof Rashidov MFY,1718227023,Sharof Rashidov MFY,4543,SHAROF RASHIDOV,6090,1587834,202832912,1
3769,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:025,Yangiobod MFY,1718227025,Yangiobod MFY,4545,YANGIOBOD,32184,17128656,202832445,1
3770,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:016,Poʻlatchi MFY,1718227016,Poʻlatchi MFY,4536,POʻLATCHI,5045,1510664,202832968,1
3771,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:058,Gumbaz MFY,1718227058,Gumbaz MFY,4579,GUMBAZ,17914,10748606,202832421,3
3772,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:074,To'qboy MFY,1718227074,To'qboy MFY,4595,TOʻQBOY,21647,10902238,202832438,3
3773,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:056,Galatut MFY,1718227056,Galatut MFY,4577,GALATUT,12013,4571718,202832453,3
3774,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:061,Istiqbol MFY,1718227061,Istiqbol MFY,4582,ISTIQBOL,22768,9695055,202832460,3
3775,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:059,Durmonsoy MFY,1718227059,Durmonsoy MFY,4580,DURMANSOY,16379,7875345,207074412,3
3776,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:006,Goʻzalkent MFY,1718227006,Goʻzalkent MFY,4526,GOʻZALKENT,24583,26598217,202652528,1
3777,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:029,Beshbola MFY,1718227029,Beshbola MFY,4549,BESHBOLA,27481,13957609,203122172,2
3778,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:047,Sinchi (Oʻrikzor) MFY,1718227047,Sinchi (Oʻrikzor) MFY,0,,20443,9154067,0,0
3779,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:064,Qatorterak MFY,1718227064,Qatorterak MFY,4585,QATOR TERAK,17136,7898680,202832674,3
3780,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:062,Katta Nayman MFY,1718227062,Katta Nayman MFY,4583,KATTA NAYMAN,22333,8197473,202832604,3
3781,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:063,Kichik Naymancha MFY,1718227063,Kichik Naymancha MFY,4584,KICHIK NAYMANCHA,20518,5967305,202832650,3
3782,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:002,Beklar MFY,1718227002,Beklar MFY,4522,BEKLAR,15321,7951981,202762446,1
3783,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:072,Sanchiqul MFY,1718227072,Sanchiqul MFY,4593,SANCHIQUL,39558,25668445,202832484,3
3784,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:055,Bobur MFY,1718227055,Bobur MFY,4576,BOBUR,13567,7394599,206007652,3
3785,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:073,Temirxoʻja MFY,1718227073,Temirxoʻja MFY,4594,TEMIR XOʻJA,11378,6301930,202832500,3
3786,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:066,Mehnat MFY,1718227066,Mehnat MFY,4587,MEHNAT,13025,8244669,202832477,3
3787,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:078,Eski juma MFY,1718227078,Eski juma MFY,4599,ESKI JUMA,20569,5670607,202832611,3
3788,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:097,Parchaqora MFY,1718227097,Parchaqora MFY,4618,PARCHAQORA,19034,15363122,202832628,4
3789,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:069,Olmazor MFY,1718227069,Olmazor MFY,4590,OLMAZOR,13891,4683842,202832643,3
3790,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:093,Mangʻitobod MFY,1718227093,Mangʻitobod MFY,4614,MANGʻITOBOD,9925,3236897,204112983,4
3791,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:100,Torariq MFY,1718227100,Torariq MFY,4621,TORARIQ,11738,3734775,202464849,4
3792,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:068,Oq mangʻit MFY,1718227068,Oq mangʻit MFY,4589,OQ MANGʻIT,9393,4148711,202832667,3
3793,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:096,Parcha Chandir MFY,1718227096,Parcha Chandir MFY,4617,PARCHA CHANDIR,23235,11206115,202832635,4
3794,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:011,Mustaqillik MFY,1718227011,Mustaqillik MFY,4531,MUSTAQILLIK,13370,6020066,202685914,1
3795,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:015,Paxtakor MFY,1718227015,Paxtakor MFY,4535,PAXTAKOR,31780,27581766,202759194,1
3796,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:013,Oltiqaxramon MFY,1718227013,Oltiqaxramon MFY,4533,OLTI QAXRAMON,13114,8452151,205289604,1
3797,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:012,Navroʻz MFY,1718227012,Navroʻz MFY,4532,NAVROʻZ,16488,7740981,202732783,1
3798,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:018,Tozqoʻlton MFY,1718227018,Tozqoʻlton MFY,4538,TOZQULTON,13554,8155570,207136745,1
3799,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:088,Jaul Qosim MFY,1718227088,Jaul Qosim MFY,4609,JOUL QOSIM,13962,4646668,202832833,4
3800,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:098,Paxtachi MFY,1718227098,Paxtachi MFY,4619,PAXTACHI,8799,2598863,207103485,4
3801,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:105,Esaboy MFY,1718227105,Esaboy MFY,4626,ESABOY,16312,8516919,202832840,4
3802,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:082,Beshnayman MFY,1718227082,Beshnayman MFY,4603,BESH NAYMAN,16010,12720632,202832872,4
3803,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:107,Qoramangʻit MFY,1718227107,Qoramangʻit MFY,15666,QORAMANGʻIT,7946,2257274,207309434,4
3804,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:106,Yuqori Bogʻonali MFY,1718227106,Yuqori Bogʻonali MFY,4627,YUQORI BOGʻONALI,43145,45966846,207132885,4
3805,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:034,Qoragʻuppa MFY,1718227034,Qoragʻuppa MFY,4555,QORAGʻUPPA,18289,8190430,202832406,2
3806,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:086,Gulobod MFY,1718227086,Gulobod MFY,4607,GULOBOD,9370,3710144,207236842,4
3807,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:031,Jagʻalboyli MFY,1718227031,Jagʻalboyli MFY,4551,JAGʻALBOYLI,16590,8243168,202832714,2
3808,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:014,Oshik ota MFY,1718227014,Oshik ota MFY,4534,OSHIQ OTA,41758,32199326,205174645,1
3809,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:004,Boldir MFY,1718227004,Boldir MFY,4524,BOLDIR,20695,17509875,202832414,1
3810,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:075,To'rttom MFY,1718227075,To'rttom MFY,4596,TOʻRTTOM,22735,16534160,202832492,3
3811,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:044,Turkman MFY,1718227044,Turkman MFY,4565,TURKMAN,19643,11332932,202832754,2
3812,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:048,Oʻrta Charxin MFY,1718227048,Oʻrta Charxin MFY,4569,OʻRTA CHARXIN,17586,10066137,202832532,2
3813,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:091,Quyi Dargʻom MFY,1718227091,Quyi Dargʻom MFY,4612,QUYI DARGʻOM,7699,2934071,202832374,4
3814,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:092,Lolazor MFY,1718227092,Lolazor MFY,4613,LOLAZOR,9962,5303470,202832366,4
3815,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:035,Qorovultepa MFY,1718227035,Qorovultepa MFY,4556,QOROVULTEPA,11844,4525315,202832707,2
3816,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:036,Qo'qoni MFY,1718227036,Qo'qoni MFY,4557,QOʻQONI,12069,4692660,202832722,2
3817,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:081,Baxshiboyi MFY,1718227081,Baxshiboyi MFY,4602,BAXSHIBOYI,8508,3850315,202832359,4
3818,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:084,Boltali MFY,1718227084,Boltali MFY,4605,BOLTALI,17751,4409167,202832334,4
3819,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:051,Chortut MFY,1718227051,Chortut MFY,4572,CHORTUT,16189,7416053,202832793,2
3820,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:042,Oq oltin MFY,1718227042,Oq oltin MFY,4563,OQ OLTIN,10301,3542785,202832564,2
3821,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:089,Zangiboyi MFY,1718227089,Zangiboyi MFY,4610,ZANGIBOYI,10026,3191801,202832342,4
3822,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:040,Nayman MFY,1718227040,Nayman MFY,4561,NAYMAN,9463,2052969,202832778,2
3823,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:033,Kamolot MFY,1718227033,Kamolot MFY,4553,KAMOLOT,33957,36095045,202832761,2
3824,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:095,Novchandir MFY,1718227095,Novchandir MFY,4616,NOVCHANDIR,8427,1732583,204597357,4
3825,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:103,Chandirobod MFY,1718227103,Chandirobod MFY,15655,CHANDIROBOD,24202,11072017,207111738,4
3826,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:087,Doʻstlik MFY,1718227087,Doʻstlik MFY,4608,DOʻSTLIK,50685,65672630,205430722,4
3827,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:017,Temiryoʻl MFY,1718227017,Temiryoʻl MFY,4537,TEMIRYOʻL,18954,14063103,207236827,1
3828,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:007,Zormon MFY,1718227007,Zormon MFY,4527,ZORMON,15083,10691916,206946617,1
3829,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:085,Buyuk Turon MFY,1718227085,Buyuk Turon MFY,4606,BUYUK TURON,8296,1686472,202832857,4
3830,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:009,Qo'shquduq MFY,1718227009,Qo'shquduq MFY,4529,QOʻSHQUDUQ,30507,30871937,202710526,1
3831,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:008,Qorasuv MFY,1718227008,Qorasuv MFY,4528,QORASUV,29662,18902764,202920201,1
3832,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:019,Mashʼal (Usku) MFY,1718227019,Mashʼal (Usku) MFY,0,,29038,28641142,0,0
3833,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:026,Yangiravot MFY,1718227026,Yangiravot MFY,4546,YANGIRAVOT,20699,14882703,202715448,1
3834,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:024,Yangi qishloq MFY,1718227024,Yangi qishloq MFY,4544,YANGI QISHLOQ,17820,14939107,202706553,1
3835,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:057,Guliston MFY,1718227057,Guliston MFY,4578,GULISTON,32154,41353049,207236834,3
3836,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:067,Navbahor MFY,1718227067,Navbahor MFY,4588,NAVBAXOR,28400,13270023,203728217,3
3837,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:020,O'tarchi MFY,1718227020,O'tarchi MFY,4540,OʻTARCHI,24876,19040003,202900424,1
3838,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:060,Ilm MFY,1718227060,Ilm MFY,4581,ILM,17795,16654201,202796790,3
3839,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:080,Agʻron MFY,1718227080,Agʻron MFY,4601,AGʻRON,10159,3875644,202832825,4
3840,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:083,Bogʻonali MFY,1718227083,Bogʻonali MFY,4604,BOGʻANALI,10568,2999181,202832818,4
3841,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:090,Iskandari MFY,1718227090,Iskandari MFY,4611,ISKANDARI,15656,4759067,202832381,4
3842,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:052,Shombuloq MFY,1718227052,Shombuloq MFY,4573,SHOMBULOQ,45009,48661192,202832524,2
3843,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:037,Qoʻshchinor MFY,1718227037,Qoʻshchinor MFY,4558,QOʻSH CHINOR,21320,10954835,202832549,2
3844,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:038,Madaniy Yurish MFY,1718227038,Madaniy Yurish MFY,4559,MADANIY YURISH,30446,11976987,202832739,2
3845,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:043,Tinchlik MFY,1718227043,Tinchlik MFY,4564,TINCHLIK,6480,1677628,202832588,2
3846,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:094,Marakanda MFY,1718227094,Marakanda MFY,0,,35942,33791557,0,0
3847,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:032,Imomjon qadimiy yodgorligi MFY,1718227032,Imomjon qadimiy yodgorligi MFY,4552,IMOMJON QADIMIY YODGORLIGI,18339,10782155,205789909,2
3848,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:099,Ravot MFY,1718227099,Ravot MFY,4620,RAVOT,8585,2440648,202832398,4
3849,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:046,Mirzo Ulugʻbek MFY,1718227046,Mirzo Ulugʻbek MFY,4567,MIRZO ULUGʻBEK,9391,2126434,202832571,2
3850,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:030,Gulakandoz MFY,1718227030,Gulakandoz MFY,4550,GULAKANDOZ,10113,2578054,202832595,2
3851,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:050,Charxin MFY,1718227050,Charxin MFY,4571,CHARXIN,7383,2556963,202832556,2
3852,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:039,Mirzatup MFY,1718227039,Mirzatup MFY,4560,MIRZATUT,13495,2360284,202832801,2
3853,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:053,Yangi sanoat MFY,1718227053,Yangi sanoat MFY,4574,YANGI SANOAT,12747,5424808,202832746,2
3854,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:022,Chimboy MFY,1718227022,Chimboy MFY,4542,CHIMBOY,36473,31749514,202702718,1
3855,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:003,Bogʻishamol MFY,1718227003,Bogʻishamol MFY,4523,BOGʻISHAMOL,29090,38631980,205825958,1
3856,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:077,Elbek MFY,1718227077,Elbek MFY,4598,ELBEK,75753,75441809,203655356,3
3857,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:079,Yangi avlod MFY,1718227079,Yangi avlod MFY,4600,YANGI AVLOD,63800,111037872,204882572,3
3858,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:048,Bazirgan MFY,1735223048,Bazirgan MFY,15903,BAZIRGAN,90187,137133836,310220734,2
3859,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:042,Miskin MFY,1735223042,Miskin MFY,15889,MISKIN,108254,375677004,310183550,3
3860,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:038,Ziyokor MFY,1735223038,Ziyokor MFY,15894,ZIYOKOR,29552,32125534,310207606,1
3861,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:006,Xalqlar do‘stligi MFY,1735228006,Xalqlar do‘stligi MFY,207,HALQLAR DOSLIGʻI,5433,1420998,202676964,4
3862,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:008,Aydinjo‘l MFY,1735228008,Aydinjo‘l MFY,199,AYDINJOL,14737,4995334,202426958,2
3863,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:012,Keneges OFY,1735228012,Keneges OFY,201,KENEGES,47586,72939491,202780052,2
3864,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:001,Abatmakon MFY,1735228001,Abatmakon MFY,0,,9860,2861310,0,0
3865,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:004,Shamshiroq MFY,1735228004,Shamshiroq MFY,205,SHAMSHIRAQ,5140,1457871,201832217,3
3866,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:005,Do‘stlik MFY,1735228005,Do‘stlik MFY,0,,9841,4780686,0,0
3867,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:014,Yangi makon OFY,1735228014,Yangi makon OFY,15892,YANGI MAKON,38719,80280798,310201242,1
3868,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:011,Naymanko‘l OFY,1735228011,Naymanko‘l OFY,196,NAYMANKUL,29304,35241125,202800929,1
3869,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:002,Jayxun MFY,1735228002,Jayxun MFY,10628,JAYHUN,23481,19714703,201832192,4
3870,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:009,Markaziy MFY,1735228009,Markaziy MFY,0,,8174,3565368,0,0
3871,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:010,Nurli kelajak MFY,1735228010,Nurli kelajak MFY,197,NURLI KELESHEK,10818,4429297,204759992,1
3872,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:003,Taxiatosh MFY,1735228003,Taxiatosh MFY,202,TAXIATOSH,9543,3454524,201832200,2
3873,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:007,Qusshilik MFY,1735228007,Qusshilik MFY,203,QUSSHILIQ,19003,5997754,202779534,3
3874,1735,Qoraqolpog'iston Respublikasi,1735:228,Taxiatosh tumani,1735:228:013,Saroyko‘l OFY,1735228013,Saroyko‘l OFY,0,,60265,104192550,0,0
3875,1735,Qoraqolpog'iston Respublikasi,1735:250,Ellikqal'a tumani,1735:250:028,Ellikqalʼa OFY,1735250028,Ellikqalʼa OFY,363,ELLIKQALʻA,106228,153186133,203093692,4
3876,1735,Qoraqolpog'iston Respublikasi,1735:250,Ellikqal'a tumani,1735:250:039,To'rt devor MFY,1735250039,To'rt devor MFY,15901,TOʻRT DEVOR,21960,19553918,310219488,3
3877,1735,Qoraqolpog'iston Respublikasi,1735:250,Ellikqal'a tumani,1735:250:040,Barhayot MFY,1735250040,Barhayot MFY,15908,BARHAYOT,33180,38664264,310231292,3
3878,1735,Qoraqolpog'iston Respublikasi,1735:250,Ellikqal'a tumani,1735:250:038,Burgutqal'a MFY,1735250038,Burgutqal'a MFY,15902,BURGUTQALʻA,24705,19357676,310219495,1
3879,1735,Qoraqolpog'iston Respublikasi,1735:236,Xo‘jayli tumani,1735:236:027,Sabik MFY,1735236027,Sabik MFY,15890,SÁBIK,13051,3803160,310198319,2
3880,1735,Qoraqolpog'iston Respublikasi,1735:236,Xo‘jayli tumani,1735:236:028,Bag'manli OFY,1735236028,Bag'manli OFY,15891,BAǴMAN,59860,70935065,310198563,4
3881,1735,Qoraqolpog'iston Respublikasi,1735:401,Nukus shahar,1735:401:065,Jasil bag' MFY,1735401065,Jasil bag' MFY,15562,JASÍL BAǴ,14845,8374962,310222730,2
3882,1735,Qoraqolpog'iston Respublikasi,1735:401,Nukus shahar,1735:401:066,Jan'a zaman MFY,1735401066,Jan'a zaman MFY,15572,JAN`A ZAMAN,10203,1769864,310218552,3
3883,1735,Qoraqolpog'iston Respublikasi,1735:401,Nukus shahar,1735:401:067,Nurli bostan MFY,1735401067,Nurli bostan MFY,15571,NURLÍ BOSTAN,13523,7280092,310216215,1
3884,1735,Qoraqolpog'iston Respublikasi,1735:401,Nukus shahar,1735:401:069,Jas a'wlad MFY,1735401069,Jas a'wlad MFY,15567,JAS ÁWLAD,2902,444944,310216760,4
3885,1735,Qoraqolpog'iston Respublikasi,1735:225,Nukus tumani,1735:225:013,Ulgili makan OFY,1735225013,Ulgili makan OFY,15575,ÚLGILI MÁKAN,16103,8158897,310207297,1
3886,1735,Qoraqolpog'iston Respublikasi,1735:225,Nukus tumani,1735:225:012,Diyxan arna MFY,1735225012,Diyxan arna MFY,15576,DIYXAN ARNA,29408,28106768,310207241,1
3887,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:039,Yashnaobod QFY,1735223039,Yashnaobod QFY,0,,28347,14411700,0,0
3888,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:040,Nurliyo'l MFY,1735223040,Nurliyo'l MFY,0,,15537,8632755,0,0
3889,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:041,Yakkatol MFY,1735223041,Yakkatol MFY,15907,YAKKATOL,15364,5010067,310224808,4
3890,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:043,Tozabuzyop MFY,1735223043,Tozabuzyop MFY,0,,19622,16795637,0,0
3891,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:044,Yaxtilik MFY,1735223044,Yaxtilik MFY,15897,YAXTILIK,28397,41052967,310212015,2
3892,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:045,Turkman ko'li MFY,1735223045,Turkman ko'li MFY,15896,TURKMAN KOʻLI,29144,30932587,310209935,4
3893,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:046,Yangi hayot MFY,1735223046,Yangi hayot MFY,15906,YANGI HAYOT,35154,32855500,310223950,1
3894,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:047,Nurota MFY,1735223047,Nurota MFY,15899,NURATA,20435,17546557,310217854,3
3895,1735,Qoraqolpog'iston Respublikasi,1735:233,To‘rtko‘l tumani,1735:233:049,Bahor MFY,1735223049,Bahor MFY,15905,BAHOR,21092,13270004,310221234,1
3896,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:101,Turt aygʻir MFY,1718227101,Turt aygʻir MFY,4622,TOʻRT AYGʻIR,8216,2072811,202832889,4
3897,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:028,Balxiyon MFY,1718227028,Balxiyon MFY,4548,BALXIYON,8953,2785166,202832785,2
3898,1718,Samarqand viloyati,1718:227,Pastdarg'om tumani,1718:227:041,Qozoq Nayman (Namozgoh) MFY,1718227041,Qozoq Nayman (Namozgoh) MFY,15650,QOZOQ NAYMAN,5751,920797,204999917,2
4018,1718,Samarqand viloyati,1718:238,Toyloq tuman,1718:238:026,Adas MFY,1718238026,Adas MFY,4930,ADAS,20256,13634460,202844708,3
4019,1718,Samarqand viloyati,1718:238,Toyloq tuman,1718:238:014,Beklar MFY,1718238014,Beklar MFY,4918,BEKLAR,7445,1584505,202844636,2
4020,1718,Samarqand viloyati,1718:238,Toyloq tuman,1718:238:015,Birlik MFY,1718238015,Birlik MFY,4919,BIRLIK,7916,3300084,202859814,2
4021,1718,Samarqand viloyati,1718:238,Toyloq tuman,1718:238:001,Bogʻizogʻon MFY,1718238001,Bogʻizogʻon MFY,4905,BOGʻIZAGʻON,11511,4089824,202854394,1
