tin,name,countryside_id,sector,district_id
202935253,MADENIYAT,324,4,1735243
202673485,YANGIOBOD,3629,3,1714224
202675997,PORLOQ,3625,3,1714224
202678114,BAXT,3614,3,1714224
202704556,GULISTON,3615,3,1714224
202673343,YORTEPA,3616,3,1714224
202681849,KICHIK QOʻRGʻONCHA,3618,3,1714224
202676085,KUJRON,3619,3,1714224
202675980,KUYMOZOR,3620,3,1714224
202676046,OLCHIN,3642,4,1714224
202673422,SAROY,3643,4,1714224
202675941,BOGʻISHAMOL,3631,4,1714224
202675934,DUKAT,3634,4,1714224
202675894,SHOVON,3650,4,1714224
202675926,OʻRTAQISHLOQ,3648,4,1714224
202673328,OʻZBEKISTON,3647,4,1714224
202675919,TEMIRQISHLOQ,3645,4,1714224
202676039,MAJNUNTOL,3640,4,1714224
205167305,ILGALDI,8435,4,1733212
206985925,IJTIMOIYAT,8646,1,1733230
204793913,SHIRIN,2558,3,1710233
202673224,BAHORISTON,2549,3,1710233
207001390,GULOBOD,2550,3,1710233
206164166,TINCHLIK,2553,3,1710233
205598354,ISTIQLOL,2564,4,1710233
200701775,GULISTON,2563,4,1710233
203103630,SHODLIK,2567,4,1710233
207187270,YAHGI XAYOT,2839,1,1710250
200710804,CHAYDARI,2837,1,1710250
206850484,PAXTAKOR,2833,1,1710250
202668284,OBOD,2832,1,1710250
202668300,JIYDA,2829,1,1710250
203038839,SOVUQBULOQ,2850,2,1710250
305062078,FAROVONLIK,2852,2,1710250
203039970,XOʻJAILGʻOR,2853,2,1710250
203023651,CHIMQOʻRGʻON,2847,2,1710250
207180771,ISTIQLOL,2846,2,1710250
202668221,JAMBUL,2844,2,1710250
202922776,SAXOVAT,5932,1,1724206
304965624,XOʻJA,6294,1,1727224
304965268,BOYTERAK,6293,1,1727224
303199708,QORABOY,6292,1,1727224
303365778,GULOBOD,6290,1,1727224
202941999,DAXANA,6298,1,1727224
303485139,S.RAXIMOV,6307,2,1727224
303209391,XOʻJAKENT,6308,2,1727224
303210528,XUMSON,6311,2,1727224
202997969,BOʻSTON,6313,2,1727224
303267733,KICHIKSOY,6302,2,1727224
303209660,TOVOQSOY,6318,3,1727224
303187793,TOLEBI,6320,3,1727224
303187801,BUNYODKOR,6321,3,1727224
207187381,MAST,8428,3,1733212
207181328,AYRONKOʻL,8427,3,1733212
207187739,YOVGʻUR,8426,3,1733212
207108351,MADANIYAT,8423,3,1733212
204785273,YANGILIK,8420,3,1733212
207240712,AMIRQUM,8431,4,1733212
207250344,BEKOBOD,8443,4,1733212
207189158,DOʻSTLIK,8442,4,1733212
206818474,BOGʻZOR,8440,4,1733212
207187058,YOSHLIK,8439,4,1733212
205319842,BOʻRLOQ,8432,4,1733212
303910179,CHORSHANBA,2724,2,1710242
302778074,MAʻNAVIYAT,5962,2,1724212
202890264,IJODKOR,5961,2,1724212
202832532,OʻRTA CHARXIN,4569,2,1718227
202832793,CHORTUT,4572,2,1718227
202832524,SHOMBULOQ,4573,2,1718227
203122172,BESHBOLA,4549,2,1718227
202832595,GULAKANDOZ,4550,2,1718227
204882572,YANGI AVLOD,4600,3,1718227
202832643,OLMAZOR,4590,3,1718227
206007652,BOBUR,4576,3,1718227
202832453,GALATUT,4577,3,1718227
202832421,GUMBAZ,4579,3,1718227
202832667,OQ MANGʻIT,4589,3,1718227
203091309,QOʻSHRABOT,4377,3,1718216
203091119,QOʻRALOS,10657,4,1718216
203411328,BOYPOʻRISHLI,10651,4,1718216
203313464,BOSHCHOʻROSH,4457,1,1718224
202956171,OQTOSH,4465,1,1718224
203564350,CHUVALANCHI,7411,3,1730209
203564335,QAXAT,7413,3,1730209
200158944,ZAFAROBOD,7435,4,1730209
203564367,OʻZBEKISTON,7425,4,1730209
202872024,CHINIGARON,7681,1,1730224
202706656,NISBAT,10307,4,1718215
202702986,SEBUSTON,4351,4,1718215
202724040,GʻARB MACHIT,5163,1,1718406
202724033,CHORDARA,5172,1,1718406
305256943,BARKAMOL AVLOD,2582,2,1710234
202773599,TINCHLIK,7083,4,1727404
202773622,OLMALIQOVUL,7085,4,1727404
202773804,KAMALAK,7089,4,1727404
202912488,SAYHUN,7148,1,1727413
202903094,BIRDAMLIK,7153,2,1727413
202915293,SIRDARYO,7159,2,1727413
207191917,NUROBOD,6685,3,1727249
205599456,MARKAZIY,6700,4,1727249
207142858,GULISTON,6701,4,1727249
207146718,CHIMQOʻRGʻON,6720,1,1727250
202926826,MOʻMINOBOD,10464,2,1727250
202934974,NAVOIY,6726,3,1727250
207147684,ZOMINOVUL ,6731,3,1727250
203841884,KOʻRPASOY,2028,4,1708212
202863351,Gʻ.GʻULOM,2049,1,1708218
202863336,XALQOBOD,2055,1,1708218
202873047,BESHKUBI,2057,2,1708218
202770018,BESHKAPA,3391,1,1714212
202770215,URGANJI,3403,1,1714212
202770151,QIRGʻIZQOʻRGʻON,3396,1,1714212
202770380,QORAKOʻL,3397,1,1714212
202770247,XONOBOD,3418,2,1714212
202770365,YANGIYOʻL,3419,2,1714212
202770072,NAʻMUNA,3413,2,1714212
202770064,QOʻSHCHINOR,3410,2,1714212
202770397,QORATEPA,3408,2,1714212
202770509,YASHNAOBOD,3407,2,1714212
202770484,GʻAYRAT,3420,3,1714212
202770334,ESHOBOD,3430,3,1714212
202770286,SHERBULOQ,3427,4,1714367
202770279,SHAMSIKOʻL,3426,3,1714212
202770491,QURAMA,3424,3,1714212
202770476,QUMQOʻRGʻON,3423,3,1714212
202770136,KAYKOVUS,3421,3,1714212
202919374,NOVQA,1935,1,1708204
202927437,MUSTAQILLIK,1934,1,1708204
202924307,MOʻGʻOL,1933,1,1708204
206839986,GʻALLAKON,1932,1,1708204
205010739,KOʻNAZEY,8403,1,1733212
207185883,OLTIN VOHA,8410,2,1733212
202948782,ABU ABDULLO RUDAKIY,9430,4,1718401
202890478,USMON YUSUPOV,5975,3,1724212
202890525,YANGI BOʻSTON,5976,3,1724212
202890295,MADANIYAT,5971,3,1724212
202890493,A.TEMUR,5967,3,1724212
202890501,S.AYNIY,5973,3,1724212
202890422,OLMAZOR,5981,4,1724212
202905321,NURLI YOʻL,5985,1,1724216
202905234,FAROVON,5988,1,1724216
202905163,NUROBOD,5990,2,1724216
202905345,PAXTAOBOD,5992,2,1724216
202905424,PAXTAKON,5995,3,1724216
202905069,SHODLIK,5998,3,1724216
202905377,SINTOB,5996,3,1724216
202905109,OʻRIKZOR,6001,4,1724216
202905076,GULISTON,5999,4,1724216
309511948,ZAFAROBOD,2275,3,1710212
202838373,YUKSALISH,9726,1,1714365
202577690,DAVLATOBOD,9710,3,1714365
202770112,IRVADON,3976,2,1714365
202770358,YUQORI ROVUSTON,9728,2,1714365
201931402,TOʻQUVCHI,9719,2,1714365
202650965,MAʻNAVIYAT,9767,2,1714367
202823504,GULISTON,9750,2,1714367
203045807,JAYCHI,2843,2,1710250
305061862,CHINOBOD,2869,3,1710250
302870697,GULISTON,2855,3,1710250
205856895,XOʻJAKI,2682,4,1710237
207236454,CHUQURQISHLOQ,2304,1,1710220
201575821,CHIM,2303,1,1710220
203317324,UZUN,2302,1,1710220
207168279,SARBAZOR,2301,1,1710220
201575727,RAVOT,2299,1,1710220
203216933,PAXTAOBOD,2298,1,1710220
203370300,QUSHKAPA,2295,1,1710220
203291519,BOBURTEPA,2291,1,1710220
203204473,QISHLIQ,2297,1,1710220
203291541,QOVCHIN,2311,2,1710220
203291526,QIZILQISHLOQ,2310,2,1710220
201575781,TOʻQBOY,2315,2,1710220
206935155,BOYBURI,2308,2,1710220
206743054,SAMARQAND,2314,2,1710220
207204716,QORASUV,2313,2,1710220
206433281,OʻRTADARA,2329,3,1710220
203295662,MAYDA,2325,3,1710220
203295694,GʻISHTLI,2320,3,1710220
202678558,CHOʻLOBOD,6379,4,1727228
306523278,YANGI OBOD,9613,1,1727401
306239124,YOSHLIK ,9614,1,1727401
207059682,DEHQONOBOD,9603,1,1727401
306232102,DEGANTEPA ,9600,1,1727401
207127621,QUMARIQ,7034,2,1727401
202849827,NAVROʻZ,7035,2,1727401
201549536,MUQUMIY,7037,2,1727401
202891784,TOʻYTEPA,9628,2,1727401
207104634,CHIGʻIRIQ,7041,3,1727401
306259337,TARRAQIYOT,9648,3,1727401
202899741,BOBUR,9653,4,1727401
203158658,OBOD,9655,4,1727401
203119816,EVALAK,9660,4,1727401
202767502,MAXMUDXOʻJA BEHBUDIY,7056,1,1727404
202767479,SAXOVAT,7049,1,1727404
202773829,MIRZO ULUGʻBEK,7048,1,1727404
202773772,BOʻSTON,7061,2,1727404
202767494,OYDIN,7063,2,1727404
202773868,KIMYOGAR,7058,2,1727404
207185567,NAVBAXOR,6487,4,1727237
202893505,ITTIFOQ,6554,3,1727239
202916782,ISTIQLOL,6556,3,1727239
202921833,TIMOFEY GRIGOREVICH XVAN,6550,3,1727239
202893465,NAVROʻZ,6564,4,1727239
204956621,BALIQCHI,6561,4,1727239
202923521,BIRLIK,6560,4,1727239
202923506,YOSHLIK,6558,4,1727239
204764093,NOVDAK ,6668,1,1727249
207153306,YANGIOBOD,6665,1,1727249
207142343,SHAMPAN,6655,1,1727249
202938368,BOʻRSILIQ,6663,1,1727249
207154644,CHINORLI ,6662,1,1727249
204764140,ULUGʻBEK,6660,1,1727249
207154755,CHASHMA,6659,1,1727249
202938264,NAVROʻZ,6673,1,1727249
202938375,BULOQBOSHI,6672,1,1727249
304663407,YASHNOBOD,6676,2,1727249
202938289,GULBOGʻ,6680,2,1727249
202938272,SURXI,6679,2,1727249
207142564,QAYILMA,6675,2,1727249
202386724,ATANGAN GUZAR,9747,4,1714367
202132066,ISHONCH,9748,4,1714367
202777141,GʻUNCHA,9753,2,1714401
202707813,IFTIXOR,3506,1,1714219
207225895,DEHQONOBOD,8321,2,1733204
207225911,OʻZGARISH,8320,2,1733204
207226435,NAYMAN,8323,3,1733204
207226134,OQ OLTIN,8322,3,1733204
207226467,NAVROʻZ,8330,3,1733204
205245342,NURAFSHON,8335,4,1733204
207225928,NURLI MASKAN,8340,4,1733204
207227552,SOHIBKOR,8338,4,1733204
205245359,GULSHAN,8341,4,1733204
206628426,KARVAK,8511,1,1733220
205549454,GʻOFUR GʻULOM,8510,1,1733220
204356774,ALOQALI KOʻL,8505,1,1733220
305569481,QIRTEPA,9817,1,1733220
305523864,YUQORI-SHOVAT,9823,1,1733220
204354270,BOGʻIERAM,8533,2,1733220
202948711,SUGʻDIYONA,10359,3,1718401
202952906,ISTIQLOL,10591,3,1718401
202914080,TEPAGUZAR,9107,1,1726280
202887528,HAZRATI IMOM,10773,2,1726280
202921359,CHILTOʻGʻON,9123,2,1726280
202908894,GʻANI AʻZAMOV,9127,2,1726280
202850985,GULSAROY,9133,2,1726280
202895035,KATTA YALANGʻOCHOTA,9006,4,1726269
202586712,DONISHMAND,9288,1,1726290
202586704,YANGI NUR,9296,1,1726290
202694214,GULSANAM,8964,1,1726269
202650063,SADIY SHEROZIY,5712,4,1722217
202649972,NURBULOQ,5711,4,1722217
202650055,M.ULUG'BEK,5709,4,1722217
202649957,BUYUK KELAJAK,5706,4,1722217
202650070,AYROPORT,5705,4,1722217
202650024,SHAXRIOBOD,10525,4,1722217
202286444,AFSONA,600,3,1703206
202286064,ISLOMOBOD,597,3,1703206
202286524,SHOʻR,629,4,1703206
206985839,FAROVON,627,4,1703206
202286555,TOʻDA,624,4,1703206
202286469,OMONARIQ,621,4,1703206
202286509,NURAFSHON,620,4,1703206
202286548,QIYALI,618,4,1703206
202790104,MAYDON,3233,4,1712251
202790174,LANGAR,3232,4,1712251
305210644,QOʻRGʻONTEPA,3230,4,1712251
203826751,DARDOQTEPA,925,3,1703220
203819830,TURON ZAMIN,943,3,1703220
203819926,TOʻRACHEK,942,3,1703220
203819862,SUTKON,941,3,1703220
203819941,DOʻSTLIK,927,3,1703220
203819919,OZOD,939,3,1703220
203819886,NAMUNA,936,3,1703220
200277100,USTOZ,953,4,1703220
200277124,NURLI YOGʻDU,951,4,1703220
205553854,MUSTAQILLIK,10745,2,1703220
200277243,GULISTON,947,4,1703220
204340954,YANGI XAYOT,958,4,1703220
200277149,SHAHRIXONSOY,955,4,1703220
204787373,MARKAZ,1092,1,1703230
203090032,NAYMAN,1093,1,1703230
203099296,POLOSON,1096,1,1703230
203089941,YUZLAR,1102,1,1703230
206112333,SHOKIRBOY,1101,1,1703230
205950369,SHAYDO,1100,1,1703230
203103504,ANDAJON,1083,1,1703230
202832722,QOʻQONI,4557,2,1718227
202832983,ALISHER NAVOIY,4547,2,1718227
202693722,BIRLIK,9436,4,1718401
202832549,QOʻSH CHINOR,4558,2,1718227
202832739,MADANIY YURISH,4559,2,1718227
202832801,MIRZATUT,4560,2,1718227
202832778,NAYMAN,4561,2,1718227
202832754,TURKMAN,4565,2,1718227
202832975,TURON,4566,2,1718227
202832682,SINCHI,4568,2,1718227
203882043,SHAKARQAMISH,5238,3,1722201
207326604,YANGI HAYOT,10979,1,1726292
207326628,MARHAMAT,10983,3,1726292
207326595,YANGI TURMUSH,10984,3,1726292
202501406,EKRAZ,5239,3,1722201
202511630,DOʻGʻOBA,5223,3,1722201
204029895,NURAFSHON,5224,3,1722201
202712451,IPOQ,5226,3,1722201
202712468,MARMUN,5227,3,1722201
202712490,UZUMZOR,5235,3,1722201
204031404,OBSHIR,5230,3,1722201
202493339,OLMAZOR,5232,3,1722201
202491641,YAKKATUT,5240,3,1722201
202694981,QUMPAYKAL,5246,4,1722201
203954317,OBOD VAXSHIVOR,5243,4,1722201
202712547,ZARDAQUL,5244,4,1722201
203531154,QOʻSHARCHA,5247,4,1722201
202504805,CHINOR,5250,4,1722201
207310861,SOHIBKOR,10756,4,1722201
202649728,SHABNAM,5672,1,1722217
202709217,DASHTIGʻOZ,5291,1,1722204
202671314,DUOBA,5293,1,1722204
203671338,INKABOD,5294,1,1722204
202671401,SHIRINOBOD,5307,2,1722204
202671250,BOSHRABOT,5300,2,1722204
202671378,KOʻCHKAK,5302,2,1722204
202671282,AVLOD,5303,2,1722204
205205691,TOʻDA,5305,2,1722204
202659841,DARBAND,5308,3,1722204
202671361,XOʻJABULGʻON,5316,3,1722204
202671418,SAYROB,5312,3,1722204
202671228,MUNCHOQ,5311,3,1722204
203653399,QIZILNAVR,5310,3,1722204
202659858,SHOʻRSOY,5328,4,1722204
202659865,TOGʻCHI,5325,4,1722204
202671307,POYGABOSHI,5324,4,1722204
202671425,KOSIBLAR,5321,4,1722204
202799099,BOYQISHLOQ,5801,1,1722223
202649624,GULOBOD,5660,1,1722217
202948649,TEMIRYOʻLCHILAR,9464,4,1718401
202922966,NAVBAHOR,10953,1,1724401
202708068,CHOSH,10926,1,1722217
202659153,GUMBAZ,3667,2,1714229
202661604,ISTIQLOL,3670,2,1714229
202659114,MIRZAROVOT,3673,2,1714229
202659224,QUMTEPA,3684,3,1714229
202659288,BOʻSTON,3680,3,1714229
202814411,KOʻKBULOQ,1981,4,1708209
200340592,ISTIQLOL,2160,4,1708235
202639074,ITTIFOQ,2181,1,1708401
207015286,BUNYODKOR,2178,1,1708401
202638890,TINCHLIK,10059,2,1708401
202638908,OLMAZOR,10076,3,1708401
202858222,BINOKAR,8896,4,1726292
306630604,YANGI  CHOSHTEPA,9838,1,1726292
303859605,VIQOR,9182,2,1726292
202845594,DOʻSTLIK,9185,2,1726292
304226180,SUGʻDIYONA,9186,3,1726283
202966856,NILUFAR,9190,3,1726283
202971684,QIPCHOQ,9193,3,1726283
305052651,YOSHLIK,6323,3,1727224
303267757,KOʻK TOʻNLI,6324,3,1727224
202926675,ISTIQLOL,6314,3,1727224
305052865,T DADABOYEV,6333,4,1727224
305052596,CHIMGAN,6339,4,1727224
204356750,ISTIQLOL,8536,2,1733220
202911798,M.M.XORAZMIY,6450,2,1727237
202911806,XARAKAT,6449,2,1727237
202911814,QIRGUZAR,6447,2,1727237
202911821,AXILOBOD,6446,2,1727237
207012038,QUMBIZ AWIL,422,4,1735401
206853044,BOʻSTON,6471,3,1727237
204551644,ISTIQLOL,6474,3,1727237
308674904,FAYZLI,6482,4,1726292
202912259,IBRAT,6501,4,1727237
202911924,ALIMBUVA,6495,4,1727237
202911988,BOGʻISHAMOL,6494,4,1727237
202911884,ILGʻOR,6492,4,1727237
207205026,SHODLIK,6491,4,1727237
202911480,MADANIYAT,6489,4,1727237
202715677,OBOD,3641,4,1714224
202707726,ABDULLA QAHHOR,3501,1,1714219
202707765,A.NAVOIY,3502,1,1714219
305644832,OQ MAYDON,9813,2,1733220
202770096,NAVQIRON,3437,4,1714212
202770168,PAST QIYOT,3438,4,1714212
202770175,TEPA QIYOT,3439,4,1714212
202802008,PORLOQ,9718,3,1714365
202770230,OʻRTA ROVUSTON,9722,2,1714365
202770223,OʻRTA GʻIRVON,9721,3,1714365
202514967,XONOBOD,8412,2,1733212
207185868,DURDONA,8411,2,1733212
207187041,ZARBDOR,8413,2,1733212
205327667,QORAMON,8414,2,1733212
204165696,NEZAXOS,8404,2,1733212
202660312,KENAGAS,8408,2,1733212
207108344,IQBOL,8418,3,1733212
202293286,AHMAD YASSAVIY,909,2,1703220
203819783,KOʻNCHILIK,914,2,1703220
202293279,MIRZO ULUGʻBEK,915,2,1703220
206954274,MUSTAQILLIKNING 15 YILLIGI,917,2,1703220
203819808,SOHIBQIRON,919,2,1703220
203826704,NAVOIY,934,3,1703220
202910696,YUQORI,10484,1,1703232
205514861,BOBUR,10493,1,1703232
202855203,GULISTON,4883,4,1718236
202830504,SHODLIK,4882,4,1718236
202830488,BOGʻISHAMOL,4881,4,1718236
202657813,CHORRAHA,4901,4,1718236
202839467,KUMUSHKENT,10297,1,1718203
202842339,PICHOQCHI,4096,1,1718203
202846238,YANGIOBOD,4098,1,1718203
202854480,OQDARYO,4095,1,1718203
202839561,DAHBED,4102,2,1718203
202839450,PAXTAOBOD,4105,2,1718203
207295518,TARAQQIYOT,6,2,1718203
202842274,GALARAVOT,4110,3,1718203
202839578,LOYISH,4111,3,1718203
202839585,OʻZBEKISTON,4115,3,1718203
202854434,YANGIQISHLOQ,4116,3,1718203
202842307,YANGIHAYOT,4118,3,1718203
202842250,A.TEMUR,4108,3,1718203
202860601,TEMIRAK,4125,4,1718203
202839546,AVAZALI,4119,4,1718203
202829566,BOʻDANA,4130,1,1718206
207136928,YANGIQOʻRGʻON,4144,1,1718206
202829756,CHANGAL-1,4142,1,1718206
202578950,XUVAYDO,8102,2,1730401
202578967,MURUVVAT,8103,2,1730401
202578935,KIMYOGAR,8104,2,1730401
202578982,YULDUZ,8115,2,1730401
202821578,38-SOVURBULOQ,8106,2,1730401
206735816,BESHTA,10804,2,1733220
305570790,SHIRIN QUDUQ,9815,2,1733220
305527099,ZEHNLI,9816,2,1733220
202770144,KATTA TOSHBULOQ,3432,4,1714212
202769974,CHORBOGʻ,3442,4,1714212
202769981,KICHIK QURAMA,3433,4,1714212
202770254,IBRAT,10815,4,1714212
202673478,YELXON,3601,1,1714365
202673374,BIRLASHGAN,3600,2,1714224
202670538,IBRAT,3604,2,1714224
203345385,CHANGIR,3207,2,1712251
202740609,MIYONQOL,3202,2,1712251
202740687,YANGIRABOD,3208,2,1712251
202740576,SAROY,3205,2,1712251
202986626,MUSTAQILLIK,3203,2,1712251
204563597,BINOKOR,3210,3,1712251
202740663,JALOYIR,3216,3,1712251
203459038,FIDOKOR,3224,3,1712251
203654326,OLMAZOR,3222,3,1712251
202391268,YANGI XAYOT,5360,3,1722207
202285027,ORIYAT,5355,3,1722207
202349769,NURLI HAYOT,5354,3,1722207
202731136,YOʻLCHI,5352,3,1722207
202273327,YANGI YER,5359,3,1722207
202391236,DARBAND,5351,3,1722207
202310184,YANGI DIYOR,5358,3,1722207
202687032,SHAFFOF,5356,3,1722207
202445325,FAYZIOBOD,5364,4,1722207
202760149,CHEGARACHI,5365,4,1722207
202445333,BOGʻI ERAM,5361,4,1722207
202673897,CHINOR,5761,1,1722221
202666010,OQ OSTONA,5757,1,1722221
202688237,DEHQON,5752,1,1722221
202653953,YANGI KUCH,5777,2,1722221
206947171,YAMGI SHAHAR,5779,2,1722221
202688180,TOMCHI,5773,2,1722221
202821221,OBIZARANG,5771,2,1722221
202688197,MALANDIYON,5769,2,1722221
202660154,GULISTON,5763,2,1722221
202673969,YANGI ROʻZGʻOR,5780,2,1722221
202715337,YANGIOBOD,5794,3,1722221
202673984,FAYZOVA,5791,3,1722221
202688244,FAYZOBOD,5790,3,1722221
202750120,OKMACHIT,5784,3,1722221
201066544,NAVROʻZ,5797,4,1722221
202750105,ERKINLIK,5799,4,1722221
202660107,BOHORISTON,5795,4,1722221
202712389,JILIBULOQ,5202,1,1722201
203480464,SHOXCHA,5208,1,1722201
207100814,XOʻJAYPOK,5207,1,1722201
202712508,YANGIARIQ,5209,1,1722201
203914397,NAVROʻZ,5220,2,1722201
202660684,QALʻAI POYON,3830,1,1714237
202652417,ARIQBOʻYI,3842,2,1714237
202652360,BOZORBOSHI,3845,2,1714237
202851984,BULOQBOSHI,3846,2,1714237
202849067,GʻOVASOY SOHILI,3848,2,1714237
206986354,YETTIQOʻRGʻON,3850,2,1714237
202854290,ZVUTQAND,3851,2,1714237
202854275,KOʻCHA,3852,2,1714237
202654414,QORAKAPA,3853,2,1714237
202676172,MASHHAD,3854,2,1714237
203646335,SARQAMISH-MIRZAOBOD,3857,2,1714237
202849050,TINCHLIK,3858,2,1714237
202652384,TOYMASOBOD,3860,2,1714237
202849043,YUQORI,3863,2,1714237
202664623,SADACHA,3881,3,1714237
202656656,YORQISHLOQ,3870,3,1714237
202669591,BOFANDA,3868,3,1714237
202858318,YOʻTMOS,3884,3,1714237
202660716,QAYIRMA,3873,3,1714237
202782761,MADANIYAT,3219,3,1712251
202782739,QOʻRGʻONCHA,3218,3,1712251
202782778,KORIZ ARAB,3217,3,1712251
203335184,DEHQONOBOD,3214,3,1712251
203639754,BUNYODKOR,3212,3,1712251
203654302,ANGIDON,3227,4,1712251
202790207,UCHQORA,3242,4,1712251
203599727,UYSHUN,3241,4,1712251
202790167,OLTINSOY,3238,4,1712251
203599687,OLTINOBOD,3237,4,1712251
202740591,NAVBAHOR,3235,4,1712251
202286365,GUZAR,566,1,1703206
202910712,MUAZZIMBOY,10490,1,1703232
202910736,Z.XABIBIY,10486,1,1703232
202910704,NAVROʻZ,10481,1,1703232
202910980,TINCHLIK,1168,1,1703232
202911085,TERAKTAGI,1167,1,1703232
202910973,SOXIL BOʻYI,1166,1,1703232
202911078,OVUSHQA,1165,1,1703232
202910965,ANDIJON,1157,1,1703232
205640224,BOʻSTONOBOD,1172,2,1703232
202911189,QAYIR,1176,2,1703232
202911164,NURDIYOR,1181,2,1703232
202911140,TOʻRAOBOD,1184,2,1703232
202911133,FAYZIOBOD,1186,2,1703232
202910919,BODROGʻOBOD,1191,3,1703232
202911268,DOʻNGQISHLOQ,1193,3,1703232
202911244,ZIYOLI,1194,3,1703232
202911283,LOLAZOR,1196,3,1703232
202910886,OLMAZOR,1197,3,1703232
202911229,PUSHMON,1199,3,1703232
203826768,IQTISODCHI,930,3,1703220
203826729,YORTIBOSH,928,3,1703220
202829606,OQTOSH,4140,1,1718206
202829771,NIYOZMAT,4138,1,1718206
202829788,NEBOʻSA,4137,1,1718206
202829534,ISTIQLOL,4135,1,1718206
202829470,BULUNGʻUR,4131,1,1718206
202829463,MEXRJON,4152,2,1718206
202829835,QIRQSHODI,4151,2,1718206
202829795,DEHQONOBOD,4146,2,1718206
202829614,KILDON,4149,2,1718206
202829804,ELOBOD,4157,2,1718206
202829828,SAXOVAT,4156,2,1718206
202829487,DOʻSTLIK,4163,3,1718206
206194905,YANGIARIQ,4171,3,1718206
202829717,MINGTEPA,4166,3,1718206
202829749,OLMAZOR,4168,3,1718206
202829559,FOZIL YO'LDOSH,4169,3,1718206
202829527,GULISTON,4162,3,1718206
202829677,ZARAFSHON,4175,4,1718206
202829621,CHOʻYANTEPA,4184,4,1718206
202832571,MIRZO ULUGʻBEK,4567,2,1718227
202505202,2-OʻRMONCHILAR,8141,4,1730401
203248846,NAVOIY,7265,1,1730203
203247222,QAPCHUGʻAY,7279,1,1730203
203247239,SHARQ,7278,1,1730203
203274070,IBN SINO,7276,1,1730203
203274016,OLMAZOR,7273,1,1730203
200175670,GULISTON,7270,1,1730203
203268584,OBOD,7269,1,1730203
203247246,QUVURBOSHI,7258,1,1730203
203247278,TOSHOBOD,7259,1,1730203
203274031,MUQIMIY,7261,1,1730203
203296503,DOʻSTLIK,7262,1,1730203
203248854,OQ OLTIN,7295,2,1730203
203257273,MIRFOZIL,7292,2,1730203
203257344,CHINORTAGI,7291,2,1730203
203272675,YANGIQOʻRGʻON,7289,2,1730203
203248861,BUGʻDOYCHI,7286,2,1730203
202827688,TURK,7561,1,1730218
202798986,DOʻSTLIK,5843,4,1722223
203158128,GULOBOD,9443,4,1718401
202824502,YUZIYA,7558,1,1730218
200171494,AKBAROBOD,7557,1,1730218
202286208,ZIYOKOR,589,2,1703206
202286215,CHAROGʻON,594,2,1703206
202286129,POLVONKOʻL,591,2,1703206
202286190,O’RMONBEK,590,2,1703206
207226474,OLIMBEK,588,2,1703206
202286183,ZULFIQOR,587,2,1703206
202286151,MUSTAQILLIK,585,2,1703206
202286033,ESKI MARKAZ,610,3,1703206
202286001,OʻRTAQOʻRGʻON,609,3,1703206
202286072,OQQOʻRGʻON,607,3,1703206
205350434,KOʻL,604,3,1703206
202286018,GOʻRAVON,601,3,1703206
202659414,GULISTON,3681,3,1714229
202654840,BOGʻ KOʻCHA,3688,4,1714229
200107929,SOZ-SOY,3781,1,1714236
202687372,OYBARAK,5468,4,1722210
202688047,LOLAZOR,5465,4,1722210
202731208,GULZOR,10049,2,1722215
202705104,YANGI TURMUSH,5654,4,1722215
202695030,QISHLOQOZON,5650,4,1722215
204769592,CHINOR,9553,1,1722203
300084465,QUDUQSOY,9558,1,1722203
203464475,47-RAYXON,9918,4,1730405
205747026,63-QUDUQLIK,10020,4,1730405
202824454,PAXTAKOR,7572,1,1730218
202824375,QALIN POʻSTIN,7570,1,1730218
202505130,ARSIF,8236,3,1730408
203270741,SOBIRTEPA,7495,1,1730215
203240382,KOʻRKAM,7499,1,1730215
202937979,BOZORBOSHI,3771,1,1714236
202288821,DOʻSTLIK,3775,1,1714236
200107699,SOY,3782,1,1714236
201870123,OʻZBEKISTON,3785,1,1714236
203125778,OQQOʻRGʻONLIK,10080,3,1708401
202638979,XAMZAOBOD,10070,3,1708401
202782248,BOʻSTON,9510,4,1708201
202817770,NAVOIY,3456,1,1714216
202817866,KATTA OʻLMAS,3450,1,1714216
202898671,YASHIK,3464,1,1714216
303823524,BIRDAMLIK,9198,4,1726283
202880807,QOʻSHQOʻRGʻON,9205,4,1726283
202895074,AHILLIK,8975,2,1726269
202694111,OQ QOʻRGʻON,8995,3,1726269
202804882,SHAHRISABZ,8990,3,1726269
202694207,NUR,8987,3,1726269
303824689,YANGI TARNOV,8945,4,1726266
202906669,BODOMZOR,8952,4,1726266
202579055,25-JOʻYDAM,8107,2,1730401
202579031,57-XAMKORLIK,8108,2,1730401
202578904,TABASSUM,8110,2,1730401
202578911,QIRGULI,8113,2,1730401
202539904,14-BAXOR,8118,3,1730401
201039165,5-AXMAD AL FARGʻONIY,10828,3,1730401
202572722,SOXIBKIRON TEMUR,8121,3,1730401
202565294,NAVRUZ,8122,3,1730401
202833641,SHODLIK,8128,3,1730401
202833658,SHARSHARA,8131,3,1730401
202216941,FARGʻONA 9,8133,3,1730401
202624094,30-A.NAVOIY,8138,4,1730401
202466434,SHODIYONA,8139,4,1730401
203429192,GULZOR,8134,4,1730401
202669766,31-OQARIQOBOD,10706,4,1730401
202678953,50-NAFOSAT,8143,4,1730401
202740648,QORACHA,3200,2,1712251
