objectid,region_name,countryside_name,parent_code,district_name,district_id,countryside_id_main,shape_Length,shape_Area,name_standardized_main,tin,name,countryside_id_new,sector,name_standardized_new,name_match
932,Farg'ona viloyati,Yangiobod MFY,1730,Yozyovon tumani,1730242,1730242008.0,105105.2418182483,199897857.2540896,yangiobod mfy,305355069.0,YANGIOBOD,8052.0,1.0,yangiobod,yangiobod mfy
933,Farg'ona viloyati,Alisher Navoiy MFY,1730,Marg'ilon shahar,1730412,1730412048.0,7813.3107883322,944347.842383725,alisher navoiy mfy,202656807.0,ALISHER NAVOIY,8287.0,4.0,alisher navoiy,alisher navoiy mfy
934,Farg'ona viloyati,Ariq bo‘yi MFY,1730,Marg'ilon shahar,1730412,1730412039.0,7590.0147721939,883936.5275938042,ariq boyi mfy,202678938.0,ARIQ BOʻYI,8274.0,3.0,ariq boyi,ariq boyi mfy
935,Farg'ona viloyati,Axmad Yassaviy MFY,1730,Marg'ilon shahar,1730412,1730412016.0,9884.5632313592,1136476.913711212,ahmad yassaviy mfy,202526303.0,AXMAD YASSAVIY,8269.0,2.0,ahmad yassaviy,ahmad yassaviy mfy
936,Farg'ona viloyati,Baxrin MFY,1730,Marg'ilon shahar,1730412,1730412011.0,6131.5975226914,955648.6825136666,bahrin mfy,,,,,,
937,Farg'ona viloyati,Baynalminal MFY,1730,Marg'ilon shahar,1730412,1730412013.0,3517.5442607021,392262.3423610979,baynalminal mfy,202765133.0,BAYNALMINAL,8246.0,1.0,baynalminal,baynalminal mfy
938,Farg'ona viloyati,Burxoniddin Marg‘iloniy MFY,1730,Marg'ilon shahar,1730412,1730412054.0,5353.9365452081,633597.318996308,burhoniddin margiloniy mfy,202559451.0,BURHONIDDIN MARGʻILONIY,8291.0,4.0,burhoniddin margiloniy,burhoniddin margiloniy mfy
939,Farg'ona viloyati,Charog'on MFY,1730,Marg'ilon shahar,1730412,1730412045.0,8988.2532215836,1161567.486993936,charogon mfy,202609713.0,CHAROGʻON,8294.0,4.0,charogon,charogon mfy
940,Farg'ona viloyati,Chilonzor MFY,1730,Marg'ilon shahar,1730412,1730412047.0,3088.5330126817,298679.7245025768,chilonzor mfy,202681001.0,CHILONZOR,8298.0,4.0,chilonzor,chilonzor mfy
941,Farg'ona viloyati,Chor chinor MFY,1730,Marg'ilon shahar,1730412,1730412050.0,5336.5176230791,465053.5335465085,chor chinor mfy,202567846.0,CHOR CHINOR,8297.0,4.0,chor chinor,chor chinor mfy
942,Farg'ona viloyati,Do‘stlik MFY,1730,Marg'ilon shahar,1730412,1730412015.0,3998.3276332234,459819.3054093057,dostlik mfy,,,,,,
943,Farg'ona viloyati,Galatoy MFY,1730,Marg'ilon shahar,1730412,1730412035.0,8831.3307620572,1656804.5900576073,galatoy mfy,,,,,,
944,Farg'ona viloyati,Go‘ravval MFY,1730,Marg'ilon shahar,1730412,1730412044.0,5752.7822369387,584901.8314400448,goravval mfy,,,,,,
945,Farg'ona viloyati,Guliston MFY,1730,Marg'ilon shahar,1730412,1730412026.0,2123.5958001826,211726.8170471227,guliston mfy,202833619.0,GULISTON,8266.0,2.0,guliston,guliston mfy
946,Farg'ona viloyati,Ipak yo‘li MFY,1730,Marg'ilon shahar,1730412,1730412017.0,6641.247654462,865624.7406032854,ipak yoli mfy,202609697.0,IPAK YOʻLI,8270.0,2.0,ipak yoli,ipak yoli mfy
947,Farg'ona viloyati,Ipakchi MFY,1730,Marg'ilon shahar,1730412,1730412006.0,5746.5520583974,294879.4272913193,ipakchi mfy,,,,,,
948,Farg'ona viloyati,Iqbol MFY,1730,Marg'ilon shahar,1730412,1730412042.0,5306.7295409759,352013.1240833526,iqbol mfy,,,,,,
949,Farg'ona viloyati,Istiqlol MFY,1730,Marg'ilon shahar,1730412,1730412037.0,3307.1877489538,294757.9688543813,istiqlol mfy,202681040.0,ISTIQLOL,8285.0,3.0,istiqlol,istiqlol mfy
950,Farg'ona viloyati,Kosibchilik MFY,1730,Marg'ilon shahar,1730412,1730412004.0,5097.0246270723,956286.2353038472,kosibchilik mfy,202406278.0,KOSIBCHILIK,8248.0,1.0,kosibchilik,kosibchilik mfy
951,Farg'ona viloyati,Maorif MFY,1730,Marg'ilon shahar,1730412,1730412001.0,8528.9211429005,1006533.0298859206,maorif mfy,,,,,,
952,Farg'ona viloyati,Mashad MFY,1730,Marg'ilon shahar,1730412,1730412052.0,9117.8514882348,948705.9836332428,mashad mfy,,,,,,
953,Farg'ona viloyati,Miltiqsoz MFY,1730,Marg'ilon shahar,1730412,1730412003.0,5757.7667328442,533495.3517137889,miltiqsoz mfy,202678921.0,MILTIQSOZ,8254.0,1.0,miltiqsoz,miltiqsoz mfy
954,Farg'ona viloyati,Mustaqillik MFY,1730,Marg'ilon shahar,1730412,1730412034.0,6553.2041967778,844442.0005985361,mustaqillik mfy,202697914.0,MUSTAQILLIK ,8279.0,3.0,mustaqillik,mustaqillik mfy
955,Farg'ona viloyati,Nadirmat MFY,1730,Marg'ilon shahar,1730412,1730412019.0,6108.8986176558,1739505.9000964174,nadirmat mfy,202674215.0,NADIRMAT,8262.0,2.0,nadirmat,nadirmat mfy
956,Farg'ona viloyati,Navbaxor MFY,1730,Marg'ilon shahar,1730412,1730412038.0,4535.4974897868,542403.109678887,navbahor mfy,202609776.0,NAVBAHOR,8276.0,3.0,navbahor,navbahor mfy
957,Farg'ona viloyati,Navro‘z MFY,1730,Marg'ilon shahar,1730412,1730412041.0,20732.9810932919,9125416.74402906,navroz mfy,,,,,,
958,Farg'ona viloyati,O‘rda tagi MFY,1730,Marg'ilon shahar,1730412,1730412046.0,3701.2970796995,346533.3462615532,orda tagi mfy,202586428.0,OʻRDA TAGI,10528.0,4.0,orda tagi,orda tagi mfy
959,Farg'ona viloyati,Orol bo‘yi MFY,1730,Marg'ilon shahar,1730412,1730412043.0,8291.0735995187,1502740.083893743,orol boyi mfy,202511734.0,OROL BOʻYI,8293.0,4.0,orol boyi,orol boyi mfy
960,Farg'ona viloyati,Pichoqchi MFY,1730,Marg'ilon shahar,1730412,1730412032.0,11733.861340755,1951340.778928728,pichoqchi mfy,202609680.0,PICHOQCHI,8275.0,3.0,pichoqchi,pichoqchi mfy
961,Farg'ona viloyati,Qirguli MFY,1730,Marg'ilon shahar,1730412,1730412021.0,8988.363071165,2309299.7781069693,qirguli mfy,,,,,,
962,Farg'ona viloyati,Roxat MFY,1730,Marg'ilon shahar,1730412,1730412031.0,9965.7702507509,1916334.036603135,rohat mfy,,,,,,
963,Farg'ona viloyati,Saxovat MFY,1730,Marg'ilon shahar,1730412,1730412005.0,3023.5664525307,111428.7380563506,sahovat mfy,,,,,,
964,Farg'ona viloyati,Sholdirama MFY,1730,Marg'ilon shahar,1730412,1730412007.0,6068.7115947525,553751.4315685757,sholdirama mfy,202681033.0,SHOLDIRAMA,8249.0,1.0,sholdirama,sholdirama mfy
965,Farg'ona viloyati,Terak tagi MFY,1730,Marg'ilon shahar,1730412,1730412030.0,8532.380849459,1121195.3231541617,terak tagi mfy,,,,,,
966,Farg'ona viloyati,Tog‘lik MFY,1730,Marg'ilon shahar,1730412,1730412022.0,11255.2154080722,840609.219239482,toglik mfy,,,,,,
967,Farg'ona viloyati,Toshkesar MFY,1730,Marg'ilon shahar,1730412,1730412027.0,10540.2277042047,1189535.4544654123,toshkesar mfy,202609744.0,TOSHKESAR,8265.0,2.0,toshkesar,toshkesar mfy
968,Farg'ona viloyati,Toshloq tepa MFY,1730,Marg'ilon shahar,1730412,1730412053.0,9048.4860428724,2058178.5759153224,toshloq tepa mfy,202520328.0,TOSHLOQ-TEPA,8295.0,4.0,toshloqtepa,toshloq tepa mfy
969,Farg'ona viloyati,Turon MFY,1730,Marg'ilon shahar,1730412,1730412036.0,2412.9627879597,226770.9186762597,turon mfy,,,,,,
970,Farg'ona viloyati,Tut tagi MFY,1730,Marg'ilon shahar,1730412,1730412023.0,9299.0670109263,1395782.6671866174,tut tagi mfy,202609737.0,TUT TAGI,8267.0,2.0,tut tagi,tut tagi mfy
971,Farg'ona viloyati,Tuyagum MFY,1730,Marg'ilon shahar,1730412,1730412018.0,10578.1565974388,2010905.5719863256,tuyagum mfy,,,,,,
972,Farg'ona viloyati,Uvaysiy MFY,1730,Marg'ilon shahar,1730412,1730412002.0,5806.5178454647,358798.1010909016,uvaysiy mfy,,,,,,
973,Farg'ona viloyati,Uzumzor MFY,1730,Marg'ilon shahar,1730412,1730412029.0,6574.4744328731,858757.529227675,uzumzor mfy,,,,,,
974,Farg'ona viloyati,Uzun xovuz MFY,1730,Marg'ilon shahar,1730412,1730412008.0,4991.6762474232,384373.549503037,uzun hovuz mfy,202609705.0,UZUN HOVUZ,8252.0,1.0,uzun hovuz,uzun hovuz mfy
975,Farg'ona viloyati,Vatan MFY,1730,Marg'ilon shahar,1730412,1730412010.0,3212.9175177651,224040.2432144185,vatan mfy,,,,,,
976,Farg'ona viloyati,Xo‘ja forso MFY,1730,Marg'ilon shahar,1730412,1730412009.0,6970.2565688902,1581156.4898263696,hoja forso mfy,,,,,,
977,Farg'ona viloyati,Yangi Bog‘ MFY,1730,Marg'ilon shahar,1730412,1730412049.0,7152.77128581,1379398.706706602,yangi bog mfy,202437438.0,YANGI BOGʻ,8290.0,4.0,yangi bog,yangi bog mfy
978,Farg'ona viloyati,Yangi obod MFY,1730,Marg'ilon shahar,1730412,1730412033.0,11328.2036217215,2261109.90968288,yangi obod mfy,202609665.0,YANGI OBOD,8280.0,3.0,yangi obod,yangi obod mfy
979,Farg'ona viloyati,Yangi xayot MFY,1730,Marg'ilon shahar,1730412,1730412040.0,12823.7796998835,1496459.939621333,yangi hayot mfy,202681057.0,YANGI HAYOT,8284.0,3.0,yangi hayot,yangi hayot mfy
980,Farg'ona viloyati,Yo‘rmado‘z MFY,1730,Marg'ilon shahar,1730412,1730412012.0,6773.5118963418,1213796.2846534788,yormadoz mfy,,,,,,
981,Farg'ona viloyati,Yoyilma MFY,1730,Marg'ilon shahar,1730412,1730412020.0,14765.3197996745,2582066.2851668675,yoyilma mfy,,,,,,
982,Farg'ona viloyati,Yorqin MFY,1730,Marg'ilon shahar,1730412,1730412051.0,4915.2585233074,602322.6667744992,yorqin mfy,,,,,,
983,Farg'ona viloyati,Yovqochar MFY,1730,Marg'ilon shahar,1730412,1730412025.0,7564.1122828082,1373577.2851141416,yovqochar mfy,202656799.0,YOVQOCHAR,8268.0,2.0,yovqochar,yovqochar mfy
984,Farg'ona viloyati,Z.M.Bobur MFY,1730,Marg'ilon shahar,1730412,1730412028.0,7320.2196857624,1350079.4363913774,zmbobur mfy,,,,,,
985,Farg'ona viloyati,Zuxro MFY,1730,Marg'ilon shahar,1730412,1730412024.0,5103.2065328675,526735.5267159789,zuhro mfy,,,,,,
986,Farg'ona viloyati,Kashqar MFY,1730,Marg'ilon shahar,1730412,1730412014.0,9016.9839148621,2003303.83718566,kashqar mfy,,,,,,
987,Farg'ona viloyati,Nurafshon MFY,1730,Marg'ilon shahar,1730412,1730412056.0,15843.5914667076,4454987.843855765,nurafshon mfy,309192619.0,NURAFSHON,15830.0,2.0,nurafshon,nurafshon mfy
988,Farg'ona viloyati,Yuksalish MFY,1730,Marg'ilon shahar,1730412,1730412055.0,6765.1310546584,2227575.2815081608,yuksalish mfy,309193134.0,YUKSALISH,15831.0,3.0,yuksalish,yuksalish mfy
989,Farg'ona viloyati,Choʻngʻara MFY,1730,Rishton tumani,1730224,1730224018.0,11740.2400153609,4138852.788106653,chongara mfy,205650014.0,CHOʻNGARA,7675.0,1.0,chongara,chongara mfy
990,Farg'ona viloyati,Yabgiavlod MFY,1730,Rishton tumani,1730224,1730224064.0,30389.7427763621,16895686.824681196,yabgiavlod mfy,,,,,,
991,Farg'ona viloyati,Soxibkor MFY,1730,Rishton tumani,1730224,1730224070.0,14796.1993285754,9705956.377619488,sohibkor mfy,202871650.0,SOHIBKOR,7728.0,4.0,sohibkor,sohibkor mfy
992,Farg'ona viloyati,Qayrag‘och MFY,1730,Rishton tumani,1730224,1730224058.0,26387.4405859648,11276491.9445876,qayragoch mfy,202872150.0,QAYRAGʻOCH,7738.0,4.0,qayragoch,qayragoch mfy
993,Farg'ona viloyati,Mexnatabod MFY,1730,Rishton tumani,1730224,1730224060.0,30254.0188553307,30140130.640084527,mehnatabod mfy,,,,,,
994,Farg'ona viloyati,Jaloyer MFY,1730,Rishton tumani,1730224,1730224045.0,38422.4568135323,18333081.795324355,jaloyer mfy,,,,,,
995,Farg'ona viloyati,Buloqboshi MFY,1730,Rishton tumani,1730224,1730224039.0,8894.2219526565,2371873.7215264724,buloqboshi mfy,202871975.0,BULOQBOSHI,7711.0,3.0,buloqboshi,buloqboshi mfy
996,Farg'ona viloyati,Pastki Beshkapa MFY,1730,Rishton tumani,1730224,1730224050.0,10689.3564371113,4090461.9078389313,pastki beshkapa mfy,202871628.0,PASTKI BESHKAPA,7710.0,3.0,pastki beshkapa,pastki beshkapa mfy
997,Farg'ona viloyati,Saroy MFY,1730,Rishton tumani,1730224,1730224052.0,13873.1279061501,3831011.0877837096,saroy mfy,,,,,,
998,Farg'ona viloyati,Pastki Buloqboshi MFY,1730,Rishton tumani,1730224,1730224051.0,8233.5075671576,2544200.702241162,pastki buloqboshi mfy,206975462.0,PASTKI BULOQBOSHI,7712.0,3.0,pastki buloqboshi,pastki buloqboshi mfy
999,Farg'ona viloyati,Guzar MFY,1730,Rishton tumani,1730224,1730224040.0,13160.5047865737,5411343.756956865,guzar mfy,,,,,,
1000,Farg'ona viloyati,Yuqori Beshkapa MFY,1730,Rishton tumani,1730224,1730224054.0,25348.7256782713,8913299.143294455,yuqori beshkapa mfy,202871635.0,YUQORI BESHKAPA,7708.0,3.0,yuqori beshkapa,yuqori beshkapa mfy
1001,Farg'ona viloyati,Suxobod MFY,1730,Rishton tumani,1730224,1730224063.0,26587.0817462551,20236938.75898103,suhobod mfy,,,,,,
1002,Farg'ona viloyati,Birlashgan MFY,1730,Rishton tumani,1730224,1730224022.0,11161.1260561447,3205592.7480440964,birlashgan mfy,207002303.0,BIRLASHGAN,7691.0,2.0,birlashgan,birlashgan mfy
1003,Farg'ona viloyati,Oq tomir MFY,1730,Rishton tumani,1730224,1730224030.0,19549.8978916727,13730966.04073491,oq tomir mfy,,,,,,
1004,Farg'ona viloyati,Xojiqishloq MFY,1730,Rishton tumani,1730224,1730224033.0,14086.9936953619,7918081.515277962,hojiqishloq mfy,202871896.0,XOJI QISHLOQ,7692.0,2.0,hoji qishloq,hojiqishloq mfy
1005,Farg'ona viloyati,Oq yer MFY,1730,Rishton tumani,1730224,1730224029.0,9969.0954465295,3949494.64347225,oq yer mfy,,,,,,
1006,Farg'ona viloyati,Uch ariq MFY,1730,Rishton tumani,1730224,1730224031.0,11297.4475102124,3325302.0440125847,uch ariq mfy,202871912.0,UCH ARIQ,7705.0,2.0,uch ariq,uch ariq mfy
1007,Farg'ona viloyati,Bog`iston MFY,1730,Rishton tumani,1730224,1730224038.0,10173.4643935512,4489088.201751021,bogiston mfy,202871857.0,BOGʻISTON,7713.0,3.0,bogiston,bogiston mfy
1008,Farg'ona viloyati,Toʻraobod MFY,1730,Rishton tumani,1730224,1730224009.0,19197.4960789711,5717127.136140507,toraobod mfy,207127828.0,TOʻRAOBOD,7673.0,1.0,toraobod,toraobod mfy
1009,Farg'ona viloyati,Quyi Avazboy MFY,1730,Rishton tumani,1730224,1730224006.0,15891.3173868492,6120861.021199212,quyi avazboy mfy,202871778.0,QUYI AVAZBOY,7674.0,1.0,quyi avazboy,quyi avazboy mfy
1010,Farg'ona viloyati,Yuqori Avazboy MFY,1730,Rishton tumani,1730224,1730224001.0,15748.5999631174,3347245.7015191726,yuqori avazboy mfy,202871785.0,YUQORI AVAZBOY,7670.0,1.0,yuqori avazboy,yuqori avazboy mfy
1011,Farg'ona viloyati,Xurramabod MFY,1730,Rishton tumani,1730224,1730224011.0,21010.7282010904,14808970.42544944,hurramabod mfy,,,,,,
1012,Farg'ona viloyati,To`da MFY,1730,Rishton tumani,1730224,1730224017.0,15193.6379391605,8558087.508998567,toda mfy,,,,,,
1013,Farg'ona viloyati,Guliston MFY,1730,Rishton tumani,1730224,1730224034.0,20451.5078488454,11863013.279215408,guliston mfy,202871833.0,GULISTON,7697.0,2.0,guliston,guliston mfy
1014,Farg'ona viloyati,Polvonobod MFY,1730,Rishton tumani,1730224,1730224037.0,16114.3801767899,9665311.311259808,polvonobod mfy,207192789.0,POLVONOBOD,7698.0,2.0,polvonobod,polvonobod mfy
1015,Farg'ona viloyati,Amirabod MFY,1730,Rishton tumani,1730224,1730224036.0,10404.4738430221,5704488.40401481,amirabod mfy,,,,,,
1016,Farg'ona viloyati,Mevazor MFY,1730,Rishton tumani,1730224,1730224028.0,18164.1668338661,9087233.6422681,mevazor mfy,,,,,,
1017,Farg'ona viloyati,Zoxidon MFY,1730,Rishton tumani,1730224,1730224024.0,14764.5401973765,5965234.826715488,zohidon mfy,202871864.0,ZOXIDON KFY,7694.0,2.0,zohidon kfy,zohidon mfy
1018,Farg'ona viloyati,Yoshlik MFY,1730,Rishton tumani,1730224,1730224023.0,12994.7158566991,4245752.279228955,yoshlik mfy,,,,,,
1019,Farg'ona viloyati,Dasht pandigon MFY,1730,Rishton tumani,1730224,1730224041.0,14116.0551139241,7296982.598201768,dasht pandigon mfy,202871556.0,DASHT PANDIGON,7706.0,3.0,dasht pandigon,dasht pandigon mfy
1020,Farg'ona viloyati,Pandigon MFY,1730,Rishton tumani,1730224,1730224049.0,11604.6104726579,5427598.8534820825,pandigon mfy,202872071.0,PANDIGON,7716.0,3.0,pandigon,pandigon mfy
1021,Farg'ona viloyati,O`yrat MFY,1730,Rishton tumani,1730224,1730224053.0,29381.7288979067,25665534.041999668,oyrat mfy,,,,,,
1022,Farg'ona viloyati,Qo`rg`oncha MFY,1730,Rishton tumani,1730224,1730224046.0,13393.2291520571,8946414.63211038,qorgoncha mfy,202872095.0,QOʻRGʻONCHA,7720.0,3.0,qorgoncha,qorgoncha mfy
1023,Farg'ona viloyati,Dasht tegirmon MFY,1730,Rishton tumani,1730224,1730224042.0,18162.2936107212,8718153.457726225,dasht tegirmon mfy,202872088.0,DASHT TEGIRMON,7719.0,3.0,dasht tegirmon,dasht tegirmon mfy
1024,Farg'ona viloyati,Chuburg`on MFY,1730,Rishton tumani,1730224,1730224055.0,14607.2468760582,6977819.278126659,chuburgon mfy,202871549.0,CHUBURGʻON,7718.0,3.0,chuburgon,chuburgon mfy
1025,Farg'ona viloyati,Qalaynov MFY,1730,Rishton tumani,1730224,1730224005.0,15360.9674314658,9011445.427974062,qalaynov mfy,,,,,,
1026,Farg'ona viloyati,Yoyilma MFY,1730,Rishton tumani,1730224,1730224044.0,37761.0838290697,24009469.59173948,yoyilma mfy,,,,,,
1027,Farg'ona viloyati,Dutir MFY,1730,Rishton tumani,1730224,1730224004.0,12704.2389765202,8779649.711425582,dutir mfy,,,,,,
1028,Farg'ona viloyati,T.Axmedov MFY,1730,Rishton tumani,1730224,1730224008.0,14289.3495883444,8148700.249992516,tahmedov mfy,,,,,,
1029,Farg'ona viloyati,Jaxonobod MFY,1730,Rishton tumani,1730224,1730224016.0,26815.0273123752,19440837.07059995,jahonobod mfy,202871761.0,JAHONOBOD,7684.0,1.0,jahonobod,jahonobod mfy
1030,Farg'ona viloyati,Navbaxor MFY,1730,Rishton tumani,1730224,1730224048.0,49290.3232431403,76492252.35061139,navbahor mfy,202871532.0,NAVBAHOR,7717.0,3.0,navbahor,navbahor mfy
1031,Farg'ona viloyati,Yangi yo`l MFY,1730,Rishton tumani,1730224,1730224010.0,24625.8615587169,29436737.07490047,yangi yol mfy,202871936.0,YANGI YOʻL,7686.0,1.0,yangi yol,yangi yol mfy
1032,Farg'ona viloyati,Oq Oltin MFY,1730,Rishton tumani,1730224,1730224007.0,17125.2277414018,13554876.812723337,oq oltin mfy,202872143.0,OQ OLTIN,7687.0,1.0,oq oltin,oq oltin mfy
1033,Farg'ona viloyati,Toshog`oliq MFY,1730,Rishton tumani,1730224,1730224062.0,6284.7797942062,1286276.5968393346,toshogoliq mfy,202872017.0,TOSHOGʻOLIQ,7734.0,4.0,toshogoliq,toshogoliq mfy
1034,Farg'ona viloyati,Alisher Navoiy MFY,1730,Rishton tumani,1730224,1730224014.0,9250.2900822333,2431242.5979816527,alisher navoiy mfy,,,,,,
1035,Farg'ona viloyati,Dаxbed MFY,1730,Rishton tumani,1730224,1730224013.0,2077.0049604146,206067.5532341944,dаhbed mfy,,,,,,
1036,Farg'ona viloyati,Gumbaz MFY,1730,Rishton tumani,1730224,1730224002.0,5420.290805945,511257.9587092152,gumbaz mfy,,,,,,
1037,Farg'ona viloyati,Ar-Roshidoniy MFY,1730,Rishton tumani,1730224,1730224021.0,7063.1617525867,904048.1250595808,arroshidoniy mfy,202871990.0,AR ROSHIDONIY,7702.0,2.0,ar roshidoniy,arroshidoniy mfy
1038,Farg'ona viloyati,Markaz MFY,1730,Rishton tumani,1730224,1730224027.0,5587.8755414579,778332.7182085328,markaz mfy,,,,,,
1039,Farg'ona viloyati,Anor bo`yi MFY,1730,Rishton tumani,1730224,1730224020.0,6487.076980461,1588744.9416434371,anor boyi mfy,,,,,,
1040,Farg'ona viloyati,Minor MFY,1730,Rishton tumani,1730224,1730224056.0,4623.9246028301,574266.1968709616,minor mfy,,,,,,
1041,Farg'ona viloyati,M.Topvoldiyev MFY,1730,Rishton tumani,1730224,1730224026.0,9628.0208626721,1635811.535073711,mtopvoldiyev mfy,,,,,,
1042,Farg'ona viloyati,Qozi Axror MFY,1730,Rishton tumani,1730224,1730224066.0,8012.1694220121,2503698.6744546643,qozi ahror mfy,202871983.0,QOZI AHROR,7737.0,4.0,qozi ahror,qozi ahror mfy
1043,Farg'ona viloyati,Dexqonobod MFY,1730,Rishton tumani,1730224,1730224043.0,15752.3458650528,8206761.267703159,dehqonobod mfy,206957437.0,DEHQONOBOD,7715.0,3.0,dehqonobod,dehqonobod mfy
1044,Farg'ona viloyati,Dorul-omon MFY,1730,Rishton tumani,1730224,1730224003.0,4377.2776364711,447323.9794378643,dorulomon mfy,,,,,,
1045,Farg'ona viloyati,Qoshqayron MFY,1730,Rishton tumani,1730224,1730224047.0,8571.3355667906,3738736.7585723097,qoshqayron mfy,202871604.0,QOSHQAYRON,7714.0,3.0,qoshqayron,qoshqayron mfy
1046,Farg'ona viloyati,Nosgar MFY,1730,Rishton tumani,1730224,1730224015.0,8639.4443252557,1955966.63405796,nosgar mfy,,,,,,
1047,Farg'ona viloyati,Farovonlik MFY,1730,Rishton tumani,1730224,1730224032.0,5157.8073157804,1136217.0936708932,farovonlik mfy,207151300.0,FAROVONLIK,7700.0,2.0,farovonlik,farovonlik mfy
1048,Farg'ona viloyati,Xo`ja Ilg`or MFY,1730,Rishton tumani,1730224,1730224068.0,13358.296237965,2199115.1445117444,hoja ilgor mfy,207004165.0,XOʻJA ILGʻOR,7726.0,4.0,hoja ilgor,hoja ilgor mfy
1049,Farg'ona viloyati,Zarariq MFY,1730,Rishton tumani,1730224,1730224069.0,3872.8411548258,763809.6363208924,zarariq mfy,,,,,,
1050,Farg'ona viloyati,Chinnigaron MFY,1730,Rishton tumani,1730224,1730224012.0,6748.1830771179,1323603.3670351736,chinnigaron mfy,202872024.0,CHINIGARON,7681.0,1.0,chinigaron,chinnigaron mfy
1051,Farg'ona viloyati,Miskin MFY,1730,Rishton tumani,1730224,1730224035.0,7625.3941529497,2134229.6307760286,miskin mfy,,,,,,
1052,Farg'ona viloyati,Voxim MFY,1730,Rishton tumani,1730224,1730224067.0,10834.9275734535,4708607.842161478,vohim mfy,,,,,,
1053,Farg'ona viloyati,CHek Nasriddin MFY,1730,Rishton tumani,1730224,1730224059.0,17326.1766204517,8653723.205139808,chek nasriddin mfy,202871667.0,CHEK NASRIDDIN,7725.0,4.0,chek nasriddin,chek nasriddin mfy
1054,Farg'ona viloyati,Yangi Bo`jay MFY,1730,Rishton tumani,1730224,1730224061.0,10052.0079104723,3260480.7830968583,yangi bojay mfy,202978549.0,YANGI BOʻJAY,7733.0,4.0,yangi bojay,yangi bojay mfy
1055,Farg'ona viloyati,Bo`jay MFY,1730,Rishton tumani,1730224,1730224071.0,11873.1541016549,3611804.5821774,bojay mfy,,,,,,
1056,Farg'ona viloyati,Bo`ston MFY,1730,Rishton tumani,1730224,1730224057.0,8707.9030458866,3300250.8608651217,boston mfy,,,,,,
1057,Farg'ona viloyati,Chek Jalayer MFY,1730,Rishton tumani,1730224,1730224065.0,8273.7239223687,2889532.758961231,chek jalayer mfy,202871707.0,CHEK JALAYER,7730.0,4.0,chek jalayer,chek jalayer mfy
1058,Farg'ona viloyati,Abdullabayon MFY,1730,Rishton tumani,1730224,1730224019.0,8880.4045090542,2736775.904069966,abdullabayon mfy,,,,,,
1059,Farg'ona viloyati,Istiqbol MFY,1730,Rishton tumani,1730224,1730224025.0,5910.061062541,1017042.3758786864,istiqbol mfy,202872056.0,ISTIQBOL,7704.0,2.0,istiqbol,istiqbol mfy
1060,Farg'ona viloyati,Xonariq MFY,1730,Toshloq tumani,1730227,1730227009.0,27030.344591294,23254935.627245463,honariq mfy,,,,,,
1061,Farg'ona viloyati,Mehnatobod MFY,1730,Toshloq tumani,1730227,1730227010.0,20290.7320614511,19730266.60031909,mehnatobod mfy,202850487.0,MEHNATOBOD,7773.0,1.0,mehnatobod,mehnatobod mfy
1062,Farg'ona viloyati,Istiqlol MFY,1730,Toshloq tumani,1730227,1730227008.0,31836.7215655398,16563376.797806952,istiqlol mfy,202850463.0,ISTIQLOL,7772.0,1.0,istiqlol,istiqlol mfy
1063,Farg'ona viloyati,Naymanbo‘ston MFY,1730,Toshloq tumani,1730227,1730227011.0,20601.750853756,10890843.782297147,naymanboston mfy,206627206.0,NAYMANBOʻSTON,7774.0,1.0,naymanboston,naymanboston mfy
1064,Farg'ona viloyati,Farog‘at MFY,1730,Toshloq tumani,1730227,1730227020.0,21379.0598874556,11730982.950028896,farogat mfy,,,,,,
1065,Farg'ona viloyati,Qumqishloq MFY,1730,Toshloq tumani,1730227,1730227021.0,14400.4967685869,7959311.358819575,qumqishloq mfy,202850503.0,QUMQISHLOQ,7788.0,2.0,qumqishloq,qumqishloq mfy
1066,Farg'ona viloyati,Chek MFY,1730,Toshloq tumani,1730227,1730227007.0,26091.3145196463,15793637.562916074,chek mfy,,,,,,
1067,Farg'ona viloyati,Qumariq MFY,1730,Toshloq tumani,1730227,1730227018.0,27522.0738609279,12288642.283505648,qumariq mfy,,,,,,
1068,Farg'ona viloyati,Obisiyo MFY,1730,Toshloq tumani,1730227,1730227019.0,21669.9516864015,8374856.863860347,obisiyo mfy,,,,,,
1069,Farg'ona viloyati,Ucholish MFY,1730,Toshloq tumani,1730227,1730227003.0,14969.1204658109,8045333.397294731,ucholish mfy,,,,,,
1070,Farg'ona viloyati,Quyi Yakkatut MFY,1730,Toshloq tumani,1730227,1730227001.0,17587.0745989195,10979448.778537735,quyi yakkatut mfy,304926932.0,QUYI YAKKATUT,7775.0,1.0,quyi yakkatut,quyi yakkatut mfy
1071,Farg'ona viloyati,Xo‘jariq MFY,1730,Toshloq tumani,1730227,1730227005.0,34319.9243007714,22184313.85718828,hojariq mfy,,,,,,
1072,Farg'ona viloyati,Turvat MFY,1730,Toshloq tumani,1730227,1730227014.0,28266.0298701963,15180209.222320637,turvat mfy,,,,,,
1073,Farg'ona viloyati,Axshak MFY,1730,Toshloq tumani,1730227,1730227028.0,16563.476121714,6335181.353945659,ahshak mfy,,,,,,
