objectid,region_name,countryside_name,parent_code,district_name,district_id,countryside_id_main,shape_Length,shape_Area,name_standardized_main,tin,name,countryside_id_new,sector,name_standardized_new,name_match
4376,Samarqand viloyati,Bunyodkor MFY,1718,Payariq tumani,1718224,1718224056.0,6856.4510345449,1805740.5423667452,bunyodkor mfy,202052664.0,BUNYODKOR,4505.0,4.0,bunyodkor,bunyodkor mfy
4377,Samarqand viloyati,Mirzo Ulugʻbek MFY,1718,Payariq tumani,1718224,1718224035.0,11791.9606698057,3178092.318195046,mirzo ulugbek mfy,202844937.0,MIRZO ULUGʻBEK,4494.0,3.0,mirzo ulugbek,mirzo ulugbek mfy
4378,Samarqand viloyati,Axmad Yassaviy MFY,1718,Payariq tumani,1718224,1718224034.0,8366.7979195867,1916713.496972155,ahmad yassaviy mfy,202052672.0,AHMAD YASSAVIY,4487.0,3.0,ahmad yassaviy,ahmad yassaviy mfy
4379,Samarqand viloyati,Toshxovuz MFY,1718,Payariq tumani,1718224,1718224052.0,3462.7730396848,690379.3464136447,toshhovuz mfy,202052657.0,TOSHXOVUZ,4514.0,4.0,toshhovuz,toshhovuz mfy
4380,Samarqand viloyati,Qumchuq MFY,1718,Payariq tumani,1718224,1718224053.0,11157.494891541,3121942.2798845205,qumchuq mfy,,,,,,
4381,Samarqand viloyati,Gʻoyib ota MFY,1718,Payariq tumani,1718224,1718224055.0,3738.1075721901,686864.8241091528,goyib ota mfy,202866474.0,GʻOYIB OTA,4506.0,4.0,goyib ota,goyib ota mfy
4382,Samarqand viloyati,Xoʻjaobod MFY,1718,Payariq tumani,1718224,1718224054.0,8510.3144698138,2031087.8573177557,hojaobod mfy,202830242.0,XOʻJAOBOD,4518.0,4.0,hojaobod,hojaobod mfy
4383,Samarqand viloyati,Yangiobod MFY,1718,Payariq tumani,1718224,1718224025.0,31289.3567015188,30156835.6576832,yangiobod mfy,202884168.0,YANGIOBOD,4486.0,2.0,yangiobod,yangiobod mfy
4384,Samarqand viloyati,Koʻpaki MFY,1718,Payariq tumani,1718224,1718224023.0,20087.2965328462,16806072.735437002,kopaki mfy,,,,,,
4385,Samarqand viloyati,Gulzor MFY,1718,Payariq tumani,1718224,1718224024.0,20604.7454730606,17351165.827357367,gulzor mfy,,,,,,
4386,Samarqand viloyati,Xosa MFY,1718,Payariq tumani,1718224,1718224010.0,30688.7862877109,28382836.22407362,hosa mfy,,,,,,
4387,Samarqand viloyati,Boshchoʻrosh MFY,1718,Payariq tumani,1718224,1718224011.0,62981.5045301432,78134966.27575557,boshchorosh mfy,203313464.0,BOSHCHOʻROSH,4457.0,1.0,boshchorosh,boshchorosh mfy
4388,Samarqand viloyati,Oqqoʻrgʻon MFY,1718,Payariq tumani,1718224,1718224043.0,15232.0169938643,7878460.837599066,oqqorgon mfy,202052618.0,OQQOʻRGʻON,4497.0,3.0,oqqorgon,oqqorgon mfy
4389,Samarqand viloyati,Z.M.Bobur MFY,1718,Payariq tumani,1718224,1718224049.0,17525.5850547565,12680863.771208648,zmbobur mfy,,,,,,
4390,Samarqand viloyati,Sarbozor MFY,1718,Payariq tumani,1718224,1718224060.0,27496.6145718586,21814602.328936327,sarbozor mfy,202893054.0,SARBOZOR,4512.0,4.0,sarbozor,sarbozor mfy
4391,Samarqand viloyati,Juvoxona MFY,1718,Payariq tumani,1718224,1718224014.0,30954.716579385,28875921.20396688,juvohona mfy,,,,,,
4392,Samarqand viloyati,Mustaqillik MFY,1718,Payariq tumani,1718224,1718224003.0,8386.7621419237,2274805.29778105,mustaqillik mfy,202884136.0,MUSTAQILLIK,4464.0,1.0,mustaqillik,mustaqillik mfy
4393,Samarqand viloyati,Alisher Navoiy MFY,1718,Payariq tumani,1718224,1718224001.0,6137.8232517475,1583507.9200417015,alisher navoiy mfy,202879727.0,ALISHER NAVOIY,4452.0,1.0,alisher navoiy,alisher navoiy mfy
4394,Samarqand viloyati,Goʻzal MFY,1718,Payariq tumani,1718224,1718224002.0,5111.4082737228,1237751.0633244189,gozal mfy,,,,,,
4395,Samarqand viloyati,Burqut MFY,1718,Payariq tumani,1718224,1718224040.0,31186.701074709,17276445.068474714,burqut mfy,,,,,,
4397,Samarqand viloyati,Fitrat MFY,1718,Payariq tumani,1718224,1718224062.0,14430.5995745375,6838593.316592416,fitrat mfy,,,,,,
4398,Samarqand viloyati,Bahor MFY,1718,Payariq tumani,1718224,1718224027.0,25158.2243717154,13712070.732657406,bahor mfy,,,,,,
4399,Samarqand viloyati,Zarafshon MFY,1718,Payariq tumani,1718224,1718224046.0,23802.6493745165,20928534.40093258,zarafshon mfy,202866459.0,ZARAFSHON,4491.0,3.0,zarafshon,zarafshon mfy
4400,Samarqand viloyati,Taraqqiyot MFY,1718,Payariq tumani,1718224,1718224019.0,52648.2499984034,78597354.74465798,taraqqiyot mfy,303218738.0,TARAQQIYOT,4466.0,1.0,taraqqiyot,taraqqiyot mfy
4401,Samarqand viloyati,Navbahor MFY,1718,Payariq tumani,1718224,1718224037.0,33848.5508237408,16991405.893482413,navbahor mfy,202893078.0,NAVBAXOR,4496.0,3.0,navbahor,navbahor mfy
4402,Samarqand viloyati,Nurafshon MFY,1718,Paxtachi tumani,1718230,1718230038.0,20402.8569851429,9223522.212447902,nurafshon mfy,207016031.0,NURAFSHON,10101.0,3.0,nurafshon,nurafshon mfy
4403,Samarqand viloyati,Obodon MFY,1718,Paxtachi tumani,1718230,1718230039.0,21995.020253592,14559037.620996583,obodon mfy,,,,,,
4404,Samarqand viloyati,Mirzo Salimiy MFY,1718,Paxtachi tumani,1718230,1718230035.0,18454.7350336035,10356414.510838188,mirzo salimiy mfy,202637125.0,MIRZO SALIMIY,10115.0,3.0,mirzo salimiy,mirzo salimiy mfy
4405,Samarqand viloyati,Boʻston MFY,1718,Paxtachi tumani,1718230,1718230047.0,25412.7187995688,8345800.538234766,boston mfy,,,,,,
4406,Samarqand viloyati,Jaxonobod MFY,1718,Paxtachi tumani,1718230,1718230049.0,26014.1698091146,17822447.44319897,jahonobod mfy,207008698.0,JAHONOBOD,10121.0,4.0,jahonobod,jahonobod mfy
4407,Samarqand viloyati,Bodoy MFY,1718,Paxtachi tumani,1718230,1718230046.0,8298.2453078223,3268652.849114103,bodoy mfy,,,,,,
4408,Samarqand viloyati,Mirkan MFY,1718,Paxtachi tumani,1718230,1718230052.0,27649.5293384468,20083000.55656857,mirkan mfy,,,,,,
4409,Samarqand viloyati,Chashma MFY,1718,Paxtachi tumani,1718230,1718230056.0,204748.7924476663,865705377.8696588,chashma mfy,,,,,,
4410,Samarqand viloyati,Saroy MFY,1718,Paxtachi tumani,1718230,1718230041.0,11163.7705078967,5647919.118652878,saroy mfy,,,,,,
4411,Samarqand viloyati,Mojar MFY,1718,Paxtachi tumani,1718230,1718230036.0,9710.4412191882,4041875.097642639,mojar mfy,,,,,,
4412,Samarqand viloyati,Amirabod MFY,1718,Paxtachi tumani,1718230,1718230031.0,10156.7895433957,3342021.921601722,amirabod mfy,,,,,,
4413,Samarqand viloyati,Naxripay MFY,1718,Paxtachi tumani,1718230,1718230037.0,26302.6792928991,20613133.255197868,nahripay mfy,207010809.0,NAHRIPAY,10111.0,3.0,nahripay,nahripay mfy
4414,Samarqand viloyati,Istiqbol MFY,1718,Paxtachi tumani,1718230,1718230005.0,11499.9856509716,5659451.951882162,istiqbol mfy,207009450.0,ISTIQBOL,10013.0,1.0,istiqbol,istiqbol mfy
4415,Samarqand viloyati,Yobu MFY,1718,Paxtachi tumani,1718230,1718230004.0,7090.6645216008,2728097.427897139,yobu mfy,,,,,,
4416,Samarqand viloyati,Toma MFY,1718,Paxtachi tumani,1718230,1718230013.0,12877.1998675334,6065224.744673036,toma mfy,,,,,,
4417,Samarqand viloyati,Mirzo Nodim MFY,1718,Paxtachi tumani,1718230,1718230009.0,8061.7722031284,2440639.190600447,mirzo nodim mfy,206815011.0,MIRZO NODIM,9938.0,1.0,mirzo nodim,mirzo nodim mfy
4418,Samarqand viloyati,Gulshan MFY,1718,Paxtachi tumani,1718230,1718230002.0,7378.9521662924,2449659.3490496264,gulshan mfy,,,,,,
4419,Samarqand viloyati,Toʻgʻolon MFY,1718,Paxtachi tumani,1718230,1718230014.0,19634.1206528955,12038588.490456983,togolon mfy,,,,,,
4420,Samarqand viloyati,Qoʻshhovuz MFY,1718,Paxtachi tumani,1718230,1718230008.0,42551.8913029484,37819702.38686493,qoshhovuz mfy,,,,,,
4421,Samarqand viloyati,Burqut MFY,1718,Paxtachi tumani,1718230,1718230001.0,29229.8405379724,25192518.646065097,burqut mfy,,,,,,
4422,Samarqand viloyati,Oqtepa MFY,1718,Paxtachi tumani,1718230,1718230040.0,15593.3589353792,10236567.95638455,oqtepa mfy,,,,,,
4423,Samarqand viloyati,Urganji MFY,1718,Paxtachi tumani,1718230,1718230044.0,17245.3234919485,10940814.482893914,urganji mfy,,,,,,
4424,Samarqand viloyati,Boltali MFY,1718,Paxtachi tumani,1718230,1718230018.0,13610.3980546474,4888172.726480547,boltali mfy,,,,,,
4425,Samarqand viloyati,Nayman MFY,1718,Paxtachi tumani,1718230,1718230025.0,27268.0828779342,21046745.66389018,nayman mfy,,,,,,
4426,Samarqand viloyati,Urgʻuch (Oʻrikzor) MFY,1718,Paxtachi tumani,1718230,1718230027.0,16775.3795542274,7613829.451781303,urguch orikzor mfy,,,,,,
4427,Samarqand viloyati,Jona MFY,1718,Paxtachi tumani,1718230,1718230020.0,13672.744786735,7637162.383619229,jona mfy,,,,,,
4428,Samarqand viloyati,Ukrash MFY,1718,Paxtachi tumani,1718230,1718230026.0,33338.8549328081,25978446.28832965,ukrash mfy,,,,,,
4429,Samarqand viloyati,Farovon Yoʻldoshobod MFY,1718,Paxtachi tumani,1718230,1718230028.0,30867.5706413569,19984308.954251945,farovon yoldoshobod mfy,207015999.0,FAROVON YULDOSHOBOD,10056.0,2.0,farovon yuldoshobod,farovon yoldoshobod mfy
4430,Samarqand viloyati,Suluvqoʻrgʻon MFY,1718,Paxtachi tumani,1718230,1718230042.0,18937.6244782582,12799781.958052255,suluvqorgon mfy,202637379.0,SULUVQOʻRGʻON,10105.0,3.0,suluvqorgon,suluvqorgon mfy
4431,Samarqand viloyati,Taraqqiyot MFY,1718,Paxtachi tumani,1718230,1718230043.0,15428.4316834772,9902000.35146173,taraqqiyot mfy,207015001.0,TARAQQIYOT,10106.0,3.0,taraqqiyot,taraqqiyot mfy
4432,Samarqand viloyati,Gulobod MFY,1718,Paxtachi tumani,1718230,1718230032.0,13727.2775649382,7689685.030464155,gulobod mfy,,,,,,
4433,Samarqand viloyati,Hayit elbegi MFY,1718,Paxtachi tumani,1718230,1718230034.0,13594.3640412017,6535798.152662498,hayit elbegi mfy,202637275.0,HAYIT ELBEGI,10110.0,3.0,hayit elbegi,hayit elbegi mfy
4434,Samarqand viloyati,Qirguli MFY,1718,Paxtachi tumani,1718230,1718230033.0,30437.975300472,25186881.976519138,qirguli mfy,,,,,,
4435,Samarqand viloyati,Tinchlik MFY,1718,Paxtachi tumani,1718230,1718230012.0,19843.0390778426,12745695.032500217,tinchlik mfy,207015824.0,TINCHLIK,9930.0,1.0,tinchlik,tinchlik mfy
4436,Samarqand viloyati,Koʼrpa MFY,1718,Paxtachi tumani,1718230,1718230006.0,7657.1823863873,3244805.6705697714,koʼrpa mfy,,,,,,
4437,Samarqand viloyati,Sardoba MFY,1718,Paxtachi tumani,1718230,1718230011.0,12781.2307417769,8587979.673779452,sardoba mfy,,,,,,
4438,Samarqand viloyati,Quvondiq MFY,1718,Paxtachi tumani,1718230,1718230007.0,18183.7389819365,7849445.71638648,quvondiq mfy,202637268.0,QUVONDIQ,9928.0,1.0,quvondiq,quvondiq mfy
4439,Samarqand viloyati,Goʻroʻgʻli MFY,1718,Paxtachi tumani,1718230,1718230003.0,41550.2087520594,38595855.6030399,gorogli mfy,,,,,,
4440,Samarqand viloyati,Mirzo olim MFY,1718,Paxtachi tumani,1718230,1718230010.0,4792.5850406449,1443976.2843275398,mirzo olim mfy,206815028.0,MIRZO OLIM,9927.0,1.0,mirzo olim,mirzo olim mfy
4441,Samarqand viloyati,Xudoyberdi MFY,1718,Paxtachi tumani,1718230,1718230015.0,11162.7443768244,4784571.136780076,hudoyberdi mfy,202637283.0,XUDOYBERDI,9926.0,1.0,hudoyberdi,hudoyberdi mfy
4442,Samarqand viloyati,Hunarmand MFY,1718,Paxtachi tumani,1718230,1718230016.0,13335.6168104888,6741846.404943266,hunarmand mfy,202637315.0,HUNARMAND,9923.0,1.0,hunarmand,hunarmand mfy
4443,Samarqand viloyati,Tadbirkor MFY,1718,Paxtachi tumani,1718230,1718230054.0,17825.6993854985,14770061.313353464,tadbirkor mfy,202637419.0,TADBIRKOR,10137.0,4.0,tadbirkor,tadbirkor mfy
4444,Samarqand viloyati,Guliston MFY,1718,Paxtachi tumani,1718230,1718230048.0,133628.3311277271,162670950.20619765,guliston mfy,202637386.0,GULISTON,10116.0,4.0,guliston,guliston mfy
4445,Samarqand viloyati,Fay MFY,1718,Paxtachi tumani,1718230,1718230055.0,38084.9282667647,24206875.128200702,fay mfy,,,,,,
4446,Samarqand viloyati,Qoratepa MFY,1718,Paxtachi tumani,1718230,1718230051.0,14014.9484310878,4345755.437285398,qoratepa mfy,207016919.0,QORATEPA,10132.0,4.0,qoratepa,qoratepa mfy
4447,Samarqand viloyati,Doʻng MFY,1718,Paxtachi tumani,1718230,1718230024.0,35489.8558549602,32432788.76622928,dong mfy,,,,,,
4448,Samarqand viloyati,Chorgoʻsha MFY,1718,Paxtachi tumani,1718230,1718230029.0,19211.706914983,10078887.749485958,chorgosha mfy,,,,,,
4449,Samarqand viloyati,Shamsnazar MFY,1718,Paxtachi tumani,1718230,1718230030.0,18715.0985523024,10433254.897510933,shamsnazar mfy,202637172.0,SHAMSNAZAR,10099.0,2.0,shamsnazar,shamsnazar mfy
4450,Samarqand viloyati,Qaynarbuloq MFY,1718,Paxtachi tumani,1718230,1718230023.0,23944.4618075928,18250824.18669231,qaynarbuloq mfy,202637022.0,QAYNARBULOQ,10089.0,2.0,qaynarbuloq,qaynarbuloq mfy
4451,Samarqand viloyati,Dabus qalʼa MFY,1718,Paxtachi tumani,1718230,1718230019.0,17123.3396259355,9352153.49615232,dabus qalʼa mfy,,,,,,
4452,Samarqand viloyati,Yangiobod MFY,1718,Paxtachi tumani,1718230,1718230045.0,21913.7580193627,12524460.352144796,yangiobod mfy,202637196.0,YANGIOBOD,10100.0,3.0,yangiobod,yangiobod mfy
4453,Samarqand viloyati,Mirzo Ulugʻbek MFY,1718,Paxtachi tumani,1718230,1718230059.0,7585.7867518035,2260277.266221388,mirzo ulugbek mfy,202637362.0,MIRZO ULUGʻBEK,10174.0,4.0,mirzo ulugbek,mirzo ulugbek mfy
4454,Samarqand viloyati,Istiqlol MFY,1718,Paxtachi tumani,1718230,1718230050.0,9833.5432785917,1643049.5779931587,istiqlol mfy,202637157.0,ISTIQLOL,10164.0,4.0,istiqlol,istiqlol mfy
4455,Samarqand viloyati,Amir Temur MFY,1718,Paxtachi tumani,1718230,1718230057.0,7072.9542330749,1250855.7521236865,amir temur mfy,202637164.0,AMIR TEMUR,10156.0,4.0,amir temur,amir temur mfy
4456,Samarqand viloyati,Zarafshon MFY,1718,Paxtachi tumani,1718230,1718230021.0,38012.174809848,28802585.697607268,zarafshon mfy,202637347.0,ZARAFSHON,10084.0,2.0,zarafshon,zarafshon mfy
4457,Samarqand viloyati,Keshtali MFY,1718,Paxtachi tumani,1718230,1718230022.0,18753.460057783,8696322.025929442,keshtali mfy,206815035.0,KESHTALI,10027.0,2.0,keshtali,keshtali mfy
4458,Samarqand viloyati,Bogʻoloni MFY,1718,Paxtachi tumani,1718230,1718230017.0,16523.1016688421,6938112.468794413,bogoloni mfy,202637330.0,BOGʻOLONI,10087.0,2.0,bogoloni,bogoloni mfy
4459,Samarqand viloyati,Toshkoʻprik MFY,1718,Paxtachi tumani,1718230,1718230058.0,11102.6763910445,1297972.2249370874,toshkoprik mfy,206816231.0,TOSHKOʻPRIK,10159.0,4.0,toshkoprik,toshkoprik mfy
4460,Samarqand viloyati,Qarnabota MFY,1718,Paxtachi tumani,1718230,1718230053.0,126573.3944541877,657228889.1725577,qarnabota mfy,202637354.0,QARNABOTA,10145.0,4.0,qarnabota,qarnabota mfy
4461,Samarqand viloyati,Do'stlik MFY,1718,Nurobod tumani,1718235,1718235013.0,47319.2630172271,86642257.76327133,dostlik mfy,,,,,,
4462,Samarqand viloyati,Xalkabod MFY,1718,Nurobod tumani,1718235,1718235019.0,50500.2984617979,73698821.05813506,halkabod mfy,,,,,,
4463,Samarqand viloyati,Navbaxor MFY,1718,Nurobod tumani,1718235,1718235034.0,51594.492104903,138734478.91476598,navbahor mfy,207084036.0,NAVBAHOR,4794.0,4.0,navbahor,navbahor mfy
4464,Samarqand viloyati,Sarikul MFY,1718,Nurobod tumani,1718235,1718235006.0,70536.2151470242,157649977.04785755,sarikul mfy,,,,,,
4465,Samarqand viloyati,Olgʻa MFY,1718,Nurobod tumani,1718235,1718235035.0,70044.1358808436,238649560.35746488,olga mfy,,,,,,
4466,Samarqand viloyati,Navroʻz MFY,1718,Nurobod tumani,1718235,1718235003.0,8509.4282841838,2070748.7967809755,navroz mfy,,,,,,
4467,Samarqand viloyati,Oʻrtabuz MFY,1718,Nurobod tumani,1718235,1718235037.0,76340.7580553498,258002175.4493636,ortabuz mfy,,,,,,
4468,Samarqand viloyati,Buloqboshi MFY,1718,Nurobod tumani,1718235,1718235032.0,92486.1035799371,280414386.4626966,buloqboshi mfy,202640004.0,BULOQBOSHI,4792.0,4.0,buloqboshi,buloqboshi mfy
4469,Samarqand viloyati,Sharq yulduzi MFY,1718,Nurobod tumani,1718235,1718235009.0,24934.2096769337,11665731.665947296,sharq yulduzi mfy,202640051.0,SHARQ YULDUZI,4772.0,1.0,sharq yulduzi,sharq yulduzi mfy
4470,Samarqand viloyati,Qilichli MFY,1718,Nurobod tumani,1718235,1718235022.0,63312.8688580193,166726070.21787462,qilichli mfy,202639960.0,QILICHLI,4784.0,3.0,qilichli,qilichli mfy
4471,Samarqand viloyati,Amir Temur MFY,1718,Nurobod tumani,1718235,1718235001.0,5832.7321115988,1549642.9890787331,amir temur mfy,202640036.0,AMIR TEMUR,4764.0,1.0,amir temur,amir temur mfy
4472,Samarqand viloyati,Mashʼal MFY,1718,Nurobod tumani,1718235,1718235024.0,68642.0260496956,82865365.83782363,mashʼal mfy,,,,,,
4473,Samarqand viloyati,Ulus MFY,1718,Nurobod tumani,1718235,1718235018.0,45665.937444966,95925499.20722754,ulus mfy,,,,,,
4474,Samarqand viloyati,Ittifoq MFY,1718,Nurobod tumani,1718235,1718235029.0,77908.4612621968,340819713.2914316,ittifoq mfy,,,,,,
4475,Samarqand viloyati,Bunyodkor MFY,1718,Nurobod tumani,1718235,1718235033.0,51751.4751415695,113954369.99313718,bunyodkor mfy,202639984.0,BUNYODKOR,4793.0,4.0,bunyodkor,bunyodkor mfy
4476,Samarqand viloyati,Saxoba MFY,1718,Nurobod tumani,1718235,1718235036.0,195244.0262705356,2017217860.43342,sahoba mfy,,,,,,
4477,Samarqand viloyati,Arabota MFY,1718,Nurobod tumani,1718235,1718235031.0,95112.8425075733,404916135.6401708,arabota mfy,,,,,,
4478,Samarqand viloyati,Nurafshon MFY,1718,Nurobod tumani,1718235,1718235039.0,52868.9712725029,124845964.32646586,nurafshon mfy,306314252.0,NURAFSHON,10675.0,4.0,nurafshon,nurafshon mfy
4479,Samarqand viloyati,Lolazor MFY,1718,Nurobod tumani,1718235,1718235026.0,51803.902622944,119759777.24521202,lolazor mfy,,,,,,
4480,Samarqand viloyati,Qoʻrgʻoncha MFY,1718,Nurobod tumani,1718235,1718235023.0,146313.7328965035,469538481.7169475,qorgoncha mfy,207084029.0,QOʻRGʻONCHA,4785.0,3.0,qorgoncha,qorgoncha mfy
4481,Samarqand viloyati,Jarquduq MFY,1718,Nurobod tumani,1718235,1718235020.0,173575.5590771947,494169849.97030056,jarquduq mfy,202639977.0,JARQUDUQ,4782.0,3.0,jarquduq,jarquduq mfy
4482,Samarqand viloyati,Agʻron MFY,1718,Nurobod tumani,1718235,1718235030.0,81218.6977518272,307444655.5912558,agron mfy,,,,,,
4483,Samarqand viloyati,Chorvador MFY,1718,Nurobod tumani,1718235,1718235038.0,51843.6189914102,123587779.10318452,chorvador mfy,202639842.0,CHORVADOR,4798.0,4.0,chorvador,chorvador mfy
4484,Samarqand viloyati,Jom MFY,1718,Nurobod tumani,1718235,1718235014.0,155257.6571294059,567836113.793908,jom mfy,,,,,,
4485,Samarqand viloyati,Girdiqoʻrgʻon MFY,1718,Nurobod tumani,1718235,1718235012.0,32731.8304952149,30584847.64602739,girdiqorgon mfy,202639859.0,GIRDIQOʻRGʻON,4774.0,2.0,girdiqorgon,girdiqorgon mfy
4486,Samarqand viloyati,Tegirmonboshi MFY,1718,Nurobod tumani,1718235,1718235017.0,34084.2936391384,40950249.67289267,tegirmonboshi mfy,204343482.0,TEGIRMONBOSHI,4779.0,2.0,tegirmonboshi,tegirmonboshi mfy
4487,Samarqand viloyati,Omondara MFY,1718,Nurobod tumani,1718235,1718235016.0,72618.7015083606,220742733.5940657,omondara mfy,202639866.0,OMONDARA,4778.0,2.0,omondara,omondara mfy
4488,Samarqand viloyati,Chortut MFY,1718,Nurobod tumani,1718235,1718235010.0,64529.0128351892,103656047.16960517,chortut mfy,,,,,,
4489,Samarqand viloyati,Sazagon MFY,1718,Nurobod tumani,1718235,1718235005.0,50527.6858460106,83086219.17499387,sazagon mfy,,,,,,
4490,Samarqand viloyati,Saroy MFY,1718,Nurobod tumani,1718235,1718235007.0,51746.5511942232,55797096.31210592,saroy mfy,,,,,,
4491,Samarqand viloyati,Tepaqul MFY,1718,Nurobod tumani,1718235,1718235008.0,49534.3646686217,92871048.23572344,tepaqul mfy,,,,,,
4492,Samarqand viloyati,Oqsoy MFY,1718,Nurobod tumani,1718235,1718235004.0,31190.3964779277,28758377.16137448,oqsoy mfy,,,,,,
4493,Samarqand viloyati,Mehnatkash MFY,1718,Nurobod tumani,1718235,1718235002.0,41643.4693473384,69705710.30415045,mehnatkash mfy,204269946.0,MEHNATKASH,4765.0,1.0,mehnatkash,mehnatkash mfy
4494,Samarqand viloyati,Oltinsoy MFY,1718,Nurobod tumani,1718235,1718235015.0,58927.3381602713,108054373.22611926,oltinsoy mfy,,,,,,
4495,Samarqand viloyati,Boshquduq MFY,1718,Nurobod tumani,1718235,1718235011.0,46784.3828699603,92909034.80595188,boshquduq mfy,206200263.0,BOSHQUDUQ,4773.0,2.0,boshquduq,boshquduq mfy
4496,Samarqand viloyati,Yuksalish MFY,1718,Nurobod tumani,1718235,1718235021.0,50371.2877303084,100052939.72890908,yuksalish mfy,202639938.0,YUKSALISH,4783.0,3.0,yuksalish,yuksalish mfy
4497,Samarqand viloyati,Nurbuloq MFY,1718,Nurobod tumani,1718235,1718235025.0,35224.7551908725,42878675.12762397,nurbuloq mfy,202639921.0,NURBULOQ,4787.0,3.0,nurbuloq,nurbuloq mfy
4498,Samarqand viloyati,Poʻlatchi MFY,1718,Nurobod tumani,1718235,1718235028.0,31599.9907417138,42943934.76209196,polatchi mfy,,,,,,
4499,Samarqand viloyati,Nurdum MFY,1718,Nurobod tumani,1718235,1718235027.0,376442.0755131271,386262582.3007641,nurdum mfy,,,,,,
4500,Samarqand viloyati,Oqchobsoy MFY,1718,Qo`shrabot tumani,1718216,1718216016.0,104277.7489719443,389503858.1399743,oqchobsoy mfy,203091062.0,OQCHOBSOY,9868.0,2.0,oqchobsoy,oqchobsoy mfy
4501,Samarqand viloyati,Chimmos MFY,1718,Qo`shrabot tumani,1718216,1718216015.0,37549.6685445014,50927357.73400358,chimmos mfy,,,,,,
4502,Samarqand viloyati,Joʻsh-ota MFY,1718,Qo`shrabot tumani,1718216,1718216011.0,47198.0838721992,57740781.18974103,joshota mfy,,,,,,
4503,Samarqand viloyati,Yuqori Joʻsh MFY,1718,Qo`shrabot tumani,1718216,1718216018.0,58689.5080640354,89248992.56562175,yuqori josh mfy,203091316.0,YUQORI JOʻSH,9859.0,2.0,yuqori josh,yuqori josh mfy
4504,Samarqand viloyati,Pangat MFY,1718,Qo`shrabot tumani,1718216,1718216028.0,149471.437222888,406695677.07612,pangat mfy,,,,,,
4505,Samarqand viloyati,Qoʻshrabot MFY,1718,Qo`shrabot tumani,1718216,1718216026.0,67523.1125409761,109390909.07598212,qoshrabot mfy,203091309.0,QOʻSHRABOT,4377.0,3.0,qoshrabot,qoshrabot mfy
4506,Samarqand viloyati,Navkat MFY,1718,Qo`shrabot tumani,1718216,1718216027.0,59190.3259060346,143125628.2262796,navkat mfy,,,,,,
4507,Samarqand viloyati,Qoʻrolos MFY,1718,Qo`shrabot tumani,1718216,1718216042.0,15669.873446696,8091765.671013623,qorolos mfy,,,,,,
4508,Samarqand viloyati,Buloqboshi MFY,1718,Qo`shrabot tumani,1718216,1718216023.0,18706.5170421197,9092767.96671901,buloqboshi mfy,203091102.0,BULOQBOSHI,4373.0,3.0,buloqboshi,buloqboshi mfy
4509,Samarqand viloyati,Mustaqillik MFY,1718,Qo`shrabot tumani,1718216,1718216038.0,8005.2084398759,1937869.1775997668,mustaqillik mfy,203425530.0,MUSTAQILLIK,10655.0,4.0,mustaqillik,mustaqillik mfy
4510,Samarqand viloyati,Qovunchi MFY,1718,Qo`shrabot tumani,1718216,1718216024.0,80648.6887580063,126041540.1593186,qovunchi mfy,203091252.0,QOVUNCHI,4374.0,3.0,qovunchi,qovunchi mfy
4511,Samarqand viloyati,Qoratosh MFY,1718,Qo`shrabot tumani,1718216,1718216025.0,48805.4001535913,114137826.0463576,qoratosh mfy,203091237.0,QORATOSH,4375.0,3.0,qoratosh,qoratosh mfy
4512,Samarqand viloyati,Qiyqim MFY,1718,Qo`shrabot tumani,1718216,1718216001.0,39717.7539983333,39349032.13892002,qiyqim mfy,,,,,,
4513,Samarqand viloyati,Shovona MFY,1718,Qo`shrabot tumani,1718216,1718216008.0,35576.8470236454,36691434.12608644,shovona mfy,,,,,,
4514,Samarqand viloyati,Mayintepa MFY,1718,Qo`shrabot tumani,1718216,1718216006.0,53683.6131702533,74671689.6910767,mayintepa mfy,203091079.0,MAYINTEPA,4361.0,1.0,mayintepa,mayintepa mfy
4515,Samarqand viloyati,Boytoʻp MFY,1718,Qo`shrabot tumani,1718216,1718216002.0,32068.6765237398,31285184.405357063,boytop mfy,,,,,,
4516,Samarqand viloyati,Yuqori saroy MFY,1718,Qo`shrabot tumani,1718216,1718216009.0,40181.9793182634,36106883.2292209,yuqori saroy mfy,203091030.0,YUQORI SAROY,4364.0,1.0,yuqori saroy,yuqori saroy mfy
4517,Samarqand viloyati,Zarkent MFY,1718,Qo`shrabot tumani,1718216,1718216003.0,26372.4076433336,23411494.02940733,zarkent mfy,,,,,,
4518,Samarqand viloyati,Chorloq MFY,1718,Qo`shrabot tumani,1718216,1718216041.0,64041.5220104684,120916788.5225642,chorloq mfy,,,,,,
4519,Samarqand viloyati,Bozorjoy MFY,1718,Qo`shrabot tumani,1718216,1718216034.0,36770.0346760943,38131562.658221535,bozorjoy mfy,203091324.0,BOZORJOY,10658.0,4.0,bozorjoy,bozorjoy mfy
4520,Samarqand viloyati,Ozod MFY,1718,Qo`shrabot tumani,1718216,1718216039.0,51378.3252007308,59538877.89432772,ozod mfy,,,,,,
4521,Samarqand viloyati,Buloq MFY,1718,Qo`shrabot tumani,1718216,1718216036.0,34462.7418940218,37939242.68594168,buloq mfy,,,,,,
