uuid,name_district,parentid,soatoid,extid,ovirid,matched_name,id_district_e_hukumat,name_district_e_hukumat
71e180f6-15ef-4ef1-b3e7-91a32edbda68,Жондорский район ,56bea03e-764e-4e04-9de0-528810177aad,20:03:00,70,2005.0,Жондорский район,1706246,Жондорский район
0d59ca5a-d209-4fef-bf1c-09850330c284,Каганский район,56bea03e-764e-4e04-9de0-528810177aad,20:04:00,82,2011.0,Каганский район,1706219,Каганский район
bbe764b7-cec3-4d49-b218-c240cc5e23e1,Каракульский район,56bea03e-764e-4e04-9de0-528810177aad,20:10:00,92,2006.0,Каракульский район,1706230,Каракульский район
604a1408-933f-44d9-8dd7-29d1910be95d,Караулбазарский район,56bea03e-764e-4e04-9de0-528810177aad,20:09:00,94,2008.0,Караулбазарский район,1706232,Караулбазарский район
c48ebf8a-7656-4076-ad21-22400158362b,Пешкунский район,56bea03e-764e-4e04-9de0-528810177aad,20:06:00,136,2003.0,Пешкунский район,1706240,Пешкунский район
83b10d71-96e5-47f6-bb80-22e240011696,Ромитанский район,56bea03e-764e-4e04-9de0-528810177aad,10:11:00,140,2001.0,Ромитанский район,1706242,Ромитанский район
d6e1b19b-c671-4ae0-b478-15d89dfec396,Шафирканский район,56bea03e-764e-4e04-9de0-528810177aad,10:11:00,191,2007.0,Шафирканский район,1706258,Шафирканский район
46957f7e-cafc-4427-9c1a-59205e6a374d,Город Газган,9c6033ca-7c00-41a3-81c9-2017210e7727,21:06:00,10,,город Газган,1712412,город Газган
dafd58f8-fb20-437d-bd07-9b1d9cd2b5a8,Город Зарафшан,9c6033ca-7c00-41a3-81c9-2017210e7727,21:10:00,11,2112.0,город Зарафшан,1712408,город Зарафшан
ebe8f901-2719-4f17-b160-4f3c16880853,Город Навои,9c6033ca-7c00-41a3-81c9-2017210e7727,21:09:00,9,2111.0,город Навои,1712401,город Навои
1101f62e-55f8-40ca-b754-90e26cb1cc81,Канимехский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:01:00,83,2102.0,Канимехский район,1712211,Канимехский район
233b4694-ef3e-45de-ba6d-1381d994ffc3,Карманинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:03:00,77,2110.0,Карманинский район,1712234,Карманинский район
7f475bd1-edb6-471c-acb8-739ffd0bf7e9,Кызылтепинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:08:00,89,2109.0,Кызылтепинский район,1712216,Кызылтепинский район
c6bb9a7f-ca28-4cd6-bc1d-7c8085382a2a,Навбахорский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:02:00,113,2105.0,Навбахорский район,1712230,Навбахорский район
4686bf9a-71dc-45db-8b21-8566668197a7,Нуратинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:04:00,120,2107.0,Нуратинский район,1712238,Нуратинский район
02e8699a-43c6-43e2-993b-ccdf2693ac9a,Тамдынский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:05:00,152,2104.0,Тамдынский район,1712244,Тамдынский район
21cddf7e-593f-4698-a5c3-9c7f29c5604a,Учкудукский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:11:00,166,2101.0,Учкудукский район,1712248,Учкудукский район
e6c4ea8a-6cd4-4018-b865-9f84ffee27d7,Хатырчинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:07:00,172,2108.0,Хатырчинский район,1712251,Хатырчинский район
faa37457-4d37-449b-9041-0390e8bf0ae3,Багатский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:01:00,45,2207.0,Багатский район,1733204,Багатский район
4fd5475d-bdb8-45d2-9ee9-e0c79575d479,Город Ургенч,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:11:00,30,2211.0,город Ургенч,1733401,город Ургенч
8e58fc8a-7f14-4296-857d-57c928c4d74d,Город Хива,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:12:00,31,2212.0,город Хива,1733406,город Хива
2d450aa4-17a2-4d02-95d4-3474e314bfc5,Гурленский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:02:00,61,2203.0,Гурленский район,1733208,Гурленский район
04fc6aee-b83b-4f70-b862-a4ecb81a0356,Кушкупырский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:09:00,100,2209.0,Кошкупырский район,1733212,Кошкупырский район
8b0c815e-ee79-4cbb-a1e5-d53b8059e1cf,Тупроккалинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:13:00,155,739001141.0,Тупроккалинский район,1733221,Тупроккалинский район
0ced8b2e-7ee1-49fa-90d3-defd188c99aa,Ургенчский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:11:00,162,2204.0,Ургенчский район,1733217,Ургенчский район
8c8c3fca-dca9-46dd-8ece-d1221b6ba9d8,Хазараспский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:10:00,178,2201.0,Хазараспский район,1733220,Хазараспский район
59823c2f-ea36-41fd-928d-763209431137,Ханкинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,10:11:00,175,2206.0,Ханкинский район,1733223,Ханкинский район
9fa01f40-435f-47b7-b367-022e9dc53966,Хивинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:05:00,173,2210.0,Хивинский район,1733226,Хивинский район
11783c9b-9122-4a5f-96d1-07324fe35d8d,Шаватский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:06:00,190,2205.0,Шаватский район,1733230,Шаватский район
416cd0e6-64f3-406b-888f-3d1756ad3707,Янгиарыкский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:07:00,199,2202.0,Янгиарыкский район,1733233,Янгиарыкский район
ef31bb3e-2ba1-4d4f-9f27-4e33ca6b17de,Янгибазарский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:08:00,200,2208.0,Янгибазарский район,1733236,Янгибазарский район
c6be3c67-adf3-48db-8414-1842eaab7de0,Амударьинский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:01:00,32,2308.0,Амударьинский район,1735204,Амударьинский район
92d1864f-8b3a-4a14-afb8-e85dee058f32,Берунийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:02:00,43,2309.0,Берунийский район,1735207,Берунийский район
ce158dd6-b0e1-40c4-a9a2-273791f8077a,Бозатауский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:03:00,49,2315.0,Бузатауский район,1735209,Бузатауский район
465119f1-86c1-4a40-9776-790f2c5f3940,Город Нукус,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:17:00,8,2317.0,город Нукус,1735401,город Нукус
5c5fcc9a-991c-47c5-9223-a25ac25752d9,Канлыкульский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:13:00,91,2310.0,Канлыкульский район,1735218,Канлыкульский район
14fd12bb-41e0-4dcf-9cd3-41cc45d7e767,Караузякский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:14:00,93,2316.0,Караузякский район,1735211,Караузякский район
4f4b653c-835d-4a88-b0bb-ec1f2b8562c0,Кегейлийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:04:00,80,2307.0,Кегейлийский район,1735212,Кегейлийский район
b9477878-8d73-4ec7-b570-9380d0e60504,Кунградский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:15:00,98,2302.0,Кунградский район,1735215,Кунградский район
9bb2245b-cc58-4b8b-abf8-da98f2c8d381,Муйнакский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:05:00,112,2303.0,Муйнакский район,1735222,Муйнакский район
4a23f058-1b7c-4379-b22b-9f8084a55d1d,Нукусский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:06:00,118,2301.0,Нукусский район,1735225,Нукусский район
359dbee4-7cb9-44e1-af1e-3beb835b2b03,Тахиаташский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:18:00,148,2320.0,Тахиаташский район,1735228,Тахиаташский район
5fb79633-5045-4413-be7b-708766335c77,Тахтакупырский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:07:00,149,2313.0,Тахтакупырский район,1735230,Тахтакупырский район
70af27cb-e8fc-4e58-b9b4-51cb31d0e8e6,Турткульский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,10:11:00,157,2305.0,Турткульский район,1735233,Турткульский район
c4d951fe-2f96-42ad-b47c-f42058aa3737,Ходжейлийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,10:11:00,176,2314.0,Ходжейлийский район,1735236,Ходжейлийский район
fe562145-81f0-42e9-9752-2b98b4a60356,Чимбайский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:10:00,180,2311.0,Чимбайский район,1735240,Чимбайский район
a437d346-2fb8-4104-b716-b0fe1816477b,Шуманайский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:11:00,192,2312.0,Шуманайский район,1735243,Шуманайский район
e05444b6-3615-43f7-aeac-b87e79e3fd7e,Элликкалинский район ,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:12:00,194,2306.0,Элликкалинский район,1735250,Элликкалинский район
