objectid,region_name,countryside_name,region_id,district_name,district_id,countryside_id_main,shape_Length,shape_Area,name_standardized_main,tin,name,countryside_id_new,sector,name_standardized_new,name_match
3009,Qashqadaryo viloyati,Teparlik MFY,1710,Shahrisabz shahar,1710405,1710405040.0,6638.0811166437,2095585.0536773868,teparlik mfy,,,,,,
3014,Qashqadaryo viloyati,Yagnixayot MFY,1710,Shahrisabz shahar,1710405,1710405036.0,12984.8745586057,4824924.3260495765,yagnihayot mfy,,,,,,
3015,Qashqadaryo viloyati,Bogʻibaxor MFY,1710,Shahrisabz shahar,1710405,1710405032.0,6501.6492589266,1762597.158137238,bogibahor mfy,,,,,,
3017,Qashqadaryo viloyati,Uymavut MFY,1710,Shahrisabz shahar,1710405,1710405021.0,11685.0796560894,7100550.821195781,uymavut mfy,,,,,,
3026,Qashqadaryo viloyati,Qayrogʻoch MFY,1710,Yakkabog tumani,1710250,1710250033.0,80769.7238603584,171800133.3012376,qayrogoch mfy,,,,,,
3038,Qashqadaryo viloyati,Choydori MFY,1710,Yakkabog tumani,1710250,1710250010.0,27990.651761517,26852623.920178607,choydori mfy,,,,,,
3052,Qashqadaryo viloyati,Shirozi MFY,1710,Yakkabog tumani,1710250,1710250045.0,22135.5598293869,16617906.183784928,shirozi mfy,,,,,,
3056,Qashqadaryo viloyati,Navro'z MFY,1710,Yakkabog tumani,1710250,1710250038.0,62658.1423136251,97532720.19638918,navroz mfy,,,,,,
3062,Qashqadaryo viloyati,Xonaka MFY,1710,Yakkabog tumani,1710250,1710250042.0,47593.8197265115,78468310.8586292,honaka mfy,,,,,,
3072,Qashqadaryo viloyati,Ibn Sino MFY,1710,Yakkabog tumani,1710250,1710250032.0,9698.1005540208,2203020.6155828903,ibn sino mfy,,,,,,
3075,Qashqadaryo viloyati,Oktosh MFY,1710,Yakkabog tumani,1710250,1710250055.0,13053.637157857,4588482.74276862,oktosh mfy,,,,,,
3148,Qashqadaryo viloyati,Alisher Navoiy MFY,1710,Qarshi tumani,1710224,1710224024.0,6352.4138372161,1201977.5767036097,alisher navoiy mfy,,,,,,
3155,Qashqadaryo viloyati,Fayzobod MFY,1710,Qarshi tumani,1710224,1710224042.0,14340.3736269574,8243236.708106164,fayzobod mfy,,,,,,
3163,Qashqadaryo viloyati,Kuchkak MFY,1710,Qarshi tumani,1710224,1710224012.0,25686.0379629537,32400377.56081041,kuchkak mfy,,,,,,
3173,Qashqadaryo viloyati,Omontepa MFY,1710,Qarshi tumani,1710224,1710224008.0,42225.7176377551,48527249.99476402,omontepa mfy,,,,,,
3175,Qashqadaryo viloyati,Paxtakor MFY,1710,Qarshi tumani,1710224,1710224002.0,12962.3388313771,6859446.965426115,pahtakor mfy,,,,,,
3191,Qashqadaryo viloyati,Tinchlik MFY,1710,Qarshi tumani,1710224,1710224017.0,24722.1373220901,17869235.607125975,tinchlik mfy,,,,,,
3198,Qashqadaryo viloyati,Yangihayot MFY,1710,Qarshi tumani,1710224,1710224007.0,23010.4294434524,16916096.093616545,yangihayot mfy,,,,,,
3199,Qashqadaryo viloyati,Guliston MFY,1710,Qarshi tumani,1710224,1710224016.0,35147.4787496572,23035785.838642582,guliston mfy,,,,,,
3208,Qashqadaryo viloyati,Mashʼal MFY,1710,Muborak tuman,1710234,1710234023.0,8706.4604952097,3739615.674721168,mashʼal mfy,,,,,,
3209,Qashqadaryo viloyati,А.Navoiy MFY,1710,Muborak tuman,1710234,1710234001.0,7254.0935111838,2540360.346265356,аnavoiy mfy,,,,,,
3213,Qashqadaryo viloyati,Karlik MFY,1710,Muborak tuman,1710234,1710234011.0,56909.8272782188,57375706.03069159,karlik mfy,,,,,,
3215,Qashqadaryo viloyati,А.Temur MFY,1710,Muborak tuman,1710234,1710234007.0,63972.8441340643,209647747.419616,аtemur mfy,,,,,,
3221,Qashqadaryo viloyati,Yashnaobod MFY,1710,Muborak tuman,1710234,1710234019.0,17141.4350081,12458825.8615072,yashnaobod mfy,,,,,,
3233,Qashqadaryo viloyati,Аyronchi MFY,1710,Koson tuman,1710229,1710229001.0,16901.2244718817,12094484.77401412,аyronchi mfy,,,,,,
3243,Qashqadaryo viloyati,Beshqo'tan MFY,1710,Koson tuman,1710229,1710229005.0,34793.7034774609,49970135.72223701,beshqotan mfy,,,,,,
3244,Qashqadaryo viloyati,Farovan MFY,1710,Koson tuman,1710229,1710229056.0,11242.6529069556,3045699.847278933,farovan mfy,,,,,,
3262,Qashqadaryo viloyati,Kazokli MFY,1710,Koson tuman,1710229,1710229020.0,28616.3121032213,42413453.52973366,kazokli mfy,,,,,,
3264,Qashqadaryo viloyati,Boyterak MFY,1710,Koson tuman,1710229,1710229008.0,27277.4464014438,22372201.92791402,boyterak mfy,,,,,,
3290,Qashqadaryo viloyati,Аrabxona MFY,1710,Koson tuman,1710229,1710229003.0,42111.3556623087,28162560.641077265,аrabhona mfy,,,,,,
3299,Qashqadaryo viloyati,Mashʼal MFY,1710,Koson tuman,1710229,1710229028.0,10732.3392108588,4729833.9917290285,mashʼal mfy,,,,,,
3345,Qoraqolpog'iston Respublikasi,Turon MFY,1735,Nukus shahar,1735401,1735401025.0,9270.731471487,2244940.395725148,turon mfy,,,,,,
3346,Qoraqolpog'iston Respublikasi,Temiryo‘l MFY,1735,Nukus shahar,1735401,1735401027.0,4067.4450290638,806548.3713422618,temiryol mfy,,,,,,
3353,Qoraqolpog'iston Respublikasi,Do‘stlik MFY,1735,Nukus shahar,1735401,1735401009.0,4597.0960336199,1107315.057270595,dostlik mfy,,,,,,
3356,Qoraqolpog'iston Respublikasi,Bog‘chilik MFY,1735,Nukus shahar,1735401,1735401030.0,4346.4382603575,913299.0114456388,bogchilik mfy,,,,,,
3362,Qoraqolpog'iston Respublikasi,Navro‘z MFY,1735,Nukus shahar,1735401,1735401035.0,13516.1071179123,8303353.359965896,navroz mfy,,,,,,
3365,Qoraqolpog'iston Respublikasi,Navkanbog‘ MFY,1735,Nukus shahar,1735401,1735401036.0,12696.6364595637,5962511.987223319,navkanbog mfy,,,,,,
3366,Qoraqolpog'iston Respublikasi,Navbahor MFY,1735,Nukus shahar,1735401,1735401052.0,12976.2689281475,7386351.800715295,navbahor mfy,,,,,,
3368,Qoraqolpog'iston Respublikasi,Qurilishchi MFY,1735,Nukus shahar,1735401,1735401012.0,6544.5357142258,2151710.67634573,qurilishchi mfy,,,,,,
3369,Qoraqolpog'iston Respublikasi,Qumbizovul MFY,1735,Nukus shahar,1735401,1735401047.0,14987.9544121417,5340376.454489332,qumbizovul mfy,,,,,,
3376,Qoraqolpog'iston Respublikasi,Yelobod MFY,1735,Nukus shahar,1735401,1735401015.0,3934.3005673259,848376.2643115718,yelobod mfy,,,,,,
3380,Qoraqolpog'iston Respublikasi,Boyterak MFY,1735,Nukus shahar,1735401,1735401017.0,8182.1187803069,2407818.117539996,boyterak mfy,,,,,,
3386,Qoraqolpog'iston Respublikasi,Aqotov MFY,1735,Nukus shahar,1735401,1735401048.0,2058.3062171132,224076.151039839,aqotov mfy,,,,,,
3388,Qoraqolpog'iston Respublikasi,Gulzor MFY,1735,Nukus shahar,1735401,1735401057.0,3065.8118526691,554701.7794261323,gulzor mfy,,,,,,
3389,Qoraqolpog'iston Respublikasi,Barakat MFY,1735,Nukus shahar,1735401,1735401050.0,2083.059281782,260811.2764718432,barakat mfy,,,,,,
3391,Qoraqolpog'iston Respublikasi,Anasoy MFY,1735,Nukus shahar,1735401,1735401043.0,7150.66240042,2263538.579787827,anasoy mfy,,,,,,
3396,Qoraqolpog'iston Respublikasi,Otamakon MFY,1735,Nukus shahar,1735401,1735401061.0,6551.2981462969,2724229.486515198,otamakon mfy,,,,,,
3406,Qoraqolpog'iston Respublikasi,To‘ktov MFY,1735,Nukus tumani,1735225,1735225008.0,9700.2663118094,5458348.443651813,toktov mfy,,,,,,
3408,Qoraqolpog'iston Respublikasi,Kirantov OFY,1735,Nukus tumani,1735225,1735225002.0,71196.642569143,179742224.72305033,kirantov ofy,,,,,,
3410,Qoraqolpog'iston Respublikasi,Samanboy OFY,1735,Nukus tumani,1735225,1735225010.0,71663.202679538,89029258.3117848,samanboy ofy,,,,,,
3414,Qoraqolpog'iston Respublikasi,Yesim MFY,1735,Qorao‘zak tumani,1735211,1735211001.0,13190.1720759326,6808454.185512846,yesim mfy,,,,,,
3415,Qoraqolpog'iston Respublikasi,Otamakon MFY,1735,Qorao‘zak tumani,1735211,1735211008.0,7430.3644110784,2995747.5700039435,otamakon mfy,,,,,,
3420,Qoraqolpog'iston Respublikasi,Madaniyat OFY,1735,Qorao‘zak tumani,1735211,1735211010.0,90142.1863334237,274134555.8707457,madaniyat ofy,,,,,,
3425,Qoraqolpog'iston Respublikasi,G‘arezsizlik guzari MFY,1735,Qorao‘zak tumani,1735211,1735211009.0,6086.0002964631,1708175.3375596467,garezsizlik guzari mfy,,,,,,
3426,Qoraqolpog'iston Respublikasi,Qorao‘zak MFY,1735,Qorao‘zak tumani,1735211,1735211007.0,9682.9129299682,2115900.1751091825,qoraozak mfy,,,,,,
3429,Qoraqolpog'iston Respublikasi,Qorako‘l MFY,1735,Chimboy tumani,1735240,1735240006.0,10623.2204775782,3801522.45204269,qorakol mfy,,,,,,
3430,Qoraqolpog'iston Respublikasi,Berdaq MFY,1735,Chimboy tumani,1735240,1735240018.0,7212.9441426638,1777854.6343645744,berdaq mfy,,,,,,
3434,Qoraqolpog'iston Respublikasi,Do‘stlik MFY,1735,Chimboy tumani,1735240,1735240019.0,15250.5425008793,8907913.325333951,dostlik mfy,,,,,,
3437,Qoraqolpog'iston Respublikasi,Abat makon MFY,1735,Chimboy tumani,1735240,1735240017.0,7531.1983154927,1745387.7468730593,abat makon mfy,,,,,,
3444,Qoraqolpog'iston Respublikasi,Qamisariq OFY,1735,Chimboy tumani,1735240,1735240016.0,71611.9901851558,220988977.2422861,qamisariq ofy,,,,,,
3482,Qoraqolpog'iston Respublikasi,Navro‘z MFY,1735,Beruniy tumani,1735207,1735207014.0,3163.4924735364,581958.6353280196,navroz mfy,,,,,,
3485,Qoraqolpog'iston Respublikasi,Beruniy OFY,1735,Beruniy tumani,1735207,1735207002.0,49481.9539871795,65866986.492778935,beruniy ofy,,,,,,
3489,Qoraqolpog'iston Respublikasi,Qiyot MFY,1735,Beruniy tumani,1735207,1735207006.0,7262.1329267773,2533046.326868067,qiyot mfy,,,,,,
3498,Qoraqolpog'iston Respublikasi,Bo‘ston MFY,1735,Beruniy tumani,1735207,1735207012.0,15887.7923474033,4615394.263453193,boston mfy,,,,,,
3500,Qoraqolpog'iston Respublikasi,Do‘stlik OFY,1735,Beruniy tumani,1735207,1735207029.0,57724.926139335,108639429.40352651,dostlik ofy,,,,,,
3504,Qoraqolpog'iston Respublikasi,Sariko‘l MFY,1735,Beruniy tumani,1735207,1735207040.0,13803.4025686375,5344432.567358424,sarikol mfy,,,,,,
3506,Qoraqolpog'iston Respublikasi,Tinchlik OFY,1735,Beruniy tumani,1735207,1735207018.0,71070.5561465732,138400062.24048656,tinchlik ofy,,,,,,
3507,Qoraqolpog'iston Respublikasi,Navoiy OFY,1735,Beruniy tumani,1735207,1735207013.0,54537.8942899932,92010228.69258836,navoiy ofy,,,,,,
3508,Qoraqolpog'iston Respublikasi,Mahtumquli OFY,1735,Beruniy tumani,1735207,1735207025.0,48876.6724414206,63975275.064527415,mahtumquli ofy,,,,,,
3509,Qoraqolpog'iston Respublikasi,Ozod OFY,1735,Beruniy tumani,1735207,1735207027.0,57418.4678335012,93226902.92783244,ozod ofy,,,,,,
3513,Qoraqolpog'iston Respublikasi,Ibn Sino MFY,1735,Beruniy tumani,1735207,1735207031.0,30559.3986979699,31149403.62551058,ibn sino mfy,,,,,,
3514,Qoraqolpog'iston Respublikasi,Shabboz OFY,1735,Beruniy tumani,1735207,1735207036.0,19437.6743006118,12402972.419177404,shabboz ofy,,,,,,
3519,Qoraqolpog'iston Respublikasi,Mashʼal MFY,1735,To‘rtko‘l tumani,1735233,1735223014.0,21320.2363627734,14606914.799737755,mashʼal mfy,,,,,,
3536,Qoraqolpog'iston Respublikasi,Ko‘kcha OFY,1735,To‘rtko‘l tumani,1735233,1735223024.0,87217.1342407678,160094828.20832902,kokcha ofy,,,,,,
3543,Qoraqolpog'iston Respublikasi,Paxtaobod OFY,1735,To‘rtko‘l tumani,1735233,1735223017.0,71986.2863358723,180863439.20760065,pahtaobod ofy,,,,,,
3551,Qoraqolpog'iston Respublikasi,Uchsoy OFY,1735,Mo‘ynoq tumani,1735222,1735222006.0,100682.7582852044,348940740.35087043,uchsoy ofy,,,,,,
3555,Qoraqolpog'iston Respublikasi,Doʻstlik MFY,1735,Mo‘ynoq tumani,1735222,1735222005.0,14685.5483061409,11076292.833866036,dostlik mfy,,,,,,
3556,Qoraqolpog'iston Respublikasi,Qoraoy OFY,1735,Taxtako‘pir tumani,1735230,1735230009.0,95564.9298879406,152103749.14392814,qoraoy ofy,,,,,,
3561,Qoraqolpog'iston Respublikasi,Taxtako‘pir SHFY,1735,Taxtako‘pir tumani,1735230,1735230012.0,11810.8811187952,7828373.297403482,tahtakopir shfy,,,,,,
3562,Qoraqolpog'iston Respublikasi,Davr MFY,1735,Taxtako‘pir tumani,1735230,1735230003.0,11406.9905560957,4315960.162318654,davr mfy,,,,,,
3566,Qoraqolpog'iston Respublikasi,Beltov OFY,1735,Taxtako‘pir tumani,1735230,1735230007.0,75955.8320605055,198543511.47665432,beltov ofy,,,,,,
3569,Qoraqolpog'iston Respublikasi,Dovudsoy MFY,1735,Taxtako‘pir tumani,1735230,1735230016.0,10781.7695849009,4858527.106014566,dovudsoy mfy,,,,,,
3611,Qoraqolpog'iston Respublikasi,Do‘rmon OFY,1735,Amudaryo tumani,1735204,1735204019.0,20214.8116933496,24145678.33778046,dormon ofy,,,,,,
3619,Qoraqolpog'iston Respublikasi,Alisher Navoiy MFY,1735,Amudaryo tumani,1735204,1735204044.0,8241.380479492,2696678.8124714624,alisher navoiy mfy,,,,,,
3631,Qoraqolpog'iston Respublikasi,Xitoy OFY,1735,Amudaryo tumani,1735204,1735204041.0,20496.1685246602,14085583.658535523,hitoy ofy,,,,,,
3635,Qoraqolpog'iston Respublikasi,To‘lqin OFY,1735,Amudaryo tumani,1735204,1735204009.0,49558.6784777482,64315879.36817909,tolqin ofy,,,,,,
3636,Qoraqolpog'iston Respublikasi,Qumyop MFY,1735,Amudaryo tumani,1735204,1735204043.0,46782.9405358996,45438919.95233675,qumyop mfy,,,,,,
3638,Qoraqolpog'iston Respublikasi,Qangli OFY,1735,Amudaryo tumani,1735204,1735204042.0,32792.0461874491,40334483.73563601,qangli ofy,,,,,,
3641,Qoraqolpog'iston Respublikasi,Oq oltin OFY,1735,Amudaryo tumani,1735204,1735204038.0,53701.7397954624,94773555.76535746,oq oltin ofy,,,,,,
3642,Qoraqolpog'iston Respublikasi,Jumirovul MFY,1735,Amudaryo tumani,1735204,1735204033.0,34913.039411225,50148521.40426545,jumirovul mfy,,,,,,
3645,Qoraqolpog'iston Respublikasi,Daryobo‘yi MFY,1735,Amudaryo tumani,1735204,1735204004.0,14065.8207901479,8748199.057496894,daryoboyi mfy,,,,,,
3649,Qoraqolpog'iston Respublikasi,Z.M.Bobur OFY,1735,Amudaryo tumani,1735204,1735204035.0,25607.3163401314,18381646.674344,zmbobur ofy,,,,,,
3655,Qoraqolpog'iston Respublikasi,Beshtom MFY,1735,Amudaryo tumani,1735204,1735204001.0,75323.9884536135,176466016.09949824,beshtom mfy,,,,,,
3659,Qoraqolpog'iston Respublikasi,Janabozor OFY,1735,Kegeyli tumani,1735212,1735212005.0,78257.0031505771,218047038.66958973,janabozor ofy,,,,,,
3660,Qoraqolpog'iston Respublikasi,Aqto‘ba OFY,1735,Kegeyli tumani,1735212,1735212012.0,102772.9193274749,284944775.01734084,aqtoba ofy,,,,,,
3662,Qoraqolpog'iston Respublikasi,Nurlibo‘ston MFY,1735,Kegeyli tumani,1735212,1735212002.0,9863.538767676,2354984.30657398,nurliboston mfy,,,,,,
3663,Qoraqolpog'iston Respublikasi,Abatmakon MFY,1735,Kegeyli tumani,1735212,1735212013.0,9525.6057357019,3082991.2241479056,abatmakon mfy,,,,,,
3666,Qoraqolpog'iston Respublikasi,Ichanqalʼa OFY,1735,Kegeyli tumani,1735212,1735212004.0,84457.1921468559,156477853.02924576,ichanqalʼa ofy,,,,,,
3668,Qoraqolpog'iston Respublikasi,Baxtli MFY,1735,Kegeyli tumani,1735212,1735212014.0,12464.4194339337,4704935.192799869,bahtli mfy,,,,,,
3669,Qoraqolpog'iston Respublikasi,Xalqabat MFY,1735,Kegeyli tumani,1735212,1735212010.0,6686.7599557128,2129280.925280367,halqabat mfy,,,,,,
3670,Qoraqolpog'iston Respublikasi,Ko‘ko‘zak OFY,1735,Kegeyli tumani,1735212,1735212011.0,90701.8335261022,312430822.3272125,kokozak ofy,,,,,,
3684,Qoraqolpog'iston Respublikasi,Saxtiyon SHFY,1735,Ellikqal'a tumani,1735250,1735250005.0,35178.886012835,24691226.72451901,sahtiyon shfy,,,,,,
3685,Qoraqolpog'iston Respublikasi,Oq oltin MFY,1735,Ellikqal'a tumani,1735250,1735250010.0,32264.3158207983,44972995.87020224,oq oltin mfy,,,,,,
3688,Qoraqolpog'iston Respublikasi,Tuproqqalʼa OFY,1735,Ellikqal'a tumani,1735250,1735250017.0,26977.8422796847,30347930.75778245,tuproqqalʼa ofy,,,,,,
3692,Qoraqolpog'iston Respublikasi,Ibn Sino MFY,1735,Ellikqal'a tumani,1735250,1735250031.0,13105.9484150759,3006537.575274347,ibn sino mfy,,,,,,
3698,Qoraqolpog'iston Respublikasi,Qizilqum OFY,1735,Ellikqal'a tumani,1735250,1735250006.0,627379.6337955454,8231825316.612112,qizilqum ofy,,,,,,
3705,Qoraqolpog'iston Respublikasi,Sharq yulduzi OFY,1735,Ellikqal'a tumani,1735250,1735250016.0,46224.5603885577,72928139.01469277,sharq yulduzi ofy,,,,,,
3707,Qoraqolpog'iston Respublikasi,Navoiy OFY,1735,Ellikqal'a tumani,1735250,1735250012.0,48895.8337747749,70539027.75374414,navoiy ofy,,,,,,
3709,Qoraqolpog'iston Respublikasi,Guliston OFY,1735,Ellikqal'a tumani,1735250,1735250008.0,79156.4069499524,197311608.41946456,guliston ofy,,,,,,
3711,Qoraqolpog'iston Respublikasi,Do‘stlik OFY,1735,Ellikqal'a tumani,1735250,1735250018.0,67928.0619145631,89326529.99703732,dostlik ofy,,,,,,
3717,Qoraqolpog'iston Respublikasi,Amirobod OFY,1735,Ellikqal'a tumani,1735250,1735250019.0,27562.9238550568,15270606.218435382,amirobod ofy,,,,,,
3719,Qoraqolpog'iston Respublikasi,Amudaryo OFY,1735,Xo‘jayli tumani,1735236,1735236020.0,102970.5895352518,279486238.5907429,amudaryo ofy,,,,,,
3720,Qoraqolpog'iston Respublikasi,Ko‘lob OFY,1735,Xo‘jayli tumani,1735236,1735236012.0,41582.637198303,78605044.26812832,kolob ofy,,,,,,
3721,Qoraqolpog'iston Respublikasi,Mustaqillik OFY,1735,Xo‘jayli tumani,1735236,1735236006.0,52062.9198218021,48334136.28109592,mustaqillik ofy,,,,,,
3725,Qoraqolpog'iston Respublikasi,Abod MFY,1735,Xo‘jayli tumani,1735236,1735236001.0,5541.5289490814,1658353.0600616965,abod mfy,,,,,,
3733,Qoraqolpog'iston Respublikasi,Somonko‘l OFY,1735,Xo‘jayli tumani,1735236,1735236007.0,70127.8737225384,84293560.3563884,somonkol ofy,,,,,,
3734,Qoraqolpog'iston Respublikasi,Jayxun SHFY,1735,Xo‘jayli tumani,1735236,1735236025.0,18691.8056925906,11039076.621922694,jayhun shfy,,,,,,
3739,Qoraqolpog'iston Respublikasi,Tinchlik MFY,1735,Xo‘jayli tumani,1735236,1735236010.0,4490.5951785926,1129833.3119083776,tinchlik mfy,,,,,,
3741,Qoraqolpog'iston Respublikasi,Boyterak MFY,1735,Xo‘jayli tumani,1735236,1735236008.0,4277.5804721455,1015556.7572021154,boyterak mfy,,,,,,
3743,Qoraqolpog'iston Respublikasi,Nurliyo‘l MFY,1735,Xo‘jayli tumani,1735236,1735236002.0,4345.5022169621,931532.7717916556,nurliyol mfy,,,,,,
3744,Qoraqolpog'iston Respublikasi,Qumovul MFY,1735,Nukus shahar,1735401,1735401023.0,7667.0360493333,2950637.010318228,qumovul mfy,,,,,,
3746,Qoraqolpog'iston Respublikasi,Bo‘zovul MFY,1735,Nukus shahar,1735401,1735401045.0,10354.5105124983,4101895.771825506,bozovul mfy,,,,,,
3749,Qoraqolpog'iston Respublikasi,Oqqamish OFY,1735,To‘rtko‘l tumani,1735233,1735223020.0,48348.084356185,100944936.69190042,oqqamish ofy,,,,,,
3751,Qoraqolpog'iston Respublikasi,Kaltaminor OFY,1735,To‘rtko‘l tumani,1735233,1735223012.0,52050.918460414,96015656.66258526,kaltaminor ofy,,,,,,
3752,Qoraqolpog'iston Respublikasi,Paxtachi OFY,1735,To‘rtko‘l tumani,1735233,1735223006.0,48490.0161461619,48409863.83472556,pahtachi ofy,,,,,,
3759,Samarqand viloyati,Chandir MFY,1718,Pastdarg'om tumani,1718227,1718227104.0,7172.0251096393,1679554.7197473252,chandir mfy,,,,,,
3765,Samarqand viloyati,Sazogʻon MFY,1718,Pastdarg'om tumani,1718227,1718227070.0,4306.7052719375,858533.9541117294,sazogon mfy,,,,,,
3778,Samarqand viloyati,Sinchi (Oʻrikzor) MFY,1718,Pastdarg'om tumani,1718227,1718227047.0,20443.2516555259,9154067.401534935,sinchi orikzor mfy,,,,,,
3832,Samarqand viloyati,Mashʼal (Usku) MFY,1718,Pastdarg'om tumani,1718227,1718227019.0,29038.7439914337,28641142.060586773,mashʼal usku mfy,,,,,,
3846,Samarqand viloyati,Marakanda MFY,1718,Pastdarg'om tumani,1718227,1718227094.0,35942.6405329761,33791557.76971436,marakanda mfy,,,,,,
3864,Qoraqolpog'iston Respublikasi,Abatmakon MFY,1735,Taxiatosh tumani,1735228,1735228001.0,9860.7370904388,2861310.281589701,abatmakon mfy,,,,,,
3866,Qoraqolpog'iston Respublikasi,Do‘stlik MFY,1735,Taxiatosh tumani,1735228,1735228005.0,9841.1568913394,4780686.562428931,dostlik mfy,,,,,,
3870,Qoraqolpog'iston Respublikasi,Markaziy MFY,1735,Taxiatosh tumani,1735228,1735228009.0,8174.8195950391,3565368.916546936,markaziy mfy,,,,,,
3874,Qoraqolpog'iston Respublikasi,Saroyko‘l OFY,1735,Taxiatosh tumani,1735228,1735228013.0,60265.1109275306,104192550.50571609,saroykol ofy,,,,,,
3887,Qoraqolpog'iston Respublikasi,Yashnaobod QFY,1735,To‘rtko‘l tumani,1735233,1735223039.0,28347.8877266346,14411700.40864205,yashnaobod qfy,,,,,,
3888,Qoraqolpog'iston Respublikasi,Nurliyo'l MFY,1735,To‘rtko‘l tumani,1735233,1735223040.0,15537.2500998941,8632755.288021496,nurliyol mfy,,,,,,
3890,Qoraqolpog'iston Respublikasi,Tozabuzyop MFY,1735,To‘rtko‘l tumani,1735233,1735223043.0,19622.8560906248,16795637.162176475,tozabuzyop mfy,,,,,,
4025,Samarqand viloyati,Bahshitepa (Nurli yo'l) MFY,1718,Toyloq tuman,1718238,1718238023.0,23491.4984445997,14476405.887569737,bahshitepa nurli yol mfy,,,,,,
4034,Samarqand viloyati,Ilimobod MFY,1718,Toyloq tuman,1718238,1718238042.0,15133.6458294724,10320460.9617437,ilimobod mfy,,,,,,
4071,Samarqand viloyati,Dexkonobod MFY,1718,Bulung'ur tumani,1718206,1718206017.0,13882.7896503767,7477847.403518235,dehkonobod mfy,,,,,,
4074,Samarqand viloyati,Soxibkor MFY,1718,Bulung'ur tumani,1718206,1718206039.0,19295.2389995468,11447201.619439073,sohibkor mfy,,,,,,
4075,Samarqand viloyati,Oktosh MFY,1718,Bulung'ur tumani,1718206,1718206010.0,29867.8997332097,35286154.61452519,oktosh mfy,,,,,,
4082,Samarqand viloyati,Oktepa MFY,1718,Bulung'ur tumani,1718206,1718206048.0,25415.5923728185,19605829.75075587,oktepa mfy,,,,,,
4090,Samarqand viloyati,Sarkipchok MFY,1718,Bulung'ur tumani,1718206,1718206026.0,10903.6083941379,5806112.588373742,sarkipchok mfy,,,,,,
4093,Samarqand viloyati,Yangiarik MFY,1718,Bulung'ur tumani,1718206,1718206042.0,34110.3297001292,31847889.88200554,yangiarik mfy,,,,,,
4094,Samarqand viloyati,Kattakishlok MFY,1718,Bulung'ur tumani,1718206,1718206041.0,86747.385795218,167066213.3279079,kattakishlok mfy,,,,,,
4103,Samarqand viloyati,Samarkand MFY,1718,Bulung'ur tumani,1718206,1718206049.0,4684.0486680075,1201306.0107468723,samarkand mfy,,,,,,
4109,Samarqand viloyati,Istiklol MFY,1718,Bulung'ur tumani,1718206,1718206006.0,8939.3157332998,1764965.8988421697,istiklol mfy,,,,,,
4113,Samarqand viloyati,Beshkuvi MFY,1718,Bulung'ur tumani,1718206,1718206044.0,17658.9966463798,14723023.402651984,beshkuvi mfy,,,,,,
4119,Samarqand viloyati,Kirkshodi MFY,1718,Bulung'ur tumani,1718206,1718206022.0,20750.4262051099,16966400.75772047,kirkshodi mfy,,,,,,
4132,Samarqand viloyati,Soʻxmon MFY,1718,Jomboy tuman,1718209,1718209037.0,25431.3409607187,16985343.863867443,sohmon mfy,,,,,,
4141,Samarqand viloyati,Qoʻlbosti (Mehnatobod) MFY,1718,Jomboy tuman,1718209,1718209016.0,54464.0159265571,96482766.1433138,qolbosti mehnatobod mfy,,,,,,
4143,Samarqand viloyati,Nogahon (Navbahor) MFY,1718,Jomboy tuman,1718209,1718209017.0,34854.8488052339,21057631.211001165,nogahon navbahor mfy,,,,,,
4148,Samarqand viloyati,Taldirazzoq (Hurriyat) MFY,1718,Jomboy tuman,1718209,1718209005.0,24566.3849731947,13730771.831777403,taldirazzoq hurriyat mfy,,,,,,
4151,Samarqand viloyati,Toʻqqizboy MFY,1718,Jomboy tuman,1718209,1718209006.0,25180.9190715012,19574424.72437839,toqqizboy mfy,,,,,,
4171,Samarqand viloyati,Xalqobod MFY,1718,Narpay tuman,1718218,1718218056.0,4533.3971581491,703818.5845988685,halqobod mfy,,,,,,
4181,Samarqand viloyati,Muqumiy MFY,1718,Narpay tuman,1718218,1718218048.0,13898.1840489378,4689105.70953894,muqumiy mfy,,,,,,
4187,Samarqand viloyati,Xaqiqat MFY,1718,Narpay tuman,1718218,1718218025.0,38300.4800793576,28630215.322489586,haqiqat mfy,,,,,,
4190,Samarqand viloyati,Nug'oy MFY,1718,Narpay tuman,1718218,1718218010.0,15451.341487778,8358887.479004149,nugoy mfy,,,,,,
4200,Samarqand viloyati,Xo'jakarson MFY,1718,Narpay tuman,1718218,1718218027.0,29331.3008499343,14042142.849962078,hojakarson mfy,,,,,,
4202,Samarqand viloyati,Turon MFY,1718,Narpay tuman,1718218,1718218015.0,23200.837116119,16967367.807275943,turon mfy,,,,,,
4208,Samarqand viloyati,Obixayot MFY,1718,Narpay tuman,1718218,1718218021.0,26435.3466830467,14603321.990151135,obihayot mfy,,,,,,
4212,Samarqand viloyati,Oq oltin MFY,1718,Narpay tuman,1718218,1718218035.0,22790.8437437201,11899751.409299487,oq oltin mfy,,,,,,
4216,Samarqand viloyati,Navro'z MFY,1718,Narpay tuman,1718218,1718218009.0,14631.1770496977,6705303.6984111415,navroz mfy,,,,,,
4217,Samarqand viloyati,Yangiariq MFY,1718,Narpay tuman,1718218,1718218018.0,17761.9701733985,8247879.943425227,yangiariq mfy,,,,,,
4245,Samarqand viloyati,Amir Temur MFY,1718,Oqdaryo tumani,1718203,1718203017.0,31530.6981419085,24607248.505715404,amir temur mfy,,,,,,
