objectid,region_name,countryside_name,region_id,district_name,district_id,countryside_id_main,shape_Length,shape_Area,name_standardized_main,tin,name,countryside_id_new,sector,name_standardized_new,name_match
2011,Namangan viloyati,Navro'z MFY,1714,Kosonsoy tumani,1714207,1714207022.0,4687.2903814871,955564.1948952216,navroz mfy,,,,,,
2015,Namangan viloyati,Bog'ishamol -1 MFY,1714,Kosonsoy tumani,1714207,1714207016.0,4671.9610285503,908237.1696593604,bogishamol 1 mfy,,,,,,
2021,Namangan viloyati,Navboxor MFY,1714,Kosonsoy tumani,1714207,1714207040.0,28599.6432753188,33678702.02584234,navbohor mfy,,,,,,
2033,Namangan viloyati,Bog'i baland MFY,1714,Kosonsoy tumani,1714207,1714207042.0,13952.9817691342,6347187.000889957,bogi baland mfy,,,,,,
2039,Namangan viloyati,Rovot MFY,1714,Kosonsoy tumani,1714207,1714207024.0,20472.3564324226,20124273.29700888,rovot mfy,,,,,,
2041,Namangan viloyati,Korasuv MFY,1714,Kosonsoy tumani,1714207,1714207005.0,42464.4384122171,45073684.63593737,korasuv mfy,,,,,,
2086,Namangan viloyati,Ittifok MFY,1714,Uychi tumani,1714229,1714229003.0,14553.8852139019,6284506.865027164,ittifok mfy,,,,,,
2125,Namangan viloyati,Oq tepa MFY,1714,Yangiqo'rg'on tumani,1714242,1714242016.0,46861.3785346244,50818515.23503972,oq tepa mfy,,,,,,
2133,Namangan viloyati,Moʻgʻol MFY,1714,Yangiqo'rg'on tumani,1714242,1714242001.0,15481.3128194631,8844604.019578882,mogol mfy,,,,,,
2134,Namangan viloyati,Vodiy MFY,1714,Yangiqo'rg'on tumani,1714242,1714242045.0,5355.0013536708,1567931.897641203,vodiy mfy,,,,,,
2179,Namangan viloyati,Xayitabod MFY,1714,Mingbuloq tumani,1714204,1714204039.0,12469.7235919025,4779459.591101942,hayitabod mfy,,,,,,
2209,Namangan viloyati,Yashnaobod (Kurmak) MFY,1714,Namangan tumani,1714212,1714212017.0,9828.7938950732,3546376.834832738,yashnaobod kurmak mfy,,,,,,
2216,Namangan viloyati,Ravnak MFY,1714,Namangan tumani,1714212,1714212026.0,18446.9535839001,12486348.190319078,ravnak mfy,,,,,,
2230,Namangan viloyati,Ok yer MFY,1714,Namangan tumani,1714212,1714212035.0,19324.0138711339,14366503.184762545,ok yer mfy,,,,,,
2239,Namangan viloyati,Navkiron MFY,1714,Namangan tumani,1714212,1714212047.0,10087.0005450983,3678246.698057919,navkiron mfy,,,,,,
2247,Namangan viloyati,Faravon MFY,1714,Namangan tumani,1714212,1714212050.0,14171.0309986414,6091318.08180442,faravon mfy,,,,,,
2253,Namangan viloyati,Oq buloq MFY,1714,Namangan tumani,1714212,1714212009.0,13575.2375816632,5129701.305181315,oq buloq mfy,,,,,,
2255,Namangan viloyati,Yangi yoʻl MFY,1714,Namangan tumani,1714212,1714212029.0,7440.9769745972,1265876.0861080189,yangi yol mfy,,,,,,
2262,Namangan viloyati,Istiqbol MFY,1714,Namangan shahar,1714401,1714401106.0,8992.1139305531,3321618.7826735694,istiqbol mfy,,,,,,
2263,Namangan viloyati,Ishonch MFY,1714,Namangan shahar,1714401,1714401105.0,9666.8557254134,3160227.793216398,ishonch mfy,,,,,,
2264,Namangan viloyati,Sherbuloq MFY,1714,Namangan shahar,1714401,1714401108.0,18286.4254965379,10224863.495018125,sherbuloq mfy,,,,,,
2265,Namangan viloyati,Kelajak tongi MFY,1714,Namangan shahar,1714401,1714401107.0,8705.2391623668,2806915.567589741,kelajak tongi mfy,,,,,,
2271,Namangan viloyati,Yangi yoʻl MFY,1714,Namangan shahar,1714401,1714401020.0,4634.1982293507,888031.2884330803,yangi yol mfy,,,,,,
2273,Namangan viloyati,A.R Beruniy MFY,1714,Namangan shahar,1714401,1714401097.0,8403.5525387592,1166360.0831191011,ar beruniy mfy,,,,,,
2274,Namangan viloyati,Furqat MFY,1714,Namangan shahar,1714401,1714401094.0,6905.2354068176,1856140.1510129063,furqat mfy,,,,,,
2275,Namangan viloyati,Mexnatobod MFY,1714,Namangan shahar,1714401,1714401099.0,10229.5282730091,3653918.085833251,mehnatobod mfy,,,,,,
2276,Namangan viloyati,Chamanzor MFY,1714,Namangan shahar,1714401,1714401103.0,6510.0317608753,1899461.2512808363,chamanzor mfy,,,,,,
2277,Namangan viloyati,Goʻzal MFY,1714,Namangan shahar,1714401,1714401102.0,12493.0395016306,4585080.250101143,gozal mfy,,,,,,
2279,Namangan viloyati,Atangan guzar MFY,1714,Namangan shahar,1714401,1714401104.0,17474.0761966195,6162175.39779051,atangan guzar mfy,,,,,,
2281,Namangan viloyati,Bogʻ MFY,1714,Namangan shahar,1714401,1714401083.0,7572.6134842688,1891282.244883499,bog mfy,,,,,,
2283,Namangan viloyati,Guliston MFY,1714,Namangan shahar,1714401,1714401096.0,4142.5990063964,625451.8040868407,guliston mfy,,,,,,
2284,Namangan viloyati,Gulobod MFY,1714,Namangan shahar,1714401,1714401066.0,6023.1826015068,1479889.1036890834,gulobod mfy,,,,,,
2285,Namangan viloyati,Iftixor MFY,1714,Namangan shahar,1714401,1714401035.0,5301.404200938,1069587.7097584612,iftihor mfy,,,,,,
2286,Namangan viloyati,Gulshan MFY,1714,Namangan shahar,1714401,1714401063.0,7728.4685616043,2951038.834827894,gulshan mfy,,,,,,
2288,Namangan viloyati,Yoshlik MFY,1714,Namangan shahar,1714401,1714401088.0,18196.1988692019,8359857.648982315,yoshlik mfy,,,,,,
2290,Namangan viloyati,Irvadon MFY,1714,Namangan shahar,1714401,1714401067.0,5983.8946164473,1222263.4090205582,irvadon mfy,,,,,,
2291,Namangan viloyati,Quyi Gʻirvon MFY,1714,Namangan shahar,1714401,1714401080.0,6127.229159474,842028.7578579928,quyi girvon mfy,,,,,,
2292,Namangan viloyati,Quyi Rovuston MFY,1714,Namangan shahar,1714401,1714401070.0,9098.5506753659,3471925.8995775296,quyi rovuston mfy,,,,,,
2294,Namangan viloyati,Boboraxim Mashrab MFY,1714,Namangan shahar,1714401,1714401093.0,6948.6241959322,1915191.5588173184,boborahim mashrab mfy,,,,,,
2295,Namangan viloyati,Binokor MFY,1714,Namangan shahar,1714401,1714401116.0,12222.4065611906,4832288.205787608,binokor mfy,,,,,,
2296,Namangan viloyati,Sadoqat MFY,1714,Namangan shahar,1714401,1714401118.0,7304.0909705688,1857881.953491422,sadoqat mfy,,,,,,
2297,Namangan viloyati,Nurli kelajak MFY,1714,Namangan shahar,1714401,1714401117.0,8207.1666156989,2820411.992541358,nurli kelajak mfy,,,,,,
2298,Namangan viloyati,Mingchinor MFY,1714,Namangan shahar,1714401,1714401092.0,10705.6399428498,6096742.897311597,mingchinor mfy,,,,,,
2299,Namangan viloyati,Mustaqillikning 5 yilligi MFY,1714,Namangan shahar,1714401,1714401086.0,16285.1652708801,9777630.095346805,mustaqillikning 5 yilligi mfy,,,,,,
2300,Namangan viloyati,Navroʻz MFY,1714,Namangan shahar,1714401,1714401064.0,7675.0884588865,2141704.050335593,navroz mfy,,,,,,
2301,Namangan viloyati,Anorzor MFY,1714,Namangan shahar,1714401,,5213.573025204,982087.8449339296,anorzor mfy,,,,,,
2302,Namangan viloyati,Nurobod MFY,1714,Namangan shahar,1714401,1714401062.0,12794.3149123861,4212428.38991642,nurobod mfy,,,,,,
2304,Namangan viloyati,Obi xayot MFY,1714,Namangan shahar,1714401,1714401027.0,7217.550140916,2352993.6313929497,obi hayot mfy,,,,,,
2308,Namangan viloyati,Orzu MFY,1714,Namangan shahar,1714401,1714401060.0,15050.753718166,11235683.30438101,orzu mfy,,,,,,
2310,Namangan viloyati,Soxil MFY,1714,Namangan shahar,1714401,1714401109.0,11544.7333007705,4361978.262868809,sohil mfy,,,,,,
2312,Namangan viloyati,Tinchlik MFY,1714,Namangan shahar,1714401,1714401089.0,7624.7713818383,2825629.668583395,tinchlik mfy,,,,,,
2315,Namangan viloyati,Shishaki MFY,1714,Namangan shahar,1714401,1714401082.0,11008.6684234472,2702000.3273733906,shishaki mfy,,,,,,
2316,Namangan viloyati,Elabod MFY,1714,Namangan shahar,1714401,1714401081.0,7076.0448968688,1546905.7045788337,elabod mfy,,,,,,
2317,Namangan viloyati,Yuqori Gʻirvon MFY,1714,Namangan shahar,1714401,1714401078.0,16891.4665795959,5384480.8419590695,yuqori girvon mfy,,,,,,
2321,Namangan viloyati,Yangi zamin MFY,1714,Namangan shahar,1714401,1714401098.0,10253.2329872492,2954972.9598825914,yangi zamin mfy,,,,,,
2323,Namangan viloyati,Oʻrta Rovuston MFY,1714,Namangan shahar,1714401,1714401069.0,13979.7116291201,4889038.223579583,orta rovuston mfy,,,,,,
2325,Namangan viloyati,Yangi obod MFY,1714,Namangan shahar,1714401,1714401058.0,7849.5488378373,2636501.6783858114,yangi obod mfy,,,,,,
2329,Namangan viloyati,Mustaqillik MFY,1714,Namangan shahar,1714401,1714401075.0,3548.2015878042,671749.9011661303,mustaqillik mfy,,,,,,
2330,Namangan viloyati,Navbaxor MFY,1714,Namangan shahar,1714401,1714401076.0,9289.5829259423,1769250.0664843426,navbahor mfy,,,,,,
2331,Namangan viloyati,Porloq MFY,1714,Namangan shahar,1714401,1714401077.0,8042.0842524572,2976795.234209011,porloq mfy,,,,,,
2333,Namangan viloyati,Sixatgox MFY,1714,Namangan shahar,1714401,1714401101.0,2400.8538617602,306034.1488503673,sihatgoh mfy,,,,,,
2334,Namangan viloyati,Toʻquvchi MFY,1714,Namangan shahar,1714401,1714401071.0,20029.0682986239,7584295.476759854,toquvchi mfy,,,,,,
2335,Namangan viloyati,Umid MFY,1714,Namangan shahar,1714401,1714401072.0,3024.3062583624,582870.6053348567,umid mfy,,,,,,
2336,Namangan viloyati,Axsikent MFY,1714,Namangan shahar,1714401,1714401090.0,8074.1656629315,2552499.287319932,ahsikent mfy,,,,,,
2338,Namangan viloyati,Xalqlar Doʻstligi MFY,1714,Namangan shahar,1714401,1714401074.0,4799.6771551732,659107.74005035,halqlar dostligi mfy,,,,,,
2339,Namangan viloyati,Istiqlol MFY,1714,Namangan shahar,1714401,1714401115.0,2986.142067808,443761.7344302419,istiqlol mfy,,,,,,
2341,Namangan viloyati,Davlatobod MFY,1714,Namangan shahar,1714401,1714401084.0,4478.6175690319,888721.0004082675,davlatobod mfy,,,,,,
2343,Namangan viloyati,Ma‘naviyat MFY,1714,Namangan shahar,1714401,1714401095.0,3008.3198866083,394841.7622941709,manaviyat mfy,,,,,,
2345,Namangan viloyati,Baynalminal MFY,1714,Namangan shahar,1714401,1714401019.0,3566.7911267739,501171.1230158611,baynalminal mfy,,,,,,
2356,Namangan viloyati,Oromgox MFY,1714,Namangan shahar,1714401,1714401100.0,7182.9121348462,1365812.0608398714,oromgoh mfy,,,,,,
2360,Namangan viloyati,Mingterak MFY,1714,Namangan shahar,1714401,1714401087.0,15861.0625857753,11919077.189318627,mingterak mfy,,,,,,
2361,Namangan viloyati,Tadbirkor MFY,1714,Namangan shahar,1714401,1714401114.0,13327.2302306797,5713422.541379205,tadbirkor mfy,,,,,,
2362,Namangan viloyati,Yelxon MFY,1714,Namangan shahar,1714401,1714401061.0,9450.1330406913,3603372.328505185,yelhon mfy,,,,,,
2363,Namangan viloyati,Oʻrta Gʻirvon MFY,1714,Namangan shahar,1714401,1714401079.0,3683.9297422152,800908.4535874947,orta girvon mfy,,,,,,
2366,Namangan viloyati,Yukori Rovuston MFY,1714,Namangan shahar,1714401,1714401068.0,15837.4925902632,7204911.267593637,yukori rovuston mfy,,,,,,
2368,Namangan viloyati,Saxovat MFY,1714,Namangan shahar,1714401,1714401091.0,27289.3800361025,30542215.00825267,sahovat mfy,,,,,,
2370,Namangan viloyati,Ijodkor MFY,1714,Namangan shahar,1714401,1714401065.0,11663.8474471602,4208213.019370156,ijodkor mfy,,,,,,
2371,Namangan viloyati,Bunyodkor MFY,1714,Namangan shahar,1714401,1714401085.0,14928.1301992466,11764424.72294518,bunyodkor mfy,,,,,,
2372,Namangan viloyati,Chaman MFY,1714,Namangan shahar,1714401,1714401112.0,5233.691871241,949730.4141327832,chaman mfy,,,,,,
2376,Namangan viloyati,Yuksalish MFY,1714,Namangan shahar,1714401,1714401059.0,12599.03139994,5210126.7848191615,yuksalish mfy,,,,,,
2377,Namangan viloyati,Yangi tong MFY,1714,Namangan shahar,1714401,1714401073.0,2962.4261286825,467191.4587601278,yangi tong mfy,,,,,,
2378,Namangan viloyati,Ibratli MFY,1714,Namangan shahar,1714401,1714401015.0,3838.5184707776,835088.4050022349,ibratli mfy,,,,,,
2399,Navoiy viloyati,Shorq OFY,1712,Tomdi tumani,1712244,1712244002.0,375261.2925558603,6181524655.556333,shorq ofy,,,,,,
2405,Navoiy viloyati,Iftixor OFY,1712,Uchquduq tumani,1712248,1712248004.0,30585.0963984113,11365722.06758978,iftihor ofy,,,,,,
2428,Navoiy viloyati,Uchtepa OFY,1712,Konimex tumani,1712211,1712211015.0,422549.5221618552,5922570800.827004,uchtepa ofy,,,,,,
2429,Navoiy viloyati,Zafarabod MFY,1712,Konimex tumani,1712211,1712211011.0,88579.2558403526,174584779.38934487,zafarabod mfy,,,,,,
2440,Navoiy viloyati,Oq masjid MFY,1712,Nurota tumani,1712238,1712238004.0,8058.3111446186,1268149.279285925,oq masjid mfy,,,,,,
2443,Navoiy viloyati,Said ota MFY,1712,Nurota tumani,1712238,1712238003.0,2852.4888195669,274996.52824384,said ota mfy,,,,,,
2449,Navoiy viloyati,Nurobot MFY,1712,Nurota tumani,1712238,1712238031.0,11329.3770946798,3125559.072914613,nurobot mfy,,,,,,
2462,Navoiy viloyati,Yangi turmush MFY,1712,Nurota tumani,1712238,1712238019.0,88715.3908042164,214565151.81201845,yangi turmush mfy,,,,,,
2469,Navoiy viloyati,Ziyokor MFY,1712,Qiziltepa tumani,1712216,1712216022.0,31563.2666855172,29654674.12530056,ziyokor mfy,,,,,,
2489,Qashqadaryo viloyati,Paxtazor-1 MFY,1710,Qarshi shahar,1710401,1710401041.0,3419.8939309102,651931.1084352793,pahtazor1 mfy,,,,,,
2491,Qashqadaryo viloyati,A.Temur MFY,1710,Qarshi shahar,1710401,1710401001.0,3363.398587374,650741.5715648585,atemur mfy,,,,,,
2492,Qashqadaryo viloyati,Xaramjo‘y MFY,1710,Qarshi shahar,1710401,1710401014.0,6626.4856438568,2115518.697300948,haramjoy mfy,,,,,,
2500,Qashqadaryo viloyati,Gʻ.Gʻulom MFY,1710,Qarshi shahar,1710401,1710401019.0,12135.1892897728,5380792.72383793,ggulom mfy,,,,,,
2502,Qashqadaryo viloyati,Oqtepa ( F.Xujaev) MFY,1710,Qarshi shahar,1710401,1710401026.0,4640.9962545019,978081.6967409812,oqtepa fhujaev mfy,,,,,,
2506,Qashqadaryo viloyati,Yangi Turmush MFY,1710,Qarshi shahar,1710401,1710401043.0,4252.5796035263,517086.4878372937,yangi turmush mfy,,,,,,
2510,Qashqadaryo viloyati,Naqshab (U.Yusupov) MFY,1710,Qarshi shahar,1710401,1710401025.0,4977.3210593205,1313391.445426887,naqshab uyusupov mfy,,,,,,
2516,Qashqadaryo viloyati,Komilon ( S.Raximov) MFY,1710,Qarshi shahar,1710401,1710401008.0,4189.512927375,993135.6717767155,komilon srahimov mfy,,,,,,
2544,Qashqadaryo viloyati,Mirzаtup MFY,1710,Chiroqchi tuman,1710242,1710242082.0,39159.9614066249,40741631.325550295,mirzаtup mfy,,,,,,
2547,Qashqadaryo viloyati,Oq tosh MFY,1710,Chiroqchi tuman,1710242,1710242078.0,29201.9476851093,27078273.230556976,oq tosh mfy,,,,,,
2548,Qashqadaryo viloyati,Yashnаobod MFY,1710,Chiroqchi tuman,1710242,1710242077.0,28966.8622410557,27800798.29523004,yashnаobod mfy,,,,,,
2549,Qashqadaryo viloyati,Beshbulok MFY,1710,Chiroqchi tuman,1710242,1710242081.0,37546.0952131045,56676690.58218363,beshbulok mfy,,,,,,
2555,Qashqadaryo viloyati,Jаr MFY,1710,Chiroqchi tuman,1710242,1710242027.0,44982.2658376889,30378805.694465227,jаr mfy,,,,,,
2556,Qashqadaryo viloyati,Аmir Temur MFY,1710,Chiroqchi tuman,1710242,1710242028.0,13875.1600870224,3902495.226076424,аmir temur mfy,,,,,,
2558,Qashqadaryo viloyati,Mustаqillik MFY,1710,Chiroqchi tuman,1710242,1710242056.0,22542.329191811,16782638.929525264,mustаqillik mfy,,,,,,
2559,Qashqadaryo viloyati,Qаxrаmon MFY,1710,Chiroqchi tuman,1710242,1710242058.0,30515.2045732678,27091628.539061733,qаhrаmon mfy,,,,,,
2563,Qashqadaryo viloyati,Pаxtаobod MFY,1710,Chiroqchi tuman,1710242,1710242045.0,12351.4318075642,4975182.661445957,pаhtаobod mfy,,,,,,
2566,Qashqadaryo viloyati,Bogʼishаmol MFY,1710,Chiroqchi tuman,1710242,1710242062.0,7819.5641922802,1224955.6978454725,bogʼishаmol mfy,,,,,,
2567,Qashqadaryo viloyati,Nаvoiy MFY,1710,Chiroqchi tuman,1710242,1710242066.0,6298.7503512115,1388165.775921967,nаvoiy mfy,,,,,,
2568,Qashqadaryo viloyati,Chаmbil MFY,1710,Chiroqchi tuman,1710242,1710242069.0,41315.873196964,53535570.0914622,chаmbil mfy,,,,,,
2569,Qashqadaryo viloyati,Gаlаbek MFY,1710,Chiroqchi tuman,1710242,1710242070.0,59862.0401879034,77304613.0240907,gаlаbek mfy,,,,,,
2570,Qashqadaryo viloyati,Qаlqаmа MFY,1710,Chiroqchi tuman,1710242,1710242067.0,23054.2946952526,20077921.88491544,qаlqаmа mfy,,,,,,
2573,Qashqadaryo viloyati,Lаngаr MFY,1710,Chiroqchi tuman,1710242,1710242071.0,73134.6070395603,184274587.3845825,lаngаr mfy,,,,,,
2574,Qashqadaryo viloyati,Tаrаgʼаy MFY,1710,Chiroqchi tuman,1710242,1710242073.0,54844.438930075,82939353.46578011,tаrаgʼаy mfy,,,,,,
2576,Qashqadaryo viloyati,Аrаbbаndi MFY,1710,Chiroqchi tuman,1710242,1710242083.0,53747.9842684627,94578043.5739822,аrаbbаndi mfy,,,,,,
2580,Qashqadaryo viloyati,Chorshаnbа MFY,1710,Chiroqchi tuman,1710242,1710242026.0,39064.0577456852,45023388.36442284,chorshаnbа mfy,,,,,,
2581,Qashqadaryo viloyati,Olmаzor MFY,1710,Chiroqchi tuman,1710242,1710242048.0,18382.5336561088,10945334.039607253,olmаzor mfy,,,,,,
2583,Qashqadaryo viloyati,Dаm MFY,1710,Chiroqchi tuman,1710242,1710242050.0,12590.3909023777,8464705.42378833,dаm mfy,,,,,,
2584,Qashqadaryo viloyati,Pаkаndi MFY,1710,Chiroqchi tuman,1710242,1710242052.0,12960.7101037543,6955783.845656319,pаkаndi mfy,,,,,,
2586,Qashqadaryo viloyati,Zаrbdor MFY,1710,Chiroqchi tuman,1710242,1710242054.0,17049.2760116881,9801865.660068795,zаrbdor mfy,,,,,,
2587,Qashqadaryo viloyati,Choshtepа MFY,1710,Chiroqchi tuman,1710242,1710242064.0,10827.5396884488,3844990.386272341,choshtepа mfy,,,,,,
2590,Qashqadaryo viloyati,Oʼzbekiston MFY,1710,Chiroqchi tuman,1710242,1710242043.0,6278.1050005065,972383.6089811806,oʼzbekiston mfy,,,,,,
2591,Qashqadaryo viloyati,Shаkаrbuloq MFY,1710,Chiroqchi tuman,1710242,1710242032.0,21720.6363807632,19795995.146097098,shаkаrbuloq mfy,,,,,,
2592,Qashqadaryo viloyati,Nаvroʼz MFY,1710,Chiroqchi tuman,1710242,1710242033.0,51237.9182983867,104684767.49580936,nаvroʼz mfy,,,,,,
2594,Qashqadaryo viloyati,Yangi Dаm MFY,1710,Chiroqchi tuman,1710242,1710242051.0,13355.7717517438,6438020.806133988,yangi dаm mfy,,,,,,
2595,Qashqadaryo viloyati,Bаrаkа MFY,1710,Chiroqchi tuman,1710242,1710242053.0,13068.4496790169,4330329.003013521,bаrаkа mfy,,,,,,
2598,Qashqadaryo viloyati,Xalqobod MFY,1710,Chiroqchi tuman,1710242,1710242094.0,29243.9079127511,40194122.30486249,halqobod mfy,,,,,,
2600,Qashqadaryo viloyati,Fаrovon Kelаjаk MFY,1710,Chiroqchi tuman,1710242,1710242095.0,41698.1211379875,76669230.4759265,fаrovon kelаjаk mfy,,,,,,
2605,Qashqadaryo viloyati,Navbaxor QFY,1710,Mirishkor tuman,1710233,1710233018.0,60781.9350117958,128419278.81457362,navbahor qfy,,,,,,
2613,Qashqadaryo viloyati,Аyzabod MFY,1710,Mirishkor tuman,1710233,1710233015.0,17600.1329375714,11896938.224174192,аyzabod mfy,,,,,,
2616,Qashqadaryo viloyati,Boʻston QFY,1710,Mirishkor tuman,1710233,1710233021.0,208565.1783077593,1140740520.176022,boston qfy,,,,,,
2619,Qashqadaryo viloyati,Obod QFY,1710,Mirishkor tuman,1710233,1710233019.0,41612.6401297247,103878210.8202608,obod qfy,,,,,,
2620,Qashqadaryo viloyati,Yangiobod QFY,1710,Mirishkor tuman,1710233,1710233020.0,30832.1205290799,60036750.238748655,yangiobod qfy,,,,,,
2621,Qashqadaryo viloyati,Guliston QFY,1710,Mirishkor tuman,1710233,1710233039.0,44384.8616038904,83183880.15307757,guliston qfy,,,,,,
2636,Qashqadaryo viloyati,Yangi ariq MFY,1710,Mirishkor tuman,1710233,1710233011.0,22476.9052764985,21820335.230505973,yangi ariq mfy,,,,,,
2640,Qashqadaryo viloyati,Oltin Boshok MFY,1710,Mirishkor tuman,1710233,1710233025.0,47093.6427421544,59557566.899472,oltin boshok mfy,,,,,,
2646,Qashqadaryo viloyati,Xalkobod MFY,1710,G'uzor tumani,1710207,1710207019.0,12492.4405212256,4775159.024602429,halkobod mfy,,,,,,
2666,Qashqadaryo viloyati,Obi Xayot MFY,1710,G'uzor tumani,1710207,1710207030.0,49441.9347422739,110204945.60864204,obi hayot mfy,,,,,,
2671,Qashqadaryo viloyati,Аmir Temur MFY,1710,G'uzor tumani,1710207,1710207041.0,12787.8114510827,3474574.225165461,аmir temur mfy,,,,,,
2685,Qashqadaryo viloyati,Chumichli MFY,1710,G'uzor tumani,1710207,1710207044.0,34920.6477230129,36269118.132885456,chumichli mfy,,,,,,
2719,Qashqadaryo viloyati,Oydin Yoʼl MFY,1710,Dexqonobod tumani,1710212,1710212023.0,12228.2185859576,6026056.608217676,oydin yoʼl mfy,,,,,,
2723,Qashqadaryo viloyati,Yashnabod MFY,1710,Dexqonobod tumani,1710212,1710212012.0,86837.7546517306,223630315.80278105,yashnabod mfy,,,,,,
2724,Qashqadaryo viloyati,Boʼston MFY,1710,Dexqonobod tumani,1710212,1710212016.0,7906.571898596,2518109.7002797644,boʼston mfy,,,,,,
2733,Qashqadaryo viloyati,Doʼstlik MFY,1710,Dexqonobod tumani,1710212,1710212024.0,7734.5978204401,2348985.637141734,doʼstlik mfy,,,,,,
2735,Qashqadaryo viloyati,Qoʼngirot MFY,1710,Dexqonobod tumani,1710212,1710212049.0,76866.0155774018,119999061.24848785,qoʼngirot mfy,,,,,,
2738,Qashqadaryo viloyati,Zafarabod MFY,1710,Dexqonobod tumani,1710212,1710212054.0,62102.8647074087,159636049.0401322,zafarabod mfy,,,,,,
2739,Qashqadaryo viloyati,Ingichka (Farovon) MFY,1710,Dexqonobod tumani,1710212,1710212031.0,37766.9822068585,60964835.06073696,ingichka farovon mfy,,,,,,
2744,Qashqadaryo viloyati,Yangi Oʼzbekiston QFY,1710,Dexqonobod tumani,1710212,1710212050.0,67848.8488874356,104285591.94321571,yangi oʼzbekiston qfy,,,,,,
2751,Qashqadaryo viloyati,Аbziyot MFY,1710,Shaxrisabz tumani,1710245,1710245010.0,28445.1993126978,24787844.625375737,аbziyot mfy,,,,,,
2759,Qashqadaryo viloyati,Xalkabod MFY,1710,Shaxrisabz tumani,1710245,1710245036.0,25361.1767686409,22229904.048464708,halkabod mfy,,,,,,
2763,Qashqadaryo viloyati,Oʻrtaqurgʻon MFY,1710,Shaxrisabz tumani,1710245,1710245031.0,13728.0038125411,7737867.19826562,ortaqurgon mfy,,,,,,
2789,Qashqadaryo viloyati,Аmir Temur MFY,1710,Shaxrisabz tumani,1710245,1710245049.0,20670.8024327234,16372768.307811445,аmir temur mfy,,,,,,
2804,Qashqadaryo viloyati,Cho'lquvar Qfy,1710,Kasbi tumani,1710237,1710237033.0,67665.4888410212,142452071.67909357,cholquvar qfy,,,,,,
2818,Qashqadaryo viloyati,Gʼalaba MFY,1710,Kasbi tumani,1710237,1710237006.0,29634.2546932896,40714710.53109963,gʼalaba mfy,,,,,,
2819,Qashqadaryo viloyati,Qaratepa MFY,1710,Kasbi tumani,1710237,1710237041.0,23137.1281814321,25867983.23259442,qaratepa mfy,,,,,,
2820,Qashqadaryo viloyati,Doʼstlik MFY,1710,Kasbi tumani,1710237,1710237042.0,21771.5882747107,18812018.9391152,doʼstlik mfy,,,,,,
2836,Qashqadaryo viloyati,Qatag'an MFY,1710,Kasbi tumani,1710237,1710237015.0,32802.0227388901,29294918.79235176,qatagan mfy,,,,,,
2844,Qashqadaryo viloyati,Xo'jakarlik MFY,1710,Kasbi tumani,1710237,1710237007.0,37990.6644425454,46258569.821610965,hojakarlik mfy,,,,,,
2853,Navoiy viloyati,Oboddiyor MFY,1712,Qiziltepa tumani,1712216,1712216016.0,23034.2458177157,10727358.990365904,oboddiyor mfy,,,,,,
2864,Navoiy viloyati,Oq machit MFY,1712,Qiziltepa tumani,1712216,1712216023.0,15590.5834768799,6944225.998711857,oq machit mfy,,,,,,
2870,Navoiy viloyati,Okrabot MFY,1712,Qiziltepa tumani,1712216,1712216007.0,13391.1270147011,3520539.943654422,okrabot mfy,,,,,,
2873,Navoiy viloyati,Xumo MFY,1712,Qiziltepa tumani,1712216,1712216013.0,22967.5866872577,16164841.32048669,humo mfy,,,,,,
2877,Navoiy viloyati,Yashnaobod MFY,1712,Qiziltepa tumani,1712216,1712216049.0,16540.0913757129,7229460.461448735,yashnaobod mfy,,,,,,
2895,Qashqadaryo viloyati,Qumbangi MFY,1710,Mirishkor tuman,1710233,1710233006.0,10728.6445957151,4475480.629124875,qumbangi mfy,,,,,,
2913,Qashqadaryo viloyati,Ali Kushchi MFY,1710,Kitob tuman,1710232,1710232045.0,6881.0414650086,1759881.0123638476,ali kushchi mfy,,,,,,
2955,Qashqadaryo viloyati,Ibn-Sino MFY,1710,Nishon tuman,1710235,1710235029.0,33428.541956697,60539764.414847486,ibnsino mfy,,,,,,
2962,Qashqadaryo viloyati,Obi-Hayot MFY,1710,Nishon tuman,1710235,1710235023.0,9438.7379826781,3384601.510180871,obihayot mfy,,,,,,
2993,Qashqadaryo viloyati,Xujamurod Baxshi MFY,1710,Shahrisabz shahar,1710405,1710405026.0,5241.9704253996,1127775.3523041646,hujamurod bahshi mfy,,,,,,
2995,Qashqadaryo viloyati,Gʼalaba MFY,1710,Shahrisabz shahar,1710405,1710405028.0,3803.6634324961,647629.7588179929,gʼalaba mfy,,,,,,
2997,Qashqadaryo viloyati,Navroʼz MFY,1710,Shahrisabz shahar,1710405,1710405005.0,4765.5131785103,805029.5373515157,navroʼz mfy,,,,,,
2999,Qashqadaryo viloyati,Oʼrda MFY,1710,Shahrisabz shahar,1710405,1710405001.0,4958.924374075,730364.21491944,oʼrda mfy,,,,,,
3005,Qashqadaryo viloyati,Kunchikar MFY,1710,Shahrisabz shahar,1710405,1710405034.0,3978.3408005797,685095.4913072274,kunchikar mfy,,,,,,
3006,Qashqadaryo viloyati,Qoʼshxovuz MFY,1710,Shahrisabz shahar,1710405,1710405011.0,3985.264952446,707491.8497141534,qoʼshhovuz mfy,,,,,,
3008,Qashqadaryo viloyati,Boʼston MFY,1710,Shahrisabz shahar,1710405,1710405004.0,5949.1241139458,1657022.7695574337,boʼston mfy,,,,,,
